"Geography_Code","NM_1566_1_0","NM_1566_1_1","NM_1566_1_2","NM_1566_1_3"
"N00002985",9,3,0,6
"N00002986",23,5,1,17
"N00002987",33,9,0,24
"N00002988",30,8,1,21
"N00002989",36,14,2,20
"N00002990",25,6,1,18
"N00002991",16,4,0,12
"N00002992",42,14,0,28
"N00002993",8,1,0,7
"N00002994",30,10,0,20
"N00002995",36,14,1,21
"N00002996",11,2,1,8
"N00002997",16,4,0,12
"N00002998",11,3,0,8
"N00002999",16,4,0,12
"N00003000",32,15,0,17
"N00003001",11,0,0,11
"N00003002",60,13,4,43
"N00003003",71,24,3,44
"N00003004",6,3,0,3
"N00003005",29,8,1,20
"N00003006",39,9,2,28
"N00003007",27,9,1,17
"N00003008",37,11,1,25
"N00003009",41,10,0,31
"N00003010",22,4,3,15
"N00003011",20,6,1,13
"N00003012",27,6,0,21
"N00003013",30,10,3,17
"N00003014",28,7,1,20
"N00003015",20,4,1,15
"N00003016",20,5,2,13
"N00003017",26,4,2,20
"N00003018",11,4,1,6
"N00003019",30,6,1,23
"N00003020",26,13,3,10
"N00003021",25,9,1,15
"N00003022",18,3,3,12
"N00003023",21,4,0,17
"N00003024",21,6,1,14
"N00003025",21,2,1,18
"N00003026",45,13,2,30
"N00003027",35,5,1,29
"N00003028",25,7,2,16
"N00003029",25,2,1,22
"N00003030",29,8,0,21
"N00003031",35,12,1,22
"N00003032",27,6,0,21
"N00003033",17,3,0,14
"N00003034",25,8,1,16
"N00003035",31,13,2,16
"N00003036",17,3,0,14
"N00003037",25,3,1,21
"N00003038",21,3,0,18
"N00003039",21,2,2,17
"N00003040",16,5,2,9
"N00003041",23,9,1,13
"N00003042",11,1,2,8
"N00003043",6,5,0,1
"N00003044",14,5,2,7
"N00003045",54,13,2,39
"N00003046",25,6,2,17
"N00003047",29,4,1,24
"N00003048",35,7,3,25
"N00003049",12,6,0,6
"N00003050",20,6,0,14
"N00003051",12,3,0,9
"N00003052",19,5,2,12
"N00003053",11,4,0,7
"N00003054",16,8,0,8
"N00003055",24,3,0,21
"N00003056",26,5,1,20
"N00003057",10,3,0,7
"N00003058",16,4,1,11
"N00003059",19,8,0,11
"N00003060",7,4,0,3
"N00003061",27,12,0,15
"N00003062",24,5,1,18
"N00003063",34,9,1,24
"N00003064",25,2,2,21
"N00003065",17,6,1,10
"N00003066",21,8,2,11
"N00003067",16,5,1,10
"N00003068",8,3,0,5
"N00003069",10,2,2,6
"N00003070",9,0,0,9
"N00003071",9,1,0,8
"N00003072",13,5,0,8
"N00003073",38,16,1,21
"N00003074",28,9,1,18
"N00003075",11,3,0,8
"N00003076",22,8,0,14
"N00003077",26,12,3,11
"N00003078",35,15,5,15
"N00003079",12,2,0,10
"N00003080",6,0,1,5
"N00003081",0,0,0,0
"N00003082",10,1,1,8
"N00003083",8,1,0,7
"N00003084",18,8,1,9
"N00003085",10,1,1,8
"N00003086",16,5,0,11
"N00003087",16,6,0,10
"N00003088",11,1,0,10
"N00003089",18,6,0,12
"N00003090",25,7,3,15
"N00003091",30,13,4,13
"N00003092",13,2,0,11
"N00003093",28,12,2,14
"N00003094",8,3,1,4
"N00003095",10,1,2,7
"N00003096",11,7,1,3
"N00003097",39,13,3,23
"N00003098",47,13,3,31
"N00003099",10,4,1,5
"N00003100",18,5,0,13
"N00003101",19,6,0,13
"N00003102",27,6,0,21
"N00003103",10,6,1,3
"N00003104",16,8,0,8
"N00003105",15,6,2,7
"N00003106",8,2,2,4
"N00003107",7,0,1,6
"N00003108",16,3,4,9
"N00003109",20,8,0,12
"N00003110",11,4,2,5
"N00003111",14,1,0,13
"N00003112",10,1,1,8
"N00003113",13,3,3,7
"N00003114",17,5,2,10
"N00003115",11,3,0,8
"N00003116",25,6,2,17
"N00003117",8,3,1,4
"N00003118",7,1,2,4
"N00003119",8,2,1,5
"N00003120",14,8,0,6
"N00003121",21,5,0,16
"N00003122",17,5,2,10
"N00003123",21,3,0,18
"N00003124",18,5,2,11
"N00003125",13,4,0,9
"N00003126",26,12,2,12
"N00003127",25,7,0,18
"N00003128",6,1,1,4
"N00003129",24,7,1,16
"N00003130",22,9,1,12
"N00003131",42,11,2,29
"N00003132",19,10,0,9
"N00003133",29,8,4,17
"N00003134",10,7,1,2
"N00003135",15,9,2,4
"N00003136",18,3,3,12
"N00003137",6,0,0,6
"N00003138",16,4,0,12
"N00003139",16,5,2,9
"N00003140",24,8,6,10
"N00003141",17,4,0,13
"N00003142",50,16,2,32
"N00003143",11,0,1,10
"N00003144",20,8,1,11
"N00003145",62,25,4,33
"N00003146",17,5,4,8
"N00003147",51,16,4,31
"N00003148",26,7,3,16
"N00003149",32,13,4,15
"N00003150",22,9,0,13
"N00003151",10,3,0,7
"N00003152",23,12,0,11
"N00003153",19,6,0,13
"N00003154",23,4,0,19
"N00003155",9,3,0,6
"N00003156",7,2,0,5
"N00003157",12,7,0,5
"N00003158",12,5,1,6
"N00003159",23,9,0,14
"N00003160",8,3,0,5
"N00003161",139,40,10,89
"N00003162",59,11,10,38
"N00003163",34,6,1,27
"N00003164",25,6,1,18
"N00003165",19,8,0,11
"N00003166",45,6,0,39
"N00003167",25,11,3,11
"N00003168",34,10,2,22
"N00003169",21,4,1,16
"N00003170",50,11,4,35
"N00003171",23,1,4,18
"N00003172",19,1,2,16
"N00003173",23,2,4,17
"N00003174",12,2,0,10
"N00003175",29,4,1,24
"N00003176",52,2,1,49
"N00003177",57,11,2,44
"N00003178",25,7,0,18
"N00003179",38,7,3,28
"N00003180",9,0,0,9
"N00003181",24,5,0,19
"N00003182",32,9,4,19
"N00003183",42,11,4,27
"N00003184",22,8,0,14
"N00003185",20,5,0,15
"N00003186",20,4,2,14
"N00003187",21,3,0,18
"N00003188",36,6,5,25
"N00003189",43,6,2,35
"N00003190",46,15,1,30
"N00003191",27,3,0,24
"N00003192",18,4,1,13
"N00003193",34,5,2,27
"N00003194",33,6,1,26
"N00003195",34,9,1,24
"N00003196",28,3,2,23
"N00003197",27,5,6,16
"N00003198",29,2,0,27
"N00003199",26,6,1,19
"N00003200",32,10,1,21
"N00003201",37,4,3,30
"N00003202",28,8,1,19
"N00003203",9,3,0,6
"N00003204",39,9,2,28
"N00003205",32,14,1,17
"N00003206",28,4,5,19
"N00003207",32,6,8,18
"N00003208",27,14,0,13
"N00003209",64,15,5,44
"N00003210",19,1,2,16
"N00003211",24,3,2,19
"N00003212",20,1,4,15
"N00003213",9,0,0,9
"N00003214",12,1,3,8
"N00003215",16,1,2,13
"N00003216",21,2,0,19
"N00003217",9,1,0,8
"N00003218",31,3,1,27
"N00003219",27,5,3,19
"N00003220",26,11,0,15
"N00003221",21,4,3,14
"N00003222",23,5,1,17
"N00003223",14,2,1,11
"N00003224",16,3,1,12
"N00003225",17,1,0,16
"N00003226",18,1,2,15
"N00003227",8,3,0,5
"N00003228",13,1,2,10
"N00003229",8,1,0,7
"N00003230",8,0,0,8
"N00003231",13,0,1,12
"N00003232",34,6,1,27
"N00003233",25,7,1,17
"N00003234",42,6,3,33
"N00003235",42,11,3,28
"N00003236",38,7,2,29
"N00003237",74,13,4,57
"N00003238",52,10,2,40
"N00003239",30,1,1,28
"N00003240",33,4,5,24
"N00003241",21,8,0,13
"N00003242",15,3,1,11
"N00003243",35,6,4,25
"N00003244",23,8,2,13
"N00003245",24,8,0,16
"N00003246",43,7,2,34
"N00003247",46,21,1,24
"N00003248",16,9,0,7
"N00003249",22,6,2,14
"N00003250",17,8,0,9
"N00003251",24,13,0,11
"N00003252",17,6,1,10
"N00003253",11,7,0,4
"N00003254",6,1,0,5
"N00003255",25,9,0,16
"N00003256",33,12,1,20
"N00003257",32,12,4,16
"N00003258",53,13,3,37
"N00003259",28,6,2,20
"N00003260",24,10,1,13
"N00003261",58,23,5,30
"N00003262",20,3,0,17
"N00003263",28,7,1,20
"N00003264",41,15,0,26
"N00003265",23,9,1,13
"N00003266",32,9,5,18
"N00003267",26,12,3,11
"N00003268",25,10,0,15
"N00003269",20,4,1,15
"N00003270",26,14,2,10
"N00003271",44,13,2,29
"N00003272",37,12,3,22
"N00003273",47,19,2,26
"N00003274",15,5,0,10
"N00003275",9,4,2,3
"N00003276",35,14,2,19
"N00003277",34,12,1,21
"N00003278",35,13,2,20
"N00003279",12,3,1,8
"N00003280",70,28,3,39
"N00003281",22,6,3,13
"N00003282",110,40,6,64
"N00003283",10,4,0,6
"N00003284",11,5,1,5
"N00003285",8,2,0,6
"N00003286",14,7,1,6
"N00003287",6,0,0,6
"N00003288",20,8,1,11
"N00003289",19,2,4,13
"N00003290",29,10,0,19
"N00003291",38,17,1,20
"N00003292",14,6,2,6
"N00003293",39,10,4,25
"N00003294",30,11,1,18
"N00003295",104,20,11,73
"N00003296",31,4,2,25
"N00003297",44,9,1,34
"N00003298",78,14,9,55
"N00003299",78,18,8,52
"N00003300",17,3,2,12
"N00003301",27,8,1,18
"N00003302",44,6,5,33
"N00003303",41,11,8,22
"N00003304",18,4,1,13
"N00003305",47,12,0,35
"N00003306",62,18,4,40
"N00003307",38,16,1,21
"N00003308",196,53,21,122
"N00003309",22,8,3,11
"N00003310",17,9,2,6
"N00003311",114,30,12,72
"N00003312",52,16,3,33
"N00003313",34,2,1,31
"N00003314",66,31,1,34
"N00003315",9,3,0,6
"N00003316",19,8,3,8
"N00003317",20,7,0,13
"N00003318",75,21,1,53
"N00003319",26,7,0,19
"N00003320",25,7,0,18
"N00003321",27,9,3,15
"N00003322",30,10,0,20
"N00003323",36,9,6,21
"N00003324",15,0,3,12
"N00003325",27,5,1,21
"N00003326",15,1,1,13
"N00003327",18,4,0,14
"N00003328",6,3,0,3
"N00003329",30,4,3,23
"N00003330",22,3,4,15
"N00003331",28,5,4,19
"N00003332",25,8,3,14
"N00003333",21,6,0,15
"N00003334",24,8,0,16
"N00003335",17,5,0,12
"N00003336",24,6,1,17
"N00003337",20,9,0,11
"N00003338",13,3,0,10
"N00003339",34,13,0,21
"N00003340",11,2,0,9
"N00003341",28,9,3,16
"N00003342",30,11,1,18
"N00003343",24,7,0,17
"N00003344",10,1,1,8
"N00003345",52,22,2,28
"N00003346",76,27,8,41
"N00003347",70,25,3,42
"N00003348",76,32,3,41
"N00003349",58,20,3,35
"N00003350",46,19,0,27
"N00003351",34,12,0,22
"N00003352",28,9,2,17
"N00003353",26,4,9,13
"N00003354",47,20,6,21
"N00003355",40,20,7,13
"N00003356",25,5,3,17
"N00003357",26,12,1,13
"N00003358",37,16,5,16
"N00003359",29,12,4,13
"N00003360",8,2,0,6
"N00003361",16,3,2,11
"N00003362",22,5,1,16
"N00003363",48,16,5,27
"N00003364",32,2,7,23
"N00003365",39,13,0,26
"N00003366",21,6,2,13
"N00003367",19,6,3,10
"N00003368",14,3,2,9
"N00003369",10,2,2,6
"N00003370",12,2,0,10
"N00003371",18,6,2,10
"N00003372",18,3,1,14
"N00003373",15,3,0,12
"N00003374",19,2,0,17
"N00003375",14,4,2,8
"N00003376",19,9,0,10
"N00003377",13,4,5,4
"N00003378",9,2,1,6
"N00003379",17,3,0,14
"N00003380",15,0,1,14
"N00003381",30,4,2,24
"N00003382",6,0,0,6
"N00003383",9,2,4,3
"N00003384",19,9,1,9
"N00003385",30,10,2,18
"N00003386",20,4,2,14
"N00003387",21,9,0,12
"N00003388",15,4,1,10
"N00003389",47,12,0,35
"N00003390",24,7,0,17
"N00003391",7,3,1,3
"N00003392",35,7,1,27
"N00003393",22,5,0,17
"N00003394",29,7,1,21
"N00003395",7,1,0,6
"N00003396",27,15,0,12
"N00003397",32,9,4,19
"N00003398",35,15,3,17
"N00003399",43,16,1,26
"N00003400",40,9,4,27
"N00003401",43,14,4,25
"N00003402",29,8,5,16
"N00003403",27,8,3,16
"N00003404",22,4,2,16
"N00003405",19,7,1,11
"N00003406",20,5,1,14
"N00003407",22,4,4,14
"N00003408",24,2,0,22
"N00003409",8,3,0,5
"N00003410",33,15,1,17
"N00003411",17,7,1,9
"N00003412",22,3,3,16
"N00003413",14,5,3,6
"N00003414",24,5,3,16
"N00003415",18,7,2,9
"N00003416",19,5,0,14
"N00003417",24,8,3,13
"N00003418",10,2,3,5
"N00003419",16,3,1,12
"N00003420",18,8,4,6
"N00003421",16,4,1,11
"N00003422",29,7,0,22
"N00003423",14,3,1,10
"N00003424",23,12,0,11
"N00003425",9,2,0,7
"N00003426",45,11,2,32
"N00003427",16,6,3,7
"N00003428",15,2,0,13
"N00003429",10,4,1,5
"N00003430",19,7,1,11
"N00003431",15,5,0,10
"N00003432",11,5,0,6
"N00003433",14,6,0,8
"N00003434",21,5,2,14
"N00003435",10,3,1,6
"N00003436",24,9,2,13
"N00003437",28,8,2,18
"N00003438",19,6,0,13
"N00003439",12,4,1,7
"N00003440",14,5,1,8
"N00003441",15,4,0,11
"N00003442",9,5,0,4
"N00003443",30,8,1,21
"N00003444",34,10,1,23
"N00003445",28,12,3,13
"N00003446",25,15,2,8
"N00003447",8,2,2,4
"N00003448",27,14,1,12
"N00003449",26,5,0,21
"N00003450",23,8,0,15
"N00003451",32,17,2,13
"N00003452",30,14,5,11
"N00003453",10,5,1,4
"N00003454",23,10,0,13
"N00003455",16,4,1,11
"N00003456",10,4,0,6
"N00003457",15,8,1,6
"N00003458",25,10,0,15
"N00003459",8,0,2,6
"N00003460",36,13,2,21
"N00003461",16,5,1,10
"N00003462",34,11,3,20
"N00003463",23,5,2,16
"N00003464",22,5,1,16
"N00003465",18,9,0,9
"N00003466",11,3,0,8
"N00003467",10,6,0,4
"N00003468",8,2,1,5
"N00003469",12,2,1,9
"N00003470",31,15,1,15
"N00003471",14,7,0,7
"N00003472",17,2,1,14
"N00003473",29,9,1,19
"N00003474",19,4,0,15
"N00003475",61,23,4,34
"N00003476",46,14,1,31
"N00003477",13,2,1,10
"N00003478",56,24,2,30
"N00003479",46,18,2,26
"N00003480",10,3,1,6
"N00003481",12,4,0,8
"N00003482",12,3,1,8
"N00003483",23,6,1,16
"N00003484",21,6,2,13
"N00003485",9,2,1,6
"N00003486",24,7,3,14
"N00003487",22,4,1,17
"N00003488",18,3,4,11
"N00003489",39,11,0,28
"N00003490",18,3,2,13
"N00003491",45,15,6,24
"N00003492",27,13,1,13
"N00003493",55,16,8,31
"N00003494",67,23,6,38
"N00003495",37,12,0,25
"N00003496",66,17,6,43
"N00003497",33,10,1,22
"N00003498",14,5,0,9
"N00003499",20,4,3,13
"N00003500",12,5,3,4
"N00003501",23,8,3,12
"N00003502",7,3,0,4
"N00003503",40,5,2,33
"N00003504",23,6,6,11
"N00003505",14,2,4,8
"N00003506",24,10,1,13
"N00003507",14,4,2,8
"N00003508",15,7,1,7
"N00003509",15,4,3,8
"N00003510",15,7,0,8
"N00003511",12,5,1,6
"N00003512",19,6,2,11
"N00003513",23,7,2,14
"N00003514",56,13,10,33
"N00003515",25,5,3,17
"N00003516",34,6,4,24
"N00003517",45,11,2,32
"N00003518",13,2,1,10
"N00003519",12,0,1,11
"N00003520",20,5,1,14
"N00003521",31,19,1,11
"N00003522",28,11,1,16
"N00003523",31,8,4,19
"N00003524",77,26,12,39
"N00003525",19,8,1,10
"N00003526",16,3,3,10
"N00003527",45,11,3,31
"N00003528",68,19,1,48
"N00003529",39,9,1,29
"N00003530",27,6,0,21
"N00003531",38,16,1,21
"N00003532",35,10,1,24
"N00003533",39,6,1,32
"N00003534",20,4,0,16
"N00003535",41,9,2,30
"N00003536",50,12,1,37
"N00003537",19,3,1,15
"N00003538",28,9,2,17
"N00003539",21,7,0,14
"N00003540",19,2,1,16
"N00003541",14,4,2,8
"N00003542",12,0,1,11
"N00003543",39,13,0,26
"N00003544",18,7,1,10
"N00003545",36,13,1,22
"N00003546",14,1,0,13
"N00003547",37,9,1,27
"N00003548",111,21,8,82
"N00003549",42,9,0,33
"N00003550",49,11,5,33
"N00003551",35,10,2,23
"N00003552",26,6,0,20
"N00003553",29,9,0,20
"N00003554",21,10,0,11
"N00003555",28,8,2,18
"N00003556",50,14,0,36
"N00003557",7,2,0,5
"N00003558",34,6,3,25
"N00003559",31,5,1,25
"N00003560",43,14,1,28
"N00003561",28,10,0,18
"N00003562",27,5,1,21
"N00003563",43,20,1,22
"N00003564",32,12,0,20
"N00003565",40,11,1,28
"N00003566",45,9,1,35
"N00003567",36,3,2,31
"N00003568",19,7,0,12
"N00003569",52,7,3,42
"N00003570",43,6,3,34
"N00003571",14,6,0,8
"N00003572",28,5,1,22
"N00003573",39,18,4,17
"N00003574",43,11,2,30
"N00003575",43,8,2,33
"N00003576",26,8,1,17
"N00003577",25,2,1,22
"N00003578",35,10,1,24
"N00003579",37,9,1,27
"N00003580",41,3,2,36
"N00003581",49,12,3,34
"N00003582",41,11,1,29
"N00003583",44,11,0,33
"N00003584",28,7,1,20
"N00003585",23,2,2,19
"N00003586",13,2,1,10
"N00003587",27,5,2,20
"N00003588",47,8,0,39
"N00003589",52,15,1,36
"N00003590",44,8,1,35
"N00003591",34,2,0,32
"N00003592",24,5,0,19
"N00003593",39,10,0,29
"N00003594",47,6,5,36
"N00003595",23,7,1,15
"N00003596",21,3,0,18
"N00003597",28,5,2,21
"N00003598",20,6,2,12
"N00003599",22,9,3,10
"N00003600",37,10,3,24
"N00003601",37,3,0,34
"N00003602",33,10,0,23
"N00003603",28,8,1,19
"N00003604",19,4,1,14
"N00003605",19,5,3,11
"N00003606",25,6,1,18
"N00003607",29,12,1,16
"N00003608",32,11,2,19
"N00003609",31,8,3,20
"N00003610",20,8,3,9
"N00003611",13,1,1,11
"N00003612",40,6,1,33
"N00003613",21,6,1,14
"N00003614",36,10,1,25
"N00003615",19,5,1,13
"N00003616",32,1,2,29
"N00003617",20,8,0,12
"N00003618",53,8,3,42
"N00003619",30,7,1,22
"N00003620",41,12,0,29
"N00003621",35,9,0,26
"N00003622",48,11,1,36
"N00003623",22,5,0,17
"N00003624",31,12,0,19
"N00003625",24,1,2,21
"N00003626",21,9,2,10
"N00003627",10,3,0,7
"N00003628",4,1,0,3
"N00003629",24,6,0,18
"N00003630",20,7,0,13
"N00003631",8,3,0,5
"N00003632",13,1,0,12
"N00003633",10,0,0,10
"N00003634",19,5,3,11
"N00003635",20,2,2,16
"N00003636",20,3,2,15
"N00003637",33,6,0,27
"N00003638",45,10,3,32
"N00003639",24,4,1,19
"N00003640",21,0,0,21
"N00003641",23,6,4,13
"N00003642",16,5,1,10
"N00003643",17,3,0,14
"N00003644",14,2,1,11
"N00003645",30,9,0,21
"N00003646",46,10,0,36
"N00003647",45,11,2,32
"N00003648",30,7,2,21
"N00003649",40,15,2,23
"N00003650",26,6,0,20
"N00003651",20,5,0,15
"N00003652",53,15,2,36
"N00003653",27,9,0,18
"N00003654",17,1,1,15
"N00003655",9,0,0,9
"N00003656",33,8,3,22
"N00003657",18,5,3,10
"N00003658",38,6,2,30
"N00003659",18,6,0,12
"N00003660",18,0,0,18
"N00003661",27,8,0,19
"N00003662",7,1,0,6
"N00003663",24,1,0,23
"N00003664",26,4,0,22
"N00003665",25,5,1,19
"N00003666",28,6,0,22
"N00003667",13,5,3,5
"N00003668",19,3,2,14
"N00003669",26,9,0,17
"N00003670",31,9,5,17
"N00003671",16,1,0,15
"N00003672",13,5,1,7
"N00003673",5,1,0,4
"N00003674",20,4,2,14
"N00003675",19,4,2,13
"N00003676",9,3,1,5
"N00003677",23,5,5,13
"N00003678",26,11,1,14
"N00003679",21,6,3,12
"N00003680",13,3,0,10
"N00003681",17,3,0,14
"N00003682",9,1,0,8
"N00003683",12,4,0,8
"N00003684",27,7,7,13
"N00003685",25,9,1,15
"N00003686",27,8,2,17
"N00003687",37,14,3,20
"N00003688",15,5,0,10
"N00003689",9,4,0,5
"N00003690",28,5,1,22
"N00003691",32,9,1,22
"N00003692",20,6,3,11
"N00003693",26,7,0,19
"N00003694",34,11,1,22
"N00003695",30,6,2,22
"N00003696",18,5,0,13
"N00003697",50,12,3,35
"N00003698",45,9,4,32
"N00003699",37,8,1,28
"N00003700",39,14,2,23
"N00003701",51,18,1,32
"N00003702",56,18,6,32
"N00003703",39,12,1,26
"N00003704",21,8,0,13
"N00003705",20,5,5,10
"N00003706",31,9,1,21
"N00003707",59,28,6,25
"N00003708",45,11,7,27
"N00003709",34,11,2,21
"N00003710",30,9,2,19
"N00003711",32,9,1,22
"N00003712",17,2,1,14
"N00003713",34,10,2,22
"N00003714",33,11,2,20
"N00003715",10,1,0,9
"N00003716",12,3,0,9
"N00003717",12,1,1,10
"N00003718",137,36,9,92
"N00003719",32,11,0,21
"N00003720",48,18,3,27
"N00003721",35,5,0,30
"N00003722",22,4,1,17
"N00003723",38,4,2,32
"N00003724",35,4,1,30
"N00003725",14,3,1,10
"N00003726",45,11,3,31
"N00003727",22,1,1,20
"N00003728",29,11,2,16
"N00003729",13,3,0,10
"N00003730",47,8,7,32
"N00003731",30,6,3,21
"N00003732",39,12,4,23
"N00003733",35,6,6,23
"N00003734",37,7,1,29
"N00003735",20,2,4,14
"N00003736",25,9,0,16
"N00003737",54,10,7,37
"N00003738",16,3,4,9
"N00003739",21,4,2,15
"N00003740",20,5,3,12
"N00003741",8,4,1,3
"N00003742",23,6,6,11
"N00003743",44,17,1,26
"N00003744",30,13,1,16
"N00003745",28,3,3,22
"N00003746",29,10,0,19
"N00003747",19,7,2,10
"N00003748",25,6,3,16
"N00003749",39,14,5,20
"N00003750",48,21,3,24
"N00003751",40,10,2,28
"N00003752",37,10,4,23
"N00003753",35,14,3,18
"N00003754",26,8,0,18
"N00003755",36,14,0,22
"N00003756",22,3,3,16
"N00003757",25,10,1,14
"N00003758",38,13,3,22
"N00003759",15,8,1,6
"N00003760",11,3,0,8
"N00003761",19,5,0,14
"N00003762",28,13,0,15
"N00003763",30,11,2,17
"N00003764",44,19,2,23
"N00003765",29,9,3,17
"N00003766",41,14,2,25
"N00003767",47,9,1,37
"N00003768",37,9,5,23
"N00003769",19,4,3,12
"N00003770",26,5,2,19
"N00003771",36,15,7,14
"N00003772",8,3,0,5
"N00003773",15,2,2,11
"N00003774",33,12,1,20
"N00003775",32,13,0,19
"N00003776",24,4,1,19
"N00003777",17,7,1,9
"N00003778",24,2,5,17
"N00003779",35,10,1,24
"N00003780",42,11,2,29
"N00003781",46,17,6,23
"N00003782",49,16,4,29
"N00003783",14,2,1,11
"N00003784",40,13,0,27
"N00003785",44,17,2,25
"N00003786",33,11,1,21
"N00003787",42,12,1,29
"N00003788",25,4,1,20
"N00003789",38,12,0,26
"N00003790",20,1,2,17
"N00003791",43,11,4,28
"N00003792",14,4,1,9
"N00003793",60,21,1,38
"N00003794",40,9,6,25
"N00003795",44,14,7,23
"N00003796",37,8,3,26
"N00003797",41,15,4,22
"N00003798",47,15,3,29
"N00003799",17,2,2,13
"N00003800",36,7,0,29
"N00003801",26,5,1,20
"N00003802",16,0,0,16
"N00003803",19,6,0,13
"N00003804",24,3,1,20
"N00003805",24,11,0,13
"N00003806",19,6,0,13
"N00003807",10,3,0,7
"N00003808",17,7,0,10
"N00003809",24,6,2,16
"N00003810",4,2,0,2
"N00003811",20,6,2,12
"N00003812",19,3,1,15
"N00003813",20,6,0,14
"N00003814",20,4,1,15
"N00003815",28,10,2,16
"N00003816",26,7,1,18
"N00003817",34,12,4,18
"N00003818",30,9,0,21
"N00003819",16,4,1,11
"N00003820",26,5,0,21
"N00003821",26,9,2,15
"N00003822",37,7,1,29
"N00003823",48,14,2,32
"N00003824",44,15,4,25
"N00003825",64,17,3,44
"N00003826",55,24,1,30
"N00003827",56,20,2,34
"N00003828",24,6,3,15
"N00003829",43,13,1,29
"N00003830",39,7,2,30
"N00003831",10,2,0,8
"N00003832",32,3,3,26
"N00003833",34,12,2,20
"N00003834",29,7,0,22
"N00003835",25,2,1,22
"N00003836",20,7,2,11
"N00003837",32,3,1,28
"N00003838",21,6,2,13
"N00003839",41,11,0,30
"N00003840",30,4,1,25
"N00003841",15,4,2,9
"N00003842",21,6,0,15
"N00003843",18,4,1,13
"N00003844",44,6,2,36
"N00003845",24,9,0,15
"N00003846",35,5,1,29
"N00003847",7,2,0,5
"N00003848",19,9,1,9
"N00003849",46,7,2,37
"N00003850",29,9,0,20
"N00003851",29,10,0,19
"N00003852",20,9,0,11
"N00003853",37,9,0,28
"N00003854",31,2,2,27
"N00003855",29,8,0,21
"N00003856",30,8,1,21
"N00003857",36,7,2,27
"N00003858",47,14,0,33
"N00003859",28,6,1,21
"N00003860",60,16,4,40
"N00003861",37,8,3,26
"N00003862",28,5,2,21
"N00003863",12,7,1,4
"N00003864",21,7,2,12
"N00003865",11,5,0,6
"N00003866",11,2,0,9
"N00003867",47,15,4,28
"N00003868",12,3,0,9
"N00003869",87,32,5,50
"N00003870",7,4,0,3
"N00003871",52,19,3,30
"N00003872",11,1,1,9
"N00003873",77,24,9,44
"N00003874",37,13,2,22
"N00003875",30,4,3,23
"N00003876",41,11,6,24
"N00003877",31,10,3,18
"N00003878",31,10,2,19
"N00003879",24,13,0,11
"N00003880",21,3,2,16
"N00003881",48,13,10,25
"N00003882",19,10,1,8
"N00003883",67,21,7,39
"N00003884",50,25,2,23
"N00003885",24,9,1,14
"N00003886",19,3,3,13
"N00003887",20,5,1,14
"N00003888",17,6,0,11
"N00003889",39,14,0,25
"N00003890",8,2,1,5
"N00003891",28,6,4,18
"N00003892",17,7,0,10
"N00003893",13,7,1,5
"N00003894",15,3,1,11
"N00003895",9,1,3,5
"N00003896",17,6,0,11
"N00003897",18,5,2,11
"N00003898",32,15,2,15
"N00003899",26,11,0,15
"N00003900",25,4,2,19
"N00003901",17,7,0,10
"N00003902",22,8,1,13
"N00003903",43,14,6,23
"N00003904",30,12,4,14
"N00003905",3,2,0,1
"N00003906",10,2,0,8
"N00003907",18,7,2,9
"N00003908",8,5,1,2
"N00003909",21,8,4,9
"N00003910",13,5,0,8
"N00003911",69,26,2,41
"N00003912",17,5,0,12
"N00003913",4,0,0,4
"N00003914",20,7,2,11
"N00003915",20,4,4,12
"N00003916",36,10,5,21
"N00003917",16,2,3,11
"N00003918",7,2,1,4
"N00003919",18,7,4,7
"N00003920",19,8,3,8
"N00003921",15,8,1,6
"N00003922",18,9,2,7
"N00003923",9,8,0,1
"N00003924",23,8,0,15
"N00003925",17,9,0,8
"N00003926",26,8,2,16
"N00003927",19,7,2,10
"N00003928",20,6,1,13
"N00003929",17,6,5,6
"N00003930",16,7,1,8
"N00003931",9,4,0,5
"N00003932",11,4,0,7
"N00003933",59,12,4,43
"N00003934",22,6,3,13
"N00003935",27,7,2,18
"N00003936",34,10,1,23
"N00003937",22,9,0,13
"N00003938",10,6,0,4
"N00003939",24,10,1,13
"N00003940",24,7,1,16
"N00003941",31,12,1,18
"N00003942",36,9,2,25
"N00003943",31,10,1,20
"N00003944",18,5,3,10
"N00003945",20,7,0,13
"N00003946",27,9,4,14
"N00003947",33,10,3,20
"N00003948",19,5,2,12
"N00003949",22,6,1,15
"N00003950",18,8,2,8
"N00003951",11,2,0,9
"N00003952",15,2,0,13
"N00003953",15,3,0,12
"N00003954",8,2,0,6
"N00003955",11,4,1,6
"N00003956",30,13,3,14
"N00003957",12,3,2,7
"N00003958",32,9,7,16
"N00003959",12,1,2,9
"N00003960",7,3,1,3
"N00003961",12,6,6,0
"N00003962",42,19,1,22
"N00003963",14,5,2,7
"N00003964",18,5,1,12
"N00003965",14,7,0,7
"N00003966",10,1,5,4
"N00003967",37,17,1,19
"N00003968",17,4,0,13
"N00003969",12,5,1,6
"N00003970",16,5,1,10
"N00003971",22,10,3,9
"N00003972",14,3,0,11
"N00003973",30,14,1,15
"N00003974",68,27,10,31
"N00003975",26,9,2,15
"N00003976",27,9,4,14
"N00003977",29,12,1,16
"N00003978",33,17,1,15
"N00003979",30,9,0,21
"N00003980",27,10,0,17
