"Geography_Code","NM_1287_1_0","NM_1287_1_1","NM_1287_1_10","NM_1287_1_11","NM_1287_1_12","NM_1287_1_13","NM_1287_1_14","NM_1287_1_15","NM_1287_1_16","NM_1287_1_17","NM_1287_1_18","NM_1287_1_19","NM_1287_1_2","NM_1287_1_20","NM_1287_1_3","NM_1287_1_4","NM_1287_1_5","NM_1287_1_6","NM_1287_1_7","NM_1287_1_8","NM_1287_1_9"
"N00000271",380,363,0,16,1,17,0,0,0,0,0,0,17,0,0,16,1,17,380,363,17
"N00000272",295,287,0,5,2,25,3,2,1,0,1,0,8,0,0,6,2,25,292,285,7
"N00000273",460,427,0,33,0,39,3,3,0,0,0,0,33,0,0,33,0,39,457,424,33
"N00000274",468,439,0,26,2,27,2,1,1,0,1,0,29,0,0,27,2,27,466,438,28
"N00000275",291,272,0,16,2,12,1,0,1,0,0,1,19,0,0,16,3,12,290,272,18
"N00000276",315,302,0,12,1,22,1,1,0,0,0,0,13,0,0,12,1,22,314,301,13
"N00000277",310,295,0,15,0,6,1,1,0,0,0,0,15,0,0,15,0,6,309,294,15
"N00000278",304,291,0,13,0,24,1,1,0,0,0,0,13,0,0,13,0,24,303,290,13
"N00000279",181,163,0,17,1,16,1,1,0,0,0,0,18,0,0,17,1,16,180,162,18
"N00000280",392,372,0,18,2,30,0,0,0,0,0,0,20,0,0,18,2,30,392,372,20
"N00000281",349,324,0,25,0,17,2,2,0,0,0,0,25,0,0,25,0,17,347,322,25
"N00000282",364,349,1,13,1,24,1,1,0,0,0,0,15,0,1,13,1,24,363,348,15
"N00000283",346,335,0,11,0,11,1,1,0,0,0,0,11,0,0,11,0,11,345,334,11
"N00000284",382,345,0,32,2,38,13,10,3,0,3,0,37,0,0,35,2,38,369,335,34
"N00000285",322,304,0,17,1,17,0,0,0,0,0,0,18,0,0,17,1,17,322,304,18
"N00000286",271,244,5,22,0,25,0,0,0,0,0,0,27,0,5,22,0,25,271,244,27
"N00000287",297,268,3,26,0,39,2,2,0,0,0,0,29,0,3,26,0,39,295,266,29
"N00000288",353,325,2,26,0,31,5,5,0,0,0,0,28,0,2,26,0,31,348,320,28
"N00000289",496,448,1,47,0,31,3,3,0,0,0,0,48,0,1,47,0,31,493,445,48
"N00000290",271,243,0,26,2,23,1,1,0,0,0,0,28,1,0,26,2,24,270,242,28
"N00000291",512,488,0,23,1,49,1,1,0,0,0,0,24,0,0,23,1,49,511,487,24
"N00000292",731,686,0,40,5,49,1,1,0,0,0,0,45,0,0,40,5,49,730,685,45
"N00000293",522,492,0,27,3,14,2,2,0,0,0,0,30,0,0,27,3,14,520,490,30
"N00000294",405,394,1,8,1,21,5,4,1,0,1,0,11,0,1,9,1,21,400,390,10
"N00000295",421,383,0,37,1,39,0,0,0,0,0,0,38,0,0,37,1,39,421,383,38
"N00000296",287,270,0,17,0,17,0,0,0,0,0,0,17,0,0,17,0,17,287,270,17
"N00000297",371,345,0,25,0,9,2,1,1,0,1,0,26,0,0,26,0,9,369,344,25
"N00000298",335,314,0,16,2,33,14,11,3,0,0,3,21,0,0,16,5,33,321,303,18
"N00000299",324,298,0,24,1,20,11,10,1,0,1,0,26,0,0,25,1,20,313,288,25
"N00000300",296,264,4,26,2,26,7,7,0,0,0,0,32,0,4,26,2,26,289,257,32
"N00000301",366,351,0,10,5,13,8,8,0,0,0,0,15,0,0,10,5,13,358,343,15
"N00000302",363,351,0,10,0,31,9,7,2,0,2,0,12,1,0,12,0,32,354,344,10
"N00000303",318,312,0,6,0,15,3,3,0,0,0,0,6,0,0,6,0,15,315,309,6
"N00000304",342,302,0,39,1,53,10,10,0,0,0,0,40,0,0,39,1,53,332,292,40
"N00000305",395,375,0,19,1,27,0,0,0,0,0,0,20,0,0,19,1,27,395,375,20
"N00000306",381,364,0,16,0,25,2,1,1,0,1,0,17,0,0,17,0,25,379,363,16
"N00000307",355,350,0,5,0,14,4,4,0,0,0,0,5,0,0,5,0,14,351,346,5
"N00000308",277,268,0,9,0,13,1,1,0,0,0,0,9,4,0,9,0,17,276,267,9
"N00000309",378,350,0,24,4,29,14,14,0,0,0,0,28,0,0,24,4,29,364,336,28
"N00000310",408,389,0,18,1,24,4,4,0,0,0,0,19,0,0,18,1,24,404,385,19
"N00000311",333,306,3,19,3,20,3,1,2,0,1,1,27,1,3,20,4,21,330,305,25
"N00000312",512,483,3,24,2,38,3,3,0,0,0,0,29,0,3,24,2,38,509,480,29
"N00000313",636,604,2,29,1,35,2,2,0,0,0,0,32,0,2,29,1,35,634,602,32
"N00000314",358,340,1,16,1,19,1,1,0,0,0,0,18,0,1,16,1,19,357,339,18
"N00000315",345,311,11,22,1,29,2,2,0,0,0,0,34,0,11,22,1,29,343,309,34
"N00000316",374,371,0,1,2,10,0,0,0,0,0,0,3,0,0,1,2,10,374,371,3
"N00000317",447,404,3,38,2,39,3,3,0,0,0,0,43,4,3,38,2,43,444,401,43
"N00000318",344,328,0,16,0,36,7,7,0,0,0,0,16,0,0,16,0,36,337,321,16
"N00000319",819,741,16,62,0,20,0,0,0,0,0,0,78,0,16,62,0,20,819,741,78
"N00000320",318,305,0,12,1,17,0,0,0,0,0,0,13,0,0,12,1,17,318,305,13
"N00000321",517,489,3,25,0,43,1,1,0,0,0,0,28,0,3,25,0,43,516,488,28
"N00000322",389,369,6,10,4,20,4,4,0,0,0,0,20,0,6,10,4,20,385,365,20
"N00000323",472,444,5,22,1,25,0,0,0,0,0,0,28,0,5,22,1,25,472,444,28
"N00000324",376,354,0,20,2,14,1,1,0,0,0,0,22,0,0,20,2,14,375,353,22
"N00000325",538,499,1,35,3,31,1,1,0,0,0,0,39,0,1,35,3,31,537,498,39
"N00000326",946,871,7,67,1,54,2,2,0,0,0,0,75,1,7,67,1,55,944,869,75
"N00000327",325,308,0,15,2,37,3,3,0,0,0,0,17,1,0,15,2,38,322,305,17
"N00000328",291,280,0,11,0,21,7,7,0,0,0,0,11,0,0,11,0,21,284,273,11
"N00000329",402,376,0,25,0,24,1,0,1,0,1,0,26,0,0,26,0,24,401,376,25
"N00000330",539,501,4,34,0,29,5,5,0,0,0,0,38,0,4,34,0,29,534,496,38
"N00000331",612,589,4,17,2,30,2,2,0,0,0,0,23,0,4,17,2,30,610,587,23
"N00000332",284,248,0,33,3,31,1,1,0,0,0,0,36,0,0,33,3,31,283,247,36
"N00000333",293,257,2,34,0,41,0,0,0,0,0,0,36,0,2,34,0,41,293,257,36
"N00000334",294,275,0,19,0,24,1,1,0,0,0,0,19,2,0,19,0,26,293,274,19
"N00000335",326,309,0,15,2,23,15,15,0,0,0,0,17,0,0,15,2,23,311,294,17
"N00000336",330,318,0,11,1,22,5,5,0,0,0,0,12,0,0,11,1,22,325,313,12
"N00000337",282,280,0,1,0,32,10,9,1,0,1,0,2,1,0,2,0,33,272,271,1
"N00000338",308,292,0,15,0,29,2,1,1,0,1,0,16,0,0,16,0,29,306,291,15
"N00000339",294,277,3,13,1,23,3,3,0,0,0,0,17,0,3,13,1,23,291,274,17
"N00000340",427,387,1,35,3,20,6,5,1,0,1,0,40,1,1,36,3,21,421,382,39
"N00000341",348,338,0,9,0,26,2,1,1,0,0,1,10,0,0,9,1,26,346,337,9
"N00000342",359,335,2,21,1,33,0,0,0,0,0,0,24,0,2,21,1,33,359,335,24
"N00000343",351,335,0,16,0,18,2,2,0,0,0,0,16,0,0,16,0,18,349,333,16
"N00000344",406,372,3,30,0,20,15,14,1,0,1,0,34,0,3,31,0,20,391,358,33
"N00000345",416,394,7,15,0,13,1,1,0,0,0,0,22,0,7,15,0,13,415,393,22
"N00000346",685,636,4,39,6,40,4,4,0,0,0,0,49,2,4,39,6,42,681,632,49
"N00000347",257,232,0,18,6,12,6,5,1,0,1,0,25,0,0,19,6,12,251,227,24
"N00000348",426,398,0,22,6,43,0,0,0,0,0,0,28,0,0,22,6,43,426,398,28
"N00000349",368,348,1,11,5,24,10,7,3,0,2,1,20,0,1,13,6,24,358,341,17
"N00000350",577,549,0,26,2,25,5,5,0,0,0,0,28,7,0,26,2,32,572,544,28
"N00000351",414,384,10,18,2,17,1,1,0,0,0,0,30,0,10,18,2,17,413,383,30
"N00000352",466,447,0,19,0,32,1,1,0,0,0,0,19,0,0,19,0,32,465,446,19
"N00000353",422,404,4,13,1,23,3,3,0,0,0,0,18,0,4,13,1,23,419,401,18
"N00000354",405,386,2,17,0,17,6,6,0,0,0,0,19,0,2,17,0,17,399,380,19
"N00000355",441,422,0,16,2,19,4,3,1,0,0,1,19,0,0,16,3,19,437,419,18
"N00000356",414,392,1,19,2,24,18,18,0,0,0,0,22,0,1,19,2,24,396,374,22
"N00000357",1212,1075,16,88,22,88,53,42,11,0,5,6,137,2,16,93,28,90,1159,1033,126
"N00000358",371,337,0,26,8,19,13,13,0,0,0,0,34,4,0,26,8,23,358,324,34
"N00000359",820,708,3,84,23,92,35,33,2,0,2,0,112,6,3,86,23,98,785,675,110
"N00000360",423,395,6,16,6,17,0,0,0,0,0,0,28,0,6,16,6,17,423,395,28
"N00000361",413,357,0,48,4,26,5,1,4,0,1,3,56,2,0,49,7,28,408,356,52
"N00000362",390,358,1,31,0,9,3,3,0,0,0,0,32,0,1,31,0,9,387,355,32
"N00000363",484,478,0,6,0,19,0,0,0,0,0,0,6,0,0,6,0,19,484,478,6
"N00000364",475,464,0,10,1,20,0,0,0,0,0,0,11,0,0,10,1,20,475,464,11
"N00000365",255,238,2,11,3,6,1,0,1,0,1,0,17,0,2,12,3,6,254,238,16
"N00000366",536,496,2,26,8,20,14,10,4,3,1,0,40,7,5,27,8,27,522,486,36
"N00000367",351,329,2,15,5,15,3,3,0,0,0,0,22,0,2,15,5,15,348,326,22
"N00000368",544,509,0,34,1,37,1,1,0,0,0,0,35,0,0,34,1,37,543,508,35
"N00000369",411,400,1,9,1,16,5,5,0,0,0,0,11,0,1,9,1,16,406,395,11
"N00000370",485,457,0,26,2,26,0,0,0,0,0,0,28,0,0,26,2,26,485,457,28
"N00000371",447,426,3,17,1,36,1,1,0,0,0,0,21,0,3,17,1,36,446,425,21
"N00000372",380,351,0,24,5,32,8,8,0,0,0,0,29,0,0,24,5,32,372,343,29
"N00000373",437,391,0,33,6,44,12,5,7,0,6,1,46,1,0,39,7,45,425,386,39
"N00000374",348,297,1,41,9,19,5,5,0,0,0,0,51,0,1,41,9,19,343,292,51
"N00000375",303,262,2,33,6,27,3,3,0,0,0,0,41,0,2,33,6,27,300,259,41
"N00000376",261,251,0,6,4,22,0,0,0,0,0,0,10,0,0,6,4,22,261,251,10
"N00000377",268,253,0,13,2,19,1,1,0,0,0,0,15,0,0,13,2,19,267,252,15
"N00000378",289,273,0,16,0,50,4,4,0,0,0,0,16,4,0,16,0,54,285,269,16
"N00000379",490,459,0,26,1,51,7,3,4,0,4,0,31,0,0,30,1,51,483,456,27
"N00000380",532,512,2,11,6,40,1,0,1,0,1,0,20,0,2,12,6,40,531,512,19
"N00000381",979,912,2,45,20,40,1,1,0,0,0,0,67,0,2,45,20,40,978,911,67
"N00000382",557,526,0,26,5,41,0,0,0,0,0,0,31,1,0,26,5,42,557,526,31
"N00000383",472,465,2,3,2,32,0,0,0,0,0,0,7,1,2,3,2,33,472,465,7
"N00000384",490,461,2,12,14,11,2,1,1,0,0,1,29,0,2,12,15,11,488,460,28
"N00000385",445,425,0,18,1,18,2,1,1,0,0,1,20,1,0,18,2,19,443,424,19
"N00000386",291,266,1,19,2,23,3,0,3,0,3,0,25,0,1,22,2,23,288,266,22
"N00000387",227,214,0,7,1,17,8,3,5,0,5,0,13,0,0,12,1,17,219,211,8
"N00000388",1602,1444,14,120,15,135,13,4,9,0,8,1,158,2,14,128,16,137,1589,1440,149
"N00000389",445,426,0,19,0,31,4,4,0,0,0,0,19,16,0,19,0,47,441,422,19
"N00000390",972,920,1,48,3,46,4,4,0,0,0,0,52,0,1,48,3,46,968,916,52
"N00000391",524,511,0,10,3,36,1,1,0,0,0,0,13,0,0,10,3,36,523,510,13
"N00000392",1399,1286,14,86,13,94,10,10,0,0,0,0,113,4,14,86,13,98,1389,1276,113
"N00000393",459,425,3,31,0,43,2,2,0,0,0,0,34,0,3,31,0,43,457,423,34
"N00000394",406,374,0,32,0,26,4,4,0,0,0,0,32,1,0,32,0,27,402,370,32
"N00000395",508,465,2,37,4,58,1,1,0,0,0,0,43,0,2,37,4,58,507,464,43
"N00000396",376,367,0,9,0,11,6,6,0,0,0,0,9,0,0,9,0,11,370,361,9
"N00000397",520,505,3,8,2,21,7,5,2,0,2,0,15,0,3,10,2,21,513,500,13
"N00000398",463,441,2,19,1,39,5,5,0,0,0,0,22,0,2,19,1,39,458,436,22
"N00000399",304,285,0,19,0,15,1,1,0,0,0,0,19,0,0,19,0,15,303,284,19
"N00000400",240,212,0,28,0,23,2,2,0,0,0,0,28,0,0,28,0,23,238,210,28
"N00000401",286,262,4,13,7,18,0,0,0,0,0,0,24,0,4,13,7,18,286,262,24
"N00000402",248,224,2,17,5,31,0,0,0,0,0,0,24,0,2,17,5,31,248,224,24
"N00000403",522,481,0,23,15,39,5,2,3,0,3,0,41,0,0,26,15,39,517,479,38
"N00000404",276,249,6,20,1,22,0,0,0,0,0,0,27,0,6,20,1,22,276,249,27
"N00000405",223,208,2,9,4,9,0,0,0,0,0,0,15,3,2,9,4,12,223,208,15
"N00000406",397,381,0,12,4,20,0,0,0,0,0,0,16,0,0,12,4,20,397,381,16
"N00000407",1125,1086,0,33,2,60,17,13,4,0,4,0,39,0,0,37,2,60,1108,1073,35
"N00000408",468,448,1,18,1,15,4,4,0,0,0,0,20,0,1,18,1,15,464,444,20
"N00000409",403,364,1,38,0,29,0,0,0,0,0,0,39,0,1,38,0,29,403,364,39
"N00000410",392,374,0,16,2,8,0,0,0,0,0,0,18,0,0,16,2,8,392,374,18
"N00000411",355,339,1,10,5,20,2,2,0,0,0,0,16,1,1,10,5,21,353,337,16
"N00000412",438,408,0,25,5,20,0,0,0,0,0,0,30,0,0,25,5,20,438,408,30
"N00000413",442,424,0,11,7,34,3,3,0,0,0,0,18,0,0,11,7,34,439,421,18
"N00000414",380,366,6,7,1,18,0,0,0,0,0,0,14,0,6,7,1,18,380,366,14
"N00000415",439,420,5,11,3,37,1,1,0,0,0,0,19,0,5,11,3,37,438,419,19
"N00000416",420,407,2,9,2,32,1,1,0,0,0,0,13,0,2,9,2,32,419,406,13
"N00000417",533,495,2,36,0,41,3,3,0,0,0,0,38,0,2,36,0,41,530,492,38
"N00000418",857,804,0,49,3,57,3,2,1,0,0,1,53,1,0,49,4,58,854,802,52
"N00000419",354,331,0,19,3,18,1,0,1,0,1,0,23,0,0,20,3,18,353,331,22
"N00000420",339,334,1,4,0,6,4,4,0,0,0,0,5,0,1,4,0,6,335,330,5
"N00000421",530,516,0,12,2,50,1,1,0,0,0,0,14,0,0,12,2,50,529,515,14
"N00000422",422,405,0,16,1,30,0,0,0,0,0,0,17,0,0,16,1,30,422,405,17
"N00000423",461,446,0,14,1,11,2,2,0,0,0,0,15,0,0,14,1,11,459,444,15
"N00000424",561,522,1,29,9,20,4,4,0,0,0,0,39,0,1,29,9,20,557,518,39
"N00000425",363,361,0,0,2,29,0,0,0,0,0,0,2,0,0,0,2,29,363,361,2
"N00000426",307,283,0,22,1,35,6,5,1,0,1,0,24,1,0,23,1,36,301,278,23
"N00000427",339,301,14,24,0,12,1,1,0,0,0,0,38,0,14,24,0,12,338,300,38
"N00000428",398,385,1,12,0,24,0,0,0,0,0,0,13,0,1,12,0,24,398,385,13
"N00000429",474,458,0,15,0,24,1,0,1,0,1,0,16,0,0,16,0,24,473,458,15
"N00000430",497,463,0,32,2,20,0,0,0,0,0,0,34,0,0,32,2,20,497,463,34
"N00000431",361,341,3,15,1,17,1,0,1,0,0,1,20,0,3,15,2,17,360,341,19
"N00000432",285,273,0,12,0,10,0,0,0,0,0,0,12,0,0,12,0,10,285,273,12
"N00000433",280,242,6,30,0,44,3,1,2,0,2,0,38,0,6,32,0,44,277,241,36
"N00000434",445,408,3,31,3,21,1,1,0,0,0,0,37,0,3,31,3,21,444,407,37
"N00000435",430,382,9,29,7,32,4,1,3,0,0,3,48,0,9,29,10,32,426,381,45
"N00000436",522,493,1,23,5,33,0,0,0,0,0,0,29,0,1,23,5,33,522,493,29
"N00000437",664,640,2,19,3,35,4,4,0,0,0,0,24,0,2,19,3,35,660,636,24
"N00000438",475,460,0,13,1,19,1,0,1,0,0,1,15,1,0,13,2,20,474,460,14
"N00000439",419,403,0,16,0,17,0,0,0,0,0,0,16,0,0,16,0,17,419,403,16
"N00000440",417,396,1,18,2,19,1,1,0,0,0,0,21,0,1,18,2,19,416,395,21
"N00000441",311,296,0,12,1,40,2,0,2,0,2,0,15,0,0,14,1,40,309,296,13
"N00000442",444,395,3,42,4,29,4,4,0,0,0,0,49,2,3,42,4,31,440,391,49
"N00000443",488,441,0,43,3,31,6,5,1,0,0,1,47,3,0,43,4,34,482,436,46
"N00000444",566,501,3,55,4,52,15,12,3,0,2,1,65,5,3,57,5,57,551,489,62
"N00000445",397,365,0,29,3,15,4,4,0,0,0,0,32,0,0,29,3,15,393,361,32
"N00000446",336,301,1,33,1,41,7,7,0,0,0,0,35,1,1,33,1,42,329,294,35
"N00000447",309,276,6,23,3,20,2,1,1,0,1,0,33,0,6,24,3,20,307,275,32
"N00000448",246,214,7,22,2,48,8,7,1,0,1,0,32,1,7,23,2,49,238,207,31
"N00000449",435,413,3,18,0,23,1,0,1,0,1,0,22,0,3,19,0,23,434,413,21
"N00000450",491,452,0,38,1,32,0,0,0,0,0,0,39,1,0,38,1,33,491,452,39
"N00000451",493,454,0,36,3,32,2,2,0,0,0,0,39,0,0,36,3,32,491,452,39
"N00000452",452,422,0,24,6,20,6,6,0,0,0,0,30,0,0,24,6,20,446,416,30
"N00000453",335,319,0,16,0,32,0,0,0,0,0,0,16,0,0,16,0,32,335,319,16
"N00000454",514,483,0,28,3,15,3,3,0,0,0,0,31,0,0,28,3,15,511,480,31
"N00000455",273,256,0,16,1,17,1,1,0,0,0,0,17,0,0,16,1,17,272,255,17
"N00000456",322,305,0,17,0,38,0,0,0,0,0,0,17,0,0,17,0,38,322,305,17
"N00000457",347,328,1,16,2,30,1,1,0,0,0,0,19,0,1,16,2,30,346,327,19
"N00000458",366,337,0,28,1,14,2,2,0,0,0,0,29,0,0,28,1,14,364,335,29
"N00000459",690,613,5,71,1,32,1,1,0,0,0,0,77,0,5,71,1,32,689,612,77
"N00000460",359,315,1,34,7,24,4,2,2,0,2,0,44,0,1,36,7,24,355,313,42
"N00000461",421,401,0,20,0,13,0,0,0,0,0,0,20,0,0,20,0,13,421,401,20
"N00000462",232,214,0,16,1,17,1,0,1,0,1,0,18,0,0,17,1,17,231,214,17
"N00000463",777,695,4,66,12,64,8,8,0,0,0,0,82,2,4,66,12,66,769,687,82
"N00000464",436,416,5,15,0,18,1,1,0,0,0,0,20,0,5,15,0,18,435,415,20
"N00000465",305,284,3,18,0,16,1,1,0,0,0,0,21,0,3,18,0,16,304,283,21
"N00000466",375,355,0,18,2,19,3,3,0,0,0,0,20,0,0,18,2,19,372,352,20
"N00000467",290,262,0,27,0,18,2,1,1,0,1,0,28,0,0,28,0,18,288,261,27
"N00000468",302,281,0,16,5,9,0,0,0,0,0,0,21,0,0,16,5,9,302,281,21
"N00000469",440,416,0,24,0,22,0,0,0,0,0,0,24,0,0,24,0,22,440,416,24
"N00000470",286,264,2,18,2,46,4,4,0,0,0,0,22,0,2,18,2,46,282,260,22
"N00000471",286,264,0,17,4,33,14,13,1,0,1,0,22,0,0,18,4,33,272,251,21
"N00000472",222,188,0,23,6,28,6,1,5,0,4,1,34,3,0,27,7,31,216,187,29
"N00000473",202,184,0,16,2,12,0,0,0,0,0,0,18,0,0,16,2,12,202,184,18
"N00000474",250,222,0,20,5,28,11,8,3,0,3,0,28,1,0,23,5,29,239,214,25
"N00000475",238,202,1,31,0,15,7,3,4,2,1,1,36,0,3,32,1,15,231,199,32
"N00000476",256,227,4,21,4,17,0,0,0,0,0,0,29,11,4,21,4,28,256,227,29
"N00000477",721,702,0,16,0,30,12,9,3,0,3,0,19,0,0,19,0,30,709,693,16
"N00000478",294,270,0,22,1,63,15,14,1,0,1,0,24,10,0,23,1,73,279,256,23
"N00000479",280,269,0,10,0,14,9,8,1,0,1,0,11,0,0,11,0,14,271,261,10
"N00000480",335,314,0,18,2,19,4,3,1,0,1,0,21,0,0,19,2,19,331,311,20
"N00000481",469,411,0,54,2,57,5,3,2,0,2,0,58,0,0,56,2,57,464,408,56
"N00000482",225,209,0,16,0,20,2,2,0,0,0,0,16,0,0,16,0,20,223,207,16
"N00000483",285,275,0,10,0,20,8,8,0,0,0,0,10,0,0,10,0,20,277,267,10
"N00000484",330,307,0,23,0,13,12,12,0,0,0,0,23,0,0,23,0,13,318,295,23
"N00000485",241,226,0,15,0,24,5,5,0,0,0,0,15,0,0,15,0,24,236,221,15
"N00000486",372,351,3,17,0,15,5,4,1,0,1,0,21,0,3,18,0,15,367,347,20
"N00000487",290,275,6,9,0,14,0,0,0,0,0,0,15,0,6,9,0,14,290,275,15
"N00000488",409,393,0,16,0,16,4,4,0,0,0,0,16,0,0,16,0,16,405,389,16
"N00000489",282,264,0,18,0,24,0,0,0,0,0,0,18,0,0,18,0,24,282,264,18
"N00000490",515,482,0,32,1,54,1,1,0,0,0,0,33,0,0,32,1,54,514,481,33
"N00000491",525,484,0,36,5,8,0,0,0,0,0,0,41,0,0,36,5,8,525,484,41
"N00000492",414,372,3,36,2,42,4,3,1,0,0,1,42,0,3,36,3,42,410,369,41
"N00000493",331,315,3,13,0,27,4,4,0,0,0,0,16,0,3,13,0,27,327,311,16
"N00000494",825,734,4,72,14,41,10,9,1,0,0,1,91,0,4,72,15,41,815,725,90
"N00000495",336,321,0,11,4,26,2,2,0,0,0,0,15,0,0,11,4,26,334,319,15
"N00000496",837,771,0,59,5,51,17,15,2,0,2,0,66,0,0,61,5,51,820,756,64
"N00000497",837,749,3,75,10,45,16,16,0,0,0,0,88,0,3,75,10,45,821,733,88
"N00000498",337,295,2,30,10,26,5,5,0,0,0,0,42,9,2,30,10,35,332,290,42
"N00000499",296,281,0,15,0,46,2,2,0,0,0,0,15,2,0,15,0,48,294,279,15
"N00000500",503,462,0,38,3,38,0,0,0,0,0,0,41,1,0,38,3,39,503,462,41
"N00000501",300,265,0,34,0,37,2,1,1,0,1,0,35,0,0,35,0,37,298,264,34
"N00000502",196,169,0,27,0,25,0,0,0,0,0,0,27,0,0,27,0,25,196,169,27
"N00000503",395,355,2,38,0,34,3,3,0,0,0,0,40,0,2,38,0,34,392,352,40
"N00000504",236,198,0,38,0,33,1,1,0,0,0,0,38,0,0,38,0,33,235,197,38
"N00000505",225,208,0,17,0,19,1,1,0,0,0,0,17,0,0,17,0,19,224,207,17
"N00000506",282,264,0,17,0,25,3,2,1,0,1,0,18,1,0,18,0,26,279,262,17
"N00000507",269,258,0,11,0,15,5,5,0,0,0,0,11,0,0,11,0,15,264,253,11
"N00000508",316,312,0,2,0,10,9,7,2,0,2,0,4,0,0,4,0,10,307,305,2
"N00000509",357,332,1,18,0,32,8,2,6,0,6,0,25,1,1,24,0,33,349,330,19
"N00000510",290,268,0,22,0,22,3,3,0,0,0,0,22,0,0,22,0,22,287,265,22
"N00000511",520,451,0,67,2,26,0,0,0,0,0,0,69,1,0,67,2,27,520,451,69
"N00000512",430,401,1,26,2,31,7,7,0,0,0,0,29,1,1,26,2,32,423,394,29
"N00000513",327,305,0,17,5,17,4,4,0,0,0,0,22,0,0,17,5,17,323,301,22
"N00000514",357,331,0,21,5,23,3,3,0,0,0,0,26,0,0,21,5,23,354,328,26
"N00000515",345,322,0,23,0,6,0,0,0,0,0,0,23,0,0,23,0,6,345,322,23
"N00000516",215,206,0,9,0,16,3,3,0,0,0,0,9,0,0,9,0,16,212,203,9
"N00000517",394,352,0,40,1,16,6,5,1,0,1,0,42,0,0,41,1,16,388,347,41
"N00000518",311,282,0,26,0,30,4,1,3,0,3,0,29,0,0,29,0,30,307,281,26
"N00000519",260,236,3,21,0,7,0,0,0,0,0,0,24,0,3,21,0,7,260,236,24
"N00000520",612,547,10,54,0,42,7,6,1,0,1,0,65,0,10,55,0,42,605,541,64
"N00000521",413,383,1,26,3,32,3,3,0,0,0,0,30,8,1,26,3,40,410,380,30
"N00000522",451,409,2,39,1,43,1,1,0,0,0,0,42,0,2,39,1,43,450,408,42
"N00000523",397,364,0,32,1,20,1,1,0,0,0,0,33,1,0,32,1,21,396,363,33
"N00000524",488,462,0,19,7,34,1,1,0,0,0,0,26,0,0,19,7,34,487,461,26
"N00000525",431,375,0,54,2,28,1,1,0,0,0,0,56,0,0,54,2,28,430,374,56
"N00000526",260,222,1,24,13,48,8,8,0,0,0,0,38,4,1,24,13,52,252,214,38
"N00000527",344,297,0,34,12,49,4,3,1,0,1,0,47,0,0,35,12,49,340,294,46
"N00000528",247,202,1,36,8,37,9,9,0,0,0,0,45,0,1,36,8,37,238,193,45
"N00000529",238,211,3,15,7,37,11,9,2,0,2,0,27,0,3,17,7,37,227,202,25
"N00000530",292,260,6,19,7,24,0,0,0,0,0,0,32,0,6,19,7,24,292,260,32
"N00000531",317,265,4,37,10,22,9,8,1,0,1,0,52,0,4,38,10,22,308,257,51
"N00000532",214,193,0,14,7,24,11,11,0,0,0,0,21,4,0,14,7,28,203,182,21
"N00000533",214,189,0,22,3,12,6,6,0,0,0,0,25,0,0,22,3,12,208,183,25
"N00000534",490,467,0,15,7,32,1,0,1,0,1,0,23,0,0,16,7,32,489,467,22
"N00000535",519,497,1,19,2,15,2,2,0,0,0,0,22,0,1,19,2,15,517,495,22
"N00000536",392,371,0,20,1,18,0,0,0,0,0,0,21,0,0,20,1,18,392,371,21
"N00000537",413,396,0,15,1,13,3,2,1,0,0,1,17,0,0,15,2,13,410,394,16
"N00000538",395,380,4,11,0,42,1,1,0,0,0,0,15,0,4,11,0,42,394,379,15
"N00000539",381,359,0,22,0,33,0,0,0,0,0,0,22,0,0,22,0,33,381,359,22
"N00000540",291,284,0,7,0,12,1,1,0,0,0,0,7,0,0,7,0,12,290,283,7
"N00000541",407,386,0,21,0,14,0,0,0,0,0,0,21,1,0,21,0,15,407,386,21
"N00000542",265,255,0,10,0,9,0,0,0,0,0,0,10,0,0,10,0,9,265,255,10
"N00000543",389,360,1,23,5,32,0,0,0,0,0,0,29,0,1,23,5,32,389,360,29
"N00000544",273,247,0,24,2,29,0,0,0,0,0,0,26,5,0,24,2,34,273,247,26
"N00000545",288,263,0,25,0,10,4,4,0,0,0,0,25,1,0,25,0,11,284,259,25
"N00000546",280,255,0,25,0,16,0,0,0,0,0,0,25,0,0,25,0,16,280,255,25
"N00000547",327,306,1,20,0,17,4,4,0,0,0,0,21,0,1,20,0,17,323,302,21
"N00000548",285,265,0,15,5,30,0,0,0,0,0,0,20,0,0,15,5,30,285,265,20
"N00000549",215,204,0,10,1,27,6,6,0,0,0,0,11,1,0,10,1,28,209,198,11
"N00000550",429,365,6,49,9,60,5,5,0,0,0,0,64,3,6,49,9,63,424,360,64
"N00000551",269,226,0,30,9,8,11,7,4,0,4,0,43,1,0,34,9,9,258,219,39
"N00000552",254,223,0,26,5,28,0,0,0,0,0,0,31,1,0,26,5,29,254,223,31
"N00000553",347,302,2,22,19,23,7,5,2,0,2,0,45,1,2,24,19,24,340,297,43
"N00000554",250,204,5,21,19,12,9,8,1,0,1,0,46,1,5,22,19,13,241,196,45
"N00000555",251,210,0,37,3,18,14,13,1,0,1,0,41,1,0,38,3,19,237,197,40
"N00000556",348,297,3,47,1,42,7,7,0,0,0,0,51,1,3,47,1,43,341,290,51
