"Geography_Code","NM_1575_1_0","NM_1575_1_1","NM_1575_1_10","NM_1575_1_11","NM_1575_1_2","NM_1575_1_3","NM_1575_1_4","NM_1575_1_5","NM_1575_1_6","NM_1575_1_7","NM_1575_1_8","NM_1575_1_9"
"N00003387",244,151,32,15,93,4,4,3,5,4,8,18
"N00003388",251,150,40,15,101,2,6,4,5,2,6,21
"N00003389",294,191,18,29,103,3,12,9,5,10,1,16
"N00003390",254,168,28,16,86,4,11,6,3,1,2,15
"N00003391",284,180,47,7,104,4,7,11,11,3,1,13
"N00003392",313,205,29,28,108,4,16,4,4,5,4,14
"N00003393",284,193,25,20,91,2,10,3,9,6,1,15
"N00003394",294,192,29,18,102,4,16,5,2,12,4,12
"N00003395",201,133,26,8,68,1,10,6,1,4,3,9
"N00003396",306,211,31,9,95,2,4,9,8,7,8,17
"N00003397",199,103,30,36,96,1,9,4,2,1,2,11
"N00003398",298,198,24,28,100,12,10,1,4,2,6,13
"N00003399",312,179,39,32,133,2,24,7,5,7,1,16
"N00003400",326,209,24,23,117,14,18,11,8,6,2,11
"N00003401",296,184,32,27,112,7,13,6,2,5,2,18
"N00003402",296,107,65,54,189,3,20,8,11,2,6,20
"N00003403",197,71,37,44,126,3,7,7,6,4,5,13
"N00003404",222,73,61,47,149,1,3,9,10,4,0,14
"N00003405",251,106,51,44,145,4,8,7,7,2,6,16
"N00003406",263,140,46,16,123,3,9,6,7,11,5,20
"N00003407",443,299,45,21,144,5,10,14,8,7,5,29
"N00003408",353,243,23,29,110,6,12,9,9,4,2,16
"N00003409",253,175,23,11,78,3,8,4,6,4,4,15
"N00003410",485,352,33,21,133,12,14,12,6,5,7,23
"N00003411",204,156,11,13,48,1,7,4,2,1,2,7
"N00003412",226,121,40,21,105,4,12,9,1,4,1,13
"N00003413",212,141,28,13,71,2,5,8,4,2,1,8
"N00003414",288,172,36,26,116,6,11,6,7,6,5,13
"N00003415",237,142,38,17,95,5,7,7,4,3,2,12
"N00003416",225,128,39,23,97,3,8,9,2,1,4,8
"N00003417",176,87,26,24,89,4,8,6,2,5,1,13
"N00003418",184,102,26,18,82,0,10,2,4,8,1,13
"N00003419",236,145,25,19,91,3,8,4,8,3,2,19
"N00003420",217,121,31,13,96,6,8,10,5,6,2,15
"N00003421",204,122,19,26,82,1,8,3,8,3,3,11
"N00003422",351,209,48,34,142,5,19,6,8,4,2,16
"N00003423",327,200,42,26,127,6,14,6,1,3,11,18
"N00003424",222,140,22,14,82,1,10,7,7,1,3,17
"N00003425",145,75,21,14,70,3,6,6,4,1,2,13
"N00003426",552,360,56,37,192,8,20,15,20,6,6,24
"N00003427",239,164,23,13,75,2,4,5,7,4,0,17
"N00003428",226,166,14,12,60,3,14,4,2,2,1,8
"N00003429",204,111,31,14,93,1,11,4,4,7,4,17
"N00003430",195,116,11,32,79,4,8,6,4,0,1,13
"N00003431",209,119,23,19,90,4,8,7,2,3,7,17
"N00003432",222,163,19,4,59,2,7,8,4,3,2,10
"N00003433",178,130,15,11,48,0,3,2,6,3,0,8
"N00003434",204,127,25,20,77,3,12,3,5,1,2,6
"N00003435",156,78,37,11,78,1,1,6,2,1,2,17
"N00003436",253,174,24,14,79,4,10,7,4,2,2,12
"N00003437",249,150,30,19,99,1,7,4,4,2,5,27
"N00003438",276,190,26,12,86,0,10,5,4,4,2,23
"N00003439",205,94,41,6,111,3,11,6,2,10,7,25
"N00003440",214,117,43,11,97,0,5,7,8,2,3,18
"N00003441",261,177,22,11,84,6,9,11,7,2,3,13
"N00003442",160,84,34,4,76,2,4,4,1,9,2,16
"N00003443",510,412,21,28,98,4,12,5,5,4,1,18
"N00003444",310,227,15,18,83,3,14,9,8,4,3,9
"N00003445",348,284,12,12,64,3,12,6,3,6,0,10
"N00003446",291,228,22,8,63,3,4,6,3,3,0,14
"N00003447",217,129,26,10,88,2,8,9,7,1,5,20
"N00003448",399,281,36,25,118,3,12,6,6,10,3,17
"N00003449",301,193,25,22,108,3,12,7,6,7,1,25
"N00003450",248,175,25,15,73,0,5,8,7,2,3,8
"N00003451",472,361,37,17,111,6,10,9,8,7,3,14
"N00003452",321,231,39,21,90,2,2,3,3,5,5,10
"N00003453",249,177,2,13,72,7,16,10,11,1,4,8
"N00003454",229,138,30,10,91,4,13,7,5,1,7,14
"N00003455",223,148,23,13,75,2,9,2,4,4,5,13
"N00003456",208,150,5,7,58,6,14,12,5,1,1,7
"N00003457",196,134,13,7,62,4,9,6,4,2,2,15
"N00003458",259,161,29,20,98,1,9,5,5,7,1,21
"N00003459",166,94,29,7,72,0,5,5,2,4,0,20
"N00003460",296,202,24,23,94,5,9,4,5,4,3,17
"N00003461",205,110,29,11,95,2,8,10,8,4,4,19
"N00003462",300,191,30,16,109,5,20,9,0,6,5,18
"N00003463",343,236,33,17,107,0,12,4,7,5,5,24
"N00003464",274,197,20,14,77,1,9,8,4,6,7,8
"N00003465",207,116,33,11,91,4,8,9,4,6,4,12
"N00003466",212,155,18,11,57,1,8,3,3,4,3,6
"N00003467",333,206,51,5,127,6,10,6,11,5,5,28
"N00003468",212,168,11,8,44,4,4,3,5,5,1,3
"N00003469",269,199,26,15,70,4,5,3,4,4,2,7
"N00003470",263,165,22,12,98,4,8,10,9,4,4,25
"N00003471",202,123,21,19,79,4,7,5,5,3,0,15
"N00003472",232,166,20,14,66,0,5,6,2,3,0,16
"N00003473",271,173,21,23,98,7,10,5,4,7,6,15
"N00003474",301,206,23,19,95,2,14,6,4,7,5,15
"N00003475",794,596,46,43,198,11,24,14,8,9,8,35
"N00003476",535,407,31,25,128,10,8,8,12,9,2,23
"N00003477",332,243,32,13,89,6,6,7,6,5,2,12
"N00003478",596,412,45,32,184,6,29,6,14,9,7,36
"N00003479",578,427,38,29,151,8,15,5,9,9,4,34
"N00003480",178,90,32,18,88,2,7,5,5,4,3,12
"N00003481",121,91,10,8,30,3,1,1,0,3,2,2
"N00003482",198,118,33,11,80,3,8,5,6,1,4,9
"N00003483",251,131,37,30,120,5,9,7,8,6,2,16
"N00003484",219,115,38,20,104,5,6,6,6,2,5,16
"N00003485",188,104,33,12,84,0,8,9,4,6,0,12
"N00003486",242,125,27,27,117,5,13,7,6,4,7,21
"N00003487",236,123,33,27,113,4,8,9,9,6,7,10
"N00003488",185,81,29,30,104,3,9,4,13,1,4,11
"N00003489",452,217,78,52,235,7,25,18,10,6,8,31
"N00003490",179,56,42,43,123,3,9,5,7,2,3,9
"N00003491",427,199,81,76,228,3,17,12,8,5,3,23
"N00003492",284,143,37,46,141,3,18,5,4,10,3,15
"N00003493",490,238,82,97,252,7,10,10,12,7,4,23
"N00003494",585,351,85,58,234,9,20,16,8,5,2,31
"N00003495",333,192,49,26,141,7,12,10,6,4,8,19
"N00003496",422,245,26,69,177,7,22,13,8,7,4,21
"N00003497",286,140,63,30,146,1,10,8,5,3,4,22
"N00003498",173,111,25,9,62,1,6,6,5,3,2,5
"N00003499",163,99,18,16,64,3,6,4,3,3,1,10
"N00003500",214,142,13,10,72,2,8,9,7,3,6,14
"N00003501",208,134,20,16,74,1,13,6,2,3,1,12
"N00003502",149,76,27,6,73,3,11,2,8,1,2,13
"N00003503",256,148,22,25,108,2,27,8,8,3,3,10
"N00003504",256,155,24,14,101,4,10,10,8,4,4,23
"N00003505",146,88,20,11,58,2,8,3,2,2,0,10
"N00003506",283,173,24,24,110,5,14,5,4,5,3,26
"N00003507",180,96,31,16,84,4,10,2,4,1,0,16
"N00003508",210,136,26,18,74,0,12,3,4,1,2,8
"N00003509",204,129,28,11,75,1,8,4,7,3,1,12
"N00003510",232,134,35,19,98,2,8,6,4,5,5,14
"N00003511",172,103,30,13,69,0,3,6,2,0,2,13
"N00003512",209,118,32,18,91,0,9,5,9,7,2,9
"N00003513",337,212,36,29,125,3,11,13,3,9,5,16
"N00003514",469,203,89,95,266,9,12,17,4,14,3,23
"N00003515",186,71,40,40,115,0,7,4,5,2,2,15
"N00003516",226,103,34,47,123,0,9,7,9,2,1,14
"N00003517",419,147,97,85,272,5,23,11,10,8,8,25
"N00003518",200,93,41,32,107,3,9,4,5,2,2,9
"N00003519",136,52,29,26,84,1,3,2,4,4,7,8
"N00003520",201,98,38,32,103,0,6,4,8,3,1,11
"N00003521",614,528,30,11,86,12,6,5,3,4,3,12
"N00003522",295,176,38,26,119,4,6,7,9,3,3,23
"N00003523",271,170,26,22,101,2,10,9,6,1,5,20
"N00003524",864,558,90,39,306,12,32,24,20,15,16,58
"N00003525",256,162,36,11,94,2,9,6,5,5,3,17
"N00003526",219,127,34,9,92,5,10,3,6,5,5,15
"N00003527",358,242,35,44,116,4,5,5,5,3,2,13
"N00003528",627,424,58,61,203,6,14,22,6,9,6,21
"N00003529",333,216,30,42,117,4,8,3,6,5,1,18
"N00003530",326,206,36,27,120,10,8,5,12,6,5,11
"N00003531",276,193,21,25,83,1,10,7,4,3,5,7
"N00003532",314,208,30,27,106,1,17,8,7,5,2,9
"N00003533",404,263,39,39,141,8,12,8,8,8,4,15
"N00003534",216,123,34,25,93,2,8,5,3,2,3,11
"N00003535",347,224,32,39,123,5,9,8,5,4,4,17
"N00003536",373,231,39,58,142,4,9,8,4,2,2,16
"N00003537",222,112,30,37,110,4,14,7,7,2,0,9
"N00003538",319,217,34,24,102,3,4,7,4,3,7,16
"N00003539",240,174,14,16,66,4,9,9,3,2,2,7
"N00003540",195,112,26,23,83,3,5,9,3,3,3,8
"N00003541",188,109,28,19,79,0,2,3,4,2,4,17
"N00003542",187,83,28,34,104,3,13,6,4,4,1,11
"N00003543",383,273,30,30,110,5,11,4,3,6,5,16
"N00003544",270,173,19,40,97,0,9,7,2,6,1,13
"N00003545",331,204,44,24,127,10,12,10,11,1,1,14
"N00003546",234,152,22,20,82,4,12,7,3,2,1,11
"N00003547",464,328,43,38,136,6,11,6,10,5,3,14
"N00003548",1214,705,150,147,509,18,46,41,24,17,9,57
"N00003549",381,233,46,40,148,8,14,11,9,4,2,14
"N00003550",348,236,27,50,112,2,6,6,3,3,4,11
"N00003551",354,217,44,27,137,7,11,17,4,4,6,17
"N00003552",318,196,31,36,122,4,12,13,2,9,4,11
"N00003553",262,189,14,21,73,4,9,8,3,3,3,8
"N00003554",170,80,23,26,90,2,15,3,2,5,1,13
"N00003555",268,133,34,37,135,7,19,7,7,3,2,19
"N00003556",500,266,70,70,234,6,24,14,8,11,10,21
"N00003557",168,89,36,20,79,1,2,5,7,0,2,6
"N00003558",347,208,30,39,139,5,16,10,9,5,3,22
"N00003559",373,240,42,35,133,10,10,7,5,3,7,14
"N00003560",366,247,25,27,119,6,17,10,7,5,3,19
"N00003561",343,233,30,23,110,1,16,5,6,4,4,21
"N00003562",320,205,38,34,115,4,4,6,6,6,3,14
"N00003563",349,235,36,29,114,3,14,3,4,2,6,17
"N00003564",286,190,21,28,96,9,10,9,6,2,1,10
"N00003565",317,214,27,28,103,4,16,6,3,5,4,10
"N00003566",362,234,37,35,128,3,16,8,4,2,4,19
"N00003567",360,246,28,39,114,6,14,8,2,3,3,11
"N00003568",285,206,32,19,79,1,4,3,2,5,2,11
"N00003569",371,258,31,47,113,3,15,4,1,1,2,9
"N00003570",387,260,37,41,127,8,10,13,6,4,1,7
"N00003571",229,137,36,19,92,4,6,6,6,1,1,13
"N00003572",352,230,30,34,122,3,14,8,6,4,3,20
"N00003573",312,227,19,25,85,3,10,6,6,0,7,9
"N00003574",330,211,31,38,119,3,9,2,6,3,8,19
"N00003575",365,243,38,34,122,7,12,6,8,4,3,10
"N00003576",361,244,41,31,117,5,11,7,3,7,5,7
"N00003577",313,174,48,39,139,6,10,7,8,3,5,13
"N00003578",392,256,33,39,136,1,20,7,7,3,10,16
"N00003579",334,233,25,35,101,3,10,3,7,3,3,12
"N00003580",316,193,27,39,123,8,15,5,8,5,5,11
"N00003581",497,326,37,48,171,5,26,17,9,5,5,19
"N00003582",424,253,50,49,171,4,11,14,9,7,8,19
"N00003583",494,276,79,48,218,10,17,8,11,7,9,29
"N00003584",221,103,45,38,118,4,4,6,3,3,3,12
"N00003585",244,118,27,33,126,7,11,8,8,7,6,19
"N00003586",224,111,42,30,113,3,7,11,3,3,3,11
"N00003587",342,239,34,29,103,2,11,4,2,5,6,10
"N00003588",418,265,37,51,153,2,15,10,7,3,6,22
"N00003589",389,227,46,50,162,6,11,12,4,4,5,24
"N00003590",435,291,42,51,144,2,14,8,8,3,5,11
"N00003591",390,237,44,46,153,2,15,16,4,7,4,15
"N00003592",272,187,31,21,85,2,8,7,3,1,4,8
"N00003593",394,248,40,62,146,6,10,9,4,1,1,13
"N00003594",638,412,72,45,226,7,27,9,9,10,10,37
"N00003595",249,168,20,18,81,3,10,9,6,1,5,9
"N00003596",210,117,37,26,93,3,7,3,3,7,2,5
"N00003597",333,221,33,33,112,2,10,9,5,2,3,15
"N00003598",268,198,12,17,70,5,13,2,4,6,4,7
"N00003599",304,195,33,21,109,7,12,8,5,4,7,12
"N00003600",281,160,29,53,121,2,8,9,3,4,3,10
"N00003601",289,179,27,35,110,7,18,4,3,1,3,12
"N00003602",273,178,17,37,95,5,8,9,6,1,4,8
"N00003603",252,152,33,24,100,2,13,7,5,5,0,11
"N00003604",238,112,38,21,126,3,14,16,9,2,6,17
"N00003605",237,94,45,35,143,1,14,10,11,4,7,16
"N00003606",283,199,18,22,84,4,13,8,5,3,0,11
"N00003607",353,234,36,16,119,3,18,7,9,4,3,23
"N00003608",346,217,35,30,129,7,11,16,7,1,4,18
"N00003609",232,111,41,40,121,5,10,7,3,2,2,11
"N00003610",216,112,28,16,104,3,10,18,9,1,5,14
"N00003611",197,95,38,25,102,2,9,7,6,2,3,10
"N00003612",331,211,42,34,120,5,14,5,6,1,2,11
"N00003613",302,198,35,22,104,3,9,8,5,2,3,17
"N00003614",323,200,32,39,123,3,7,12,3,4,5,18
"N00003615",240,151,32,18,89,2,8,4,4,5,4,12
"N00003616",261,143,37,32,118,5,6,10,1,5,2,20
"N00003617",238,124,40,31,114,3,6,5,1,7,2,19
"N00003618",341,202,32,44,139,8,13,8,10,3,5,16
"N00003619",316,198,38,29,118,1,7,12,7,3,3,18
"N00003620",366,228,33,46,138,5,15,7,5,4,5,18
"N00003621",302,186,40,26,116,2,9,8,12,3,2,14
"N00003622",414,254,37,58,160,9,13,9,9,5,4,16
"N00003623",222,118,36,30,104,2,12,5,3,2,3,11
"N00003624",490,309,59,37,181,5,18,12,9,8,7,26
"N00003625",316,157,48,51,159,7,15,12,4,5,5,12
"N00003626",261,179,32,16,82,0,8,3,1,4,5,13
"N00003627",233,113,39,25,120,1,13,10,9,2,4,17
"N00003628",241,123,39,10,118,5,11,9,8,8,6,22
"N00003629",180,92,20,25,88,0,7,7,2,6,2,19
"N00003630",435,244,56,33,191,4,27,9,15,7,11,29
"N00003631",140,65,22,17,75,0,7,4,3,6,8,8
"N00003632",217,126,31,20,91,1,9,3,6,5,2,14
"N00003633",178,57,33,42,121,5,10,5,9,2,2,13
"N00003634",227,121,41,16,106,5,9,5,4,3,2,21
"N00003635",220,139,29,23,81,1,6,3,4,2,4,9
"N00003636",246,162,25,19,84,3,10,3,5,2,4,13
"N00003637",292,150,48,28,142,4,13,11,5,5,7,21
"N00003638",331,189,36,40,142,5,15,7,6,5,4,24
"N00003639",228,148,22,17,80,5,8,9,5,3,2,9
"N00003640",243,120,43,47,123,2,5,2,5,2,6,11
"N00003641",338,232,32,18,106,8,9,7,9,10,4,9
"N00003642",274,163,29,24,111,2,6,9,13,4,1,23
"N00003643",303,185,39,21,118,1,14,9,6,6,0,22
"N00003644",221,132,20,19,89,11,12,7,2,5,2,11
"N00003645",375,199,72,36,176,2,14,10,10,7,1,24
"N00003646",388,233,48,39,155,6,19,10,12,9,1,11
"N00003647",497,282,58,55,215,9,33,14,11,10,3,22
"N00003648",306,187,35,29,119,3,9,5,8,5,6,19
"N00003649",366,237,37,41,129,1,11,10,8,3,2,16
"N00003650",275,163,38,30,112,2,10,8,8,2,1,13
"N00003651",233,125,32,28,108,4,12,6,6,1,2,17
"N00003652",460,299,36,65,161,6,13,6,4,6,5,20
"N00003653",260,159,29,29,101,3,13,3,2,5,8,9
"N00003654",175,82,28,27,93,0,9,8,8,5,3,5
"N00003655",148,58,30,26,90,2,5,4,2,4,3,14
"N00003656",339,211,35,39,128,4,15,8,7,4,4,12
"N00003657",279,151,33,15,128,8,8,18,9,7,6,24
"N00003658",402,244,52,35,158,8,12,12,14,3,6,16
"N00003659",274,150,38,27,124,3,10,10,6,8,5,17
"N00003660",285,157,35,31,128,2,13,14,7,4,5,17
"N00003661",272,119,35,44,153,6,8,10,10,5,4,31
"N00003662",162,65,36,19,97,2,6,5,8,4,0,17
"N00003663",215,98,21,48,117,0,9,5,9,6,4,15
"N00003664",351,206,42,32,145,6,16,9,4,10,4,22
"N00003665",333,191,45,31,142,3,14,11,11,4,6,17
"N00003666",366,199,52,41,167,7,15,12,12,5,6,17
"N00003667",289,193,32,18,96,5,16,5,3,4,0,13
"N00003668",300,190,38,23,110,6,14,7,5,3,3,11
"N00003669",309,188,26,26,121,7,13,13,5,8,4,19
"N00003670",300,188,33,30,112,4,11,3,6,5,7,13
"N00003671",222,98,36,39,124,1,14,9,8,2,2,13
"N00003672",202,130,22,16,72,1,2,5,2,6,5,13
"N00003673",176,94,34,17,82,1,5,5,3,4,1,12
"N00003674",293,205,21,26,88,2,6,5,8,2,3,15
"N00003675",222,137,27,20,85,2,9,8,3,1,0,15
"N00003676",206,98,38,29,108,4,12,5,2,4,4,10
"N00003677",208,94,36,42,114,3,10,4,3,4,2,10
"N00003678",282,130,64,40,152,8,15,6,5,1,2,11
"N00003679",234,118,42,37,116,2,6,4,6,2,2,15
"N00003680",185,75,38,28,110,4,9,7,6,6,3,9
"N00003681",288,173,29,38,115,1,12,5,7,5,5,13
"N00003682",167,46,61,24,121,2,4,6,4,3,3,14
"N00003683",267,130,38,40,137,2,16,5,6,7,6,17
"N00003684",236,109,42,40,127,2,8,12,3,3,3,14
"N00003685",253,142,37,25,111,5,13,9,2,4,3,13
"N00003686",245,120,41,34,125,2,13,8,4,6,3,14
"N00003687",334,198,40,27,136,6,8,12,10,7,10,16
"N00003688",258,137,37,34,121,3,7,5,4,5,9,17
"N00003689",197,88,42,28,109,2,7,9,5,5,3,8
"N00003690",370,243,28,34,127,8,13,11,7,4,2,20
"N00003691",309,205,22,22,104,9,21,9,6,2,0,13
"N00003692",279,187,32,19,92,2,12,5,6,0,4,12
"N00003693",295,172,33,28,123,0,15,11,12,1,5,18
"N00003694",348,238,36,26,110,3,13,8,6,3,3,12
"N00003695",294,180,26,27,114,3,15,9,11,3,3,17
"N00003696",288,175,37,20,113,2,13,18,6,0,5,12
"N00003697",334,203,39,43,131,3,12,5,7,7,3,12
"N00003698",447,289,30,43,158,8,25,14,8,7,4,19
"N00003699",283,154,31,36,129,4,16,8,10,11,4,9
"N00003700",307,183,39,32,124,5,10,13,6,2,5,12
"N00003701",434,303,38,32,131,11,14,14,7,1,3,11
"N00003702",546,369,47,45,177,7,17,13,6,5,8,29
"N00003703",403,299,19,36,104,4,12,8,5,5,1,14
"N00003704",318,206,35,21,112,2,13,8,9,3,5,16
"N00003705",321,189,42,27,132,7,12,10,8,4,4,18
"N00003706",351,202,44,39,149,4,14,19,7,7,3,12
"N00003707",408,247,45,39,161,8,17,14,13,6,6,13
"N00003708",370,202,43,51,168,7,14,11,11,3,5,23
"N00003709",283,153,35,34,130,2,12,9,7,4,9,18
"N00003710",321,173,39,54,148,5,17,5,6,6,2,14
"N00003711",368,229,54,34,139,5,11,8,9,2,3,13
"N00003712",278,155,38,28,123,1,9,9,4,5,4,25
"N00003713",274,153,35,35,121,3,12,15,1,3,2,15
"N00003714",286,116,58,50,170,4,16,17,4,3,4,14
"N00003715",212,101,47,25,111,0,5,9,3,4,4,14
"N00003716",235,133,34,21,102,2,14,11,4,3,4,9
"N00003717",213,118,19,19,95,3,6,10,11,10,2,15
"N00003718",1031,611,123,136,420,6,46,18,17,19,14,41
"N00003719",313,219,26,27,94,1,9,9,7,5,1,9
"N00003720",319,207,34,32,112,2,14,10,4,2,3,11
"N00003721",405,222,52,71,183,4,10,10,10,7,2,17
"N00003722",325,186,25,49,139,4,12,12,11,1,7,18
"N00003723",307,160,38,51,147,6,16,11,8,5,2,10
"N00003724",301,157,33,65,144,1,12,12,4,4,3,10
"N00003725",205,86,30,45,119,2,8,7,8,3,4,12
"N00003726",313,177,35,45,136,8,13,10,6,4,2,13
"N00003727",263,95,36,76,168,5,7,11,6,4,5,18
"N00003728",254,129,38,40,125,3,12,5,8,5,6,8
"N00003729",305,165,39,42,140,2,13,12,5,7,4,16
"N00003730",329,187,36,58,142,3,9,10,9,3,3,11
"N00003731",284,161,34,51,123,2,13,7,4,3,2,7
"N00003732",516,201,95,127,315,5,19,20,9,9,6,25
"N00003733",274,101,44,89,173,3,12,9,7,1,3,5
"N00003734",293,150,47,46,143,5,12,5,6,7,2,13
"N00003735",222,96,33,48,126,8,8,9,4,3,3,10
"N00003736",270,132,52,37,138,4,5,11,7,3,2,17
"N00003737",362,164,43,69,198,7,21,16,11,7,8,16
"N00003738",219,110,38,25,109,6,14,9,6,1,2,8
"N00003739",301,194,27,33,107,7,7,2,7,3,3,18
"N00003740",202,105,18,28,97,6,18,1,5,4,0,17
"N00003741",193,96,37,27,97,3,7,9,3,1,1,9
"N00003742",235,121,45,22,114,5,13,9,4,2,5,9
"N00003743",374,263,24,30,111,6,15,6,6,6,7,11
"N00003744",294,173,40,23,121,3,18,8,6,6,5,12
"N00003745",327,203,38,35,124,4,7,7,5,2,5,21
"N00003746",235,154,21,27,81,7,4,4,5,3,4,6
"N00003747",228,136,34,22,92,5,11,3,3,2,3,9
"N00003748",284,183,29,25,101,3,7,11,10,2,2,12
"N00003749",354,247,24,30,107,6,11,10,6,6,1,13
"N00003750",348,247,26,30,101,4,12,2,3,3,5,16
"N00003751",407,268,35,36,139,8,11,9,10,5,5,20
"N00003752",318,200,33,32,118,7,15,12,3,1,3,12
"N00003753",358,203,47,50,155,6,16,9,4,3,10,10
"N00003754",253,158,36,23,95,5,9,8,3,4,1,6
"N00003755",332,218,39,34,114,2,10,5,7,3,2,12
"N00003756",217,79,48,52,138,3,10,5,5,3,1,11
"N00003757",237,148,28,33,89,1,6,1,9,3,0,8
"N00003758",401,261,37,34,140,5,13,13,10,7,2,19
"N00003759",247,126,52,26,121,1,11,6,5,4,1,15
"N00003760",213,104,36,33,109,3,10,8,2,3,0,14
"N00003761",272,175,28,21,97,1,11,8,5,0,4,19
"N00003762",349,252,28,23,97,2,12,9,4,3,3,13
"N00003763",335,227,39,26,108,2,6,5,3,5,3,19
"N00003764",428,281,50,29,147,4,16,9,4,5,7,23
"N00003765",298,186,35,25,112,3,6,9,12,4,5,13
"N00003766",360,238,37,28,122,6,21,5,7,8,1,9
"N00003767",360,227,36,47,133,6,13,8,5,6,3,9
"N00003768",457,312,25,39,145,11,14,14,8,7,8,19
"N00003769",274,155,30,27,119,3,12,9,8,9,8,13
"N00003770",357,197,50,35,160,2,17,11,10,2,9,24
"N00003771",355,211,41,44,144,4,14,8,5,3,4,21
"N00003772",144,52,38,21,92,4,5,4,7,0,3,10
"N00003773",243,135,45,25,108,3,10,8,3,3,5,6
"N00003774",267,168,31,23,99,2,10,4,7,2,3,17
"N00003775",399,266,37,23,133,10,17,14,6,11,3,12
"N00003776",274,137,55,32,137,9,4,13,4,4,3,13
"N00003777",219,97,53,28,122,2,9,8,7,3,3,9
"N00003778",295,143,38,45,152,3,16,16,10,9,3,12
"N00003779",249,101,46,59,148,2,8,9,8,2,4,10
"N00003780",276,179,26,32,97,3,13,5,2,1,2,13
"N00003781",295,183,30,37,112,3,15,6,2,2,5,12
"N00003782",433,282,40,47,151,12,19,13,4,2,1,13
"N00003783",257,130,47,26,127,3,10,10,6,6,6,13
"N00003784",349,211,33,48,138,4,18,8,5,2,5,15
"N00003785",426,261,54,40,165,6,23,11,9,3,4,15
"N00003786",363,242,35,34,121,6,19,6,6,3,3,9
"N00003787",300,184,36,37,116,2,9,9,3,2,2,16
"N00003788",261,139,44,27,122,5,4,15,9,5,1,12
"N00003789",321,190,40,42,131,6,9,8,2,4,2,18
"N00003790",254,130,49,32,124,6,9,4,6,1,3,14
"N00003791",500,306,49,50,194,5,18,20,20,8,6,18
"N00003792",223,123,32,28,100,3,13,9,1,0,2,12
"N00003793",503,319,49,58,184,6,19,18,7,2,4,21
"N00003794",283,135,33,60,148,2,13,8,10,3,1,18
"N00003795",361,230,46,40,131,7,10,11,5,2,3,7
"N00003796",428,282,42,41,146,5,13,16,6,2,3,18
"N00003797",356,193,30,58,163,9,12,12,11,6,6,19
"N00003798",331,181,39,51,150,4,14,11,13,3,1,14
"N00003799",237,166,17,18,71,6,5,1,6,5,3,10
"N00003800",329,220,28,31,109,6,13,3,8,3,1,16
"N00003801",297,191,28,26,106,7,10,6,9,4,4,12
"N00003802",200,131,15,21,69,2,8,5,4,1,1,12
"N00003803",284,190,31,24,94,4,6,5,3,4,1,16
"N00003804",322,206,31,34,116,11,9,9,6,1,3,12
"N00003805",226,122,39,17,104,4,15,9,6,3,2,9
"N00003806",289,144,42,35,145,10,7,7,7,4,6,27
"N00003807",213,90,38,25,123,7,13,8,12,4,2,14
"N00003808",251,153,34,20,98,2,12,8,7,2,2,11
"N00003809",245,151,28,27,94,4,8,10,5,4,2,6
"N00003810",141,70,32,6,71,1,3,3,6,5,1,14
"N00003811",285,164,39,21,121,3,13,10,6,7,3,19
"N00003812",238,126,33,31,112,4,10,9,5,3,3,14
"N00003813",250,146,27,20,104,6,15,13,8,2,3,10
"N00003814",269,149,52,26,120,5,9,7,5,4,3,9
"N00003815",395,236,29,45,159,6,17,18,15,8,7,14
"N00003816",284,125,51,45,159,3,15,12,6,1,8,18
"N00003817",353,222,36,37,131,5,17,5,10,3,1,17
"N00003818",383,204,46,58,179,11,12,15,8,3,5,21
"N00003819",270,175,27,24,95,4,9,10,3,3,5,10
"N00003820",416,262,43,36,154,6,18,14,8,4,7,18
"N00003821",288,192,34,26,96,3,6,6,4,4,5,8
"N00003822",395,251,38,42,144,5,19,9,8,9,2,12
"N00003823",421,290,27,48,131,5,13,10,8,5,2,13
"N00003824",503,345,49,42,158,9,16,10,8,5,1,18
"N00003825",675,414,76,61,261,6,34,18,13,8,9,36
"N00003826",465,319,45,38,146,7,17,8,6,3,0,22
"N00003827",708,483,64,59,225,9,25,20,11,2,5,30
"N00003828",318,225,24,25,93,2,13,6,7,2,4,10
"N00003829",347,215,45,45,132,3,10,8,4,6,2,9
"N00003830",382,223,45,56,159,3,16,11,10,4,4,10
"N00003831",198,118,20,25,80,3,9,7,5,2,2,7
"N00003832",376,228,51,39,148,2,13,11,8,8,6,10
"N00003833",333,155,41,64,178,3,16,12,12,4,3,23
"N00003834",295,137,45,46,158,3,17,12,11,4,3,17
"N00003835",387,196,64,33,191,5,19,22,8,6,7,27
"N00003836",268,162,43,19,106,5,8,4,2,6,6,13
"N00003837",239,145,22,42,94,3,3,9,4,4,1,6
"N00003838",299,179,42,25,120,2,15,10,4,6,3,13
"N00003839",289,175,30,29,114,6,14,12,0,6,1,16
"N00003840",323,195,37,29,128,5,13,8,10,4,4,18
"N00003841",189,108,24,20,81,1,6,6,8,3,1,12
"N00003842",279,174,31,15,105,5,6,7,12,2,6,21
"N00003843",235,123,32,36,112,2,11,5,4,5,2,15
"N00003844",384,238,38,44,146,7,25,6,2,3,7,14
"N00003845",234,142,30,27,92,0,3,5,6,3,3,15
"N00003846",452,218,76,57,234,7,19,16,15,10,4,30
"N00003847",192,91,37,20,101,6,5,6,4,6,2,15
"N00003848",265,124,45,38,141,2,7,11,6,5,3,24
