"Geography_Code","NM_1545_1_0","NM_1545_1_1","NM_1545_1_2","NM_1545_1_3","NM_1545_1_4"
"N00004322",324,292,23,4,5
"N00004323",362,308,37,4,13
"N00004324",247,208,25,5,9
"N00004325",271,226,28,7,10
"N00004326",287,250,20,5,12
"N00004327",274,219,34,12,9
"N00004328",290,255,25,2,8
"N00004329",274,243,15,4,12
"N00004330",290,250,26,6,8
"N00004331",299,257,25,4,13
"N00004332",331,280,25,8,18
"N00004333",257,213,23,8,13
"N00004334",231,198,16,8,9
"N00004335",220,200,12,2,6
"N00004336",318,284,19,4,11
"N00004337",249,229,9,3,8
"N00004338",369,304,50,3,12
"N00004339",539,487,31,3,18
"N00004340",440,366,47,11,16
"N00004341",433,385,26,12,10
"N00004342",727,651,38,14,24
"N00004343",269,238,21,3,7
"N00004344",273,249,17,3,4
"N00004345",438,383,36,6,13
"N00004346",378,343,16,5,14
"N00004347",459,395,37,11,16
"N00004348",214,188,11,6,9
"N00004349",252,236,6,2,8
"N00004350",1152,1015,79,15,43
"N00004351",539,491,30,8,10
"N00004352",607,551,38,6,12
"N00004353",492,432,39,8,13
"N00004354",387,341,32,2,12
"N00004355",353,292,38,12,11
"N00004356",286,254,12,5,15
"N00004357",1457,1291,80,38,48
"N00004358",298,258,15,8,17
"N00004359",1095,1004,59,17,15
"N00004360",494,439,35,7,13
"N00004361",505,463,20,8,14
"N00004362",676,583,65,13,15
"N00004363",472,420,32,12,8
"N00004364",418,378,23,8,9
"N00004365",548,513,12,8,15
"N00004366",268,245,11,3,9
"N00004367",688,617,44,4,23
"N00004368",494,424,43,13,14
"N00004369",403,361,17,13,12
"N00004370",601,550,23,13,15
"N00004371",442,387,34,10,11
"N00004372",486,437,16,11,22
"N00004373",490,427,31,16,16
"N00004374",469,435,18,9,7
"N00004375",849,758,46,16,29
"N00004376",448,413,19,5,11
"N00004377",465,414,36,5,10
"N00004378",211,197,8,3,3
"N00004379",267,224,31,8,4
"N00004380",310,264,29,5,12
"N00004381",292,272,8,7,5
"N00004382",438,396,24,9,9
"N00004383",275,246,17,5,7
"N00004384",251,225,18,4,4
"N00004385",271,225,36,6,4
"N00004386",438,382,35,10,11
"N00004387",348,310,27,5,6
"N00004388",427,363,40,10,14
"N00004389",490,435,36,10,9
"N00004390",439,389,29,7,14
"N00004391",497,453,19,7,18
"N00004392",352,309,21,8,14
"N00004393",314,272,28,4,10
"N00004394",205,180,13,6,6
"N00004395",232,209,11,4,8
"N00004396",446,401,33,6,6
"N00004397",342,303,27,3,9
"N00004398",539,489,32,11,7
"N00004399",672,586,53,14,19
"N00004400",531,450,57,11,13
"N00004401",752,676,47,12,17
"N00004402",1134,1014,70,25,25
"N00004403",354,324,16,5,9
"N00004404",709,632,31,14,32
"N00004405",636,564,33,9,30
"N00004406",421,372,17,15,17
"N00004407",344,308,19,7,10
"N00004408",317,265,33,7,12
"N00004409",450,396,33,8,13
"N00004410",656,582,40,12,22
"N00004411",476,425,26,10,15
"N00004412",432,389,25,7,11
"N00004413",210,194,7,1,8
"N00004414",154,146,3,1,4
"N00004415",1041,943,43,28,27
"N00004416",628,565,28,17,18
"N00004417",506,446,36,9,15
"N00004418",517,461,35,11,10
"N00004419",468,424,26,8,10
"N00004420",527,451,47,16,13
"N00004421",374,320,33,13,8
"N00004422",493,442,29,10,12
"N00004423",466,419,26,4,17
"N00004424",400,354,20,9,17
"N00004425",513,442,38,14,19
"N00004426",478,425,27,15,11
"N00004427",397,357,22,5,13
"N00004428",394,332,36,12,14
"N00004429",539,484,35,8,12
"N00004430",539,475,38,12,14
"N00004431",505,454,32,8,11
"N00004432",130,127,2,0,1
"N00004433",610,546,27,15,22
"N00004434",412,373,22,5,12
"N00004435",344,311,18,5,10
"N00004436",377,339,22,7,9
"N00004437",317,269,26,5,17
"N00004438",548,465,47,20,16
"N00004439",561,480,56,13,12
"N00004440",527,472,34,5,16
"N00004441",550,505,28,8,9
"N00004442",545,487,36,3,19
"N00004443",612,543,42,13,14
"N00004444",328,291,25,5,7
"N00004445",405,350,30,13,12
"N00004446",448,392,34,10,12
"N00004447",359,328,15,7,9
"N00004448",489,438,29,8,14
"N00004449",439,386,29,11,13
"N00004450",388,340,27,7,14
"N00004451",637,568,41,15,13
"N00004452",298,258,16,9,15
"N00004453",322,285,16,8,13
"N00004454",300,266,13,8,13
"N00004455",309,266,21,11,11
"N00004456",298,277,9,7,5
"N00004457",300,263,18,9,10
"N00004458",311,272,20,8,11
"N00004459",861,783,36,16,26
"N00004460",243,219,10,5,9
"N00004461",395,341,27,18,9
"N00004462",299,267,13,5,14
"N00004463",461,409,29,13,10
"N00004464",374,328,18,8,20
"N00004465",490,436,36,9,9
"N00004466",413,364,22,14,13
"N00004467",426,366,34,10,16
"N00004468",506,444,41,10,11
"N00004469",378,337,22,5,14
"N00004470",299,265,11,11,12
"N00004471",394,343,29,6,16
"N00004472",751,647,65,13,26
"N00004473",365,328,20,8,9
"N00004474",865,775,34,29,27
"N00004475",267,238,10,11,8
"N00004476",266,231,11,9,15
"N00004477",316,289,7,11,9
"N00004478",562,499,32,14,17
"N00004479",536,478,34,9,15
"N00004480",471,417,31,8,15
"N00004481",565,514,22,12,17
"N00004482",300,264,17,6,13
"N00004483",373,345,12,7,9
"N00004484",611,544,33,15,19
"N00004485",409,339,44,8,18
"N00004486",333,298,13,8,14
"N00004487",447,395,22,12,18
"N00004488",446,399,19,14,14
"N00004489",347,305,21,9,12
"N00004490",511,451,34,10,16
"N00004491",376,330,22,12,12
"N00004492",332,289,25,10,8
"N00004493",411,369,21,8,13
"N00004494",300,267,9,10,14
"N00004495",339,310,9,7,13
"N00004496",906,815,49,21,21
"N00004497",380,344,18,4,14
"N00004498",1524,1372,85,26,41
"N00004499",197,176,8,5,8
"N00004500",172,153,10,4,5
"N00004501",444,393,34,11,6
"N00004502",328,296,11,10,11
"N00004503",411,350,34,10,17
"N00004504",265,231,18,8,8
"N00004505",413,369,24,10,10
"N00004506",362,323,20,8,11
"N00004507",285,253,10,10,12
"N00004508",671,596,32,15,28
"N00004509",275,245,13,7,10
"N00004510",322,292,10,4,16
"N00004511",225,204,11,4,6
"N00004512",412,366,19,7,20
"N00004513",434,388,24,10,12
"N00004514",617,550,41,8,18
"N00004515",395,356,25,5,9
"N00004516",391,340,26,11,14
"N00004517",410,350,33,8,19
"N00004518",286,250,23,7,6
"N00004519",340,298,20,7,15
"N00004520",1202,1095,61,17,29
"N00004521",334,287,16,14,17
"N00004522",337,296,15,14,12
"N00004523",378,333,23,7,15
"N00004524",253,234,9,4,6
"N00004525",388,339,31,5,13
"N00004526",420,373,32,6,9
"N00004527",338,304,13,9,12
"N00004528",478,443,19,5,11
"N00004529",292,246,29,8,9
"N00004530",357,318,18,7,14
"N00004531",403,353,24,8,18
"N00004532",399,345,34,2,18
"N00004533",304,279,11,9,5
"N00004534",1208,1113,45,15,35
"N00004535",839,747,42,17,33
"N00004536",290,258,6,7,19
"N00004537",222,193,10,9,10
