"Geography_Code","NM_1518_1_0","NM_1518_1_1","NM_1518_1_2","NM_1518_1_3","NM_1518_1_4","NM_1518_1_5","NM_1518_1_6","NM_1518_1_7","NM_1518_1_8","NM_1518_1_9"
"N00000531",152,5,10,14,7,20,13,10,47,26
"N00000532",105,4,6,9,9,21,10,11,15,20
"N00000533",37,3,3,0,3,3,2,3,12,8
"N00000534",243,15,55,20,30,60,15,17,21,10
"N00000535",273,18,44,20,36,61,23,22,27,22
"N00000536",198,14,34,11,28,44,10,16,19,22
"N00000537",189,17,23,16,30,39,16,11,27,10
"N00000538",197,26,34,11,35,42,7,13,17,12
"N00000539",176,7,34,16,18,37,13,20,15,16
"N00000540",154,9,20,10,16,26,17,11,27,18
"N00000541",205,12,30,12,47,29,19,15,28,13
"N00000542",98,9,18,8,10,13,11,13,5,11
"N00000543",182,8,17,12,22,29,24,14,27,29
"N00000544",110,2,13,6,11,21,11,17,17,12
"N00000545",122,8,16,8,19,17,11,17,11,15
"N00000546",112,7,7,2,18,16,15,15,12,20
"N00000547",153,7,12,9,12,25,21,20,21,26
"N00000548",141,5,15,5,14,24,20,24,18,16
"N00000549",49,1,6,0,2,5,3,7,10,15
"N00000550",217,33,27,19,32,18,22,18,28,20
"N00000551",90,6,5,8,9,7,7,13,19,16
"N00000552",106,13,12,7,11,22,8,10,10,13
"N00000553",140,6,6,5,17,21,12,23,30,20
"N00000554",107,3,4,1,11,15,14,16,26,17
"N00000555",94,9,8,0,6,17,10,12,12,20
"N00000556",115,11,7,11,11,12,8,20,14,21
"N00000557",262,28,37,14,41,56,17,27,24,18
"N00000558",219,25,36,12,23,43,20,21,21,18
"N00000559",168,16,22,9,27,33,16,19,10,16
"N00000560",207,10,28,16,33,58,9,14,28,11
"N00000561",239,14,46,12,26,78,15,12,14,22
"N00000562",173,10,26,11,17,48,7,12,22,20
"N00000563",369,16,40,27,44,51,45,40,52,54
"N00000564",133,5,18,9,14,15,12,9,24,27
"N00000565",99,7,11,7,13,13,8,11,19,10
"N00000566",126,7,19,9,19,15,14,9,16,18
"N00000567",243,24,47,26,34,33,18,23,19,19
"N00000568",186,15,15,12,24,29,24,19,24,24
"N00000569",158,10,19,8,14,26,23,18,22,18
"N00000570",175,20,45,22,29,20,9,15,11,4
"N00000571",171,24,39,14,20,22,10,14,13,15
"N00000572",313,34,67,33,46,30,34,31,20,18
"N00000573",184,39,55,21,18,11,12,14,7,7
"N00000574",219,35,64,27,23,14,14,17,17,8
"N00000575",253,26,45,15,25,67,15,16,23,21
"N00000576",166,14,17,11,32,29,23,13,15,12
"N00000577",207,14,41,13,26,49,21,9,19,15
"N00000578",336,32,70,26,42,59,31,29,25,22
"N00000579",206,16,59,11,21,31,13,20,17,18
"N00000580",248,18,41,16,29,60,19,17,26,22
"N00000581",278,30,54,14,32,68,20,22,23,15
"N00000582",216,29,25,16,30,45,15,17,18,21
"N00000583",142,15,24,12,16,22,11,16,20,6
"N00000584",229,29,43,12,30,43,19,22,19,12
"N00000585",241,23,34,16,31,58,8,24,23,24
"N00000586",252,17,42,22,35,63,21,17,18,17
"N00000587",255,30,48,11,30,54,21,23,25,13
"N00000588",213,21,50,14,32,38,12,13,22,11
"N00000589",302,23,55,14,39,93,25,20,21,12
"N00000590",213,18,38,12,27,59,16,13,19,11
"N00000591",222,12,35,17,29,53,18,22,20,16
"N00000592",243,16,52,26,33,43,20,17,15,21
"N00000593",287,23,71,21,38,69,17,17,12,19
"N00000594",192,17,38,17,17,36,18,14,17,18
"N00000595",261,29,57,20,28,46,23,17,15,26
"N00000596",131,9,20,13,10,16,17,14,20,12
"N00000597",90,8,3,4,4,10,12,16,19,14
"N00000598",143,6,6,10,23,11,14,17,28,28
"N00000599",95,2,7,5,7,13,11,16,11,23
"N00000600",136,11,19,13,12,16,18,23,8,16
"N00000601",136,6,20,8,26,16,17,14,11,18
"N00000602",89,8,10,7,16,12,6,12,6,12
"N00000603",169,17,18,12,33,23,17,13,23,13
"N00000604",168,10,27,11,21,22,20,16,15,26
"N00000605",230,22,32,22,27,27,31,26,23,20
"N00000606",191,16,12,27,29,23,20,20,17,27
"N00000607",129,5,7,6,12,14,20,24,19,22
"N00000608",179,28,20,12,31,39,9,12,13,15
"N00000609",184,21,26,19,16,32,17,19,21,13
"N00000610",224,16,43,19,34,30,23,14,22,23
"N00000611",145,15,18,12,27,22,13,4,14,20
"N00000612",219,5,15,8,25,25,21,24,31,65
"N00000613",92,3,4,4,8,12,6,17,17,21
"N00000614",80,1,2,6,8,12,13,13,12,13
"N00000615",42,3,3,3,5,1,5,8,9,5
"N00000616",106,4,3,8,7,13,14,18,18,21
"N00000617",127,5,1,5,12,18,15,26,19,26
"N00000618",283,16,21,13,33,36,26,26,52,60
"N00000619",182,22,29,19,25,11,20,19,22,15
"N00000620",195,13,32,17,34,31,10,25,12,21
"N00000621",192,17,24,17,24,21,16,22,27,24
"N00000622",198,13,19,13,35,28,11,21,28,30
"N00000623",139,5,34,3,10,37,11,17,11,11
"N00000624",266,24,42,21,34,59,13,36,21,16
"N00000625",128,10,19,5,21,20,9,14,12,18
"N00000626",230,17,55,19,30,46,19,15,9,20
"N00000627",224,16,37,13,32,62,18,13,16,17
"N00000628",194,7,31,14,25,40,22,17,16,22
"N00000629",193,21,25,9,32,40,13,16,19,18
"N00000630",92,9,15,8,3,12,14,10,8,13
"N00000631",204,14,26,22,22,52,17,10,24,17
"N00000632",237,18,44,22,31,60,14,15,23,10
"N00000633",159,17,32,14,17,35,12,14,8,10
"N00000634",259,17,52,22,30,54,19,19,21,25
"N00000635",228,15,34,22,22,66,22,13,18,16
"N00000636",224,12,28,15,29,62,13,20,24,21
"N00000637",395,29,64,32,50,48,30,55,41,46
"N00000638",192,5,35,14,26,27,15,21,27,22
"N00000639",190,21,37,8,31,27,17,19,17,13
"N00000640",167,10,18,11,14,36,9,22,24,23
"N00000641",160,24,38,22,15,17,10,10,14,10
"N00000642",210,11,24,18,33,21,27,24,30,22
"N00000643",190,14,26,12,27,62,18,9,7,15
"N00000644",228,12,31,10,42,72,15,14,17,15
"N00000645",203,11,22,13,32,56,20,15,22,12
"N00000646",164,13,16,10,23,44,18,9,21,10
"N00000647",275,8,40,17,35,43,37,28,33,34
"N00000648",164,11,24,15,15,45,9,14,17,14
"N00000649",203,16,41,14,21,47,18,9,24,13
"N00000650",294,35,43,23,42,46,35,19,22,29
"N00000651",73,1,5,3,6,18,10,10,13,7
"N00000652",253,25,35,30,38,34,23,22,22,24
"N00000653",157,17,19,11,26,21,19,16,13,15
"N00000654",101,11,9,6,15,10,12,10,13,15
"N00000655",157,19,25,11,25,23,12,15,10,17
"N00000656",74,6,7,10,6,7,10,15,6,7
"N00000657",385,34,41,27,57,75,37,33,49,32
"N00000658",174,17,27,8,23,37,14,13,17,18
"N00000659",183,13,20,5,30,44,16,18,15,22
"N00000660",162,14,11,13,19,26,14,14,27,24
"N00000661",179,8,41,11,18,38,23,13,17,10
"N00000662",152,6,10,14,23,28,20,8,24,19
"N00000663",203,21,31,13,23,47,12,18,20,18
"N00000664",165,12,33,9,16,40,15,11,15,14
"N00000665",213,19,35,11,27,40,29,12,17,23
"N00000666",203,10,21,8,29,60,18,15,20,22
"N00000667",234,20,39,19,26,65,22,13,15,15
"N00000668",115,5,7,3,15,33,15,7,14,16
"N00000669",209,12,37,9,33,48,18,15,21,16
"N00000670",105,7,9,4,8,15,15,14,13,20
"N00000671",83,3,4,5,14,15,7,10,6,19
"N00000672",116,5,12,7,27,19,12,9,15,10
"N00000673",398,18,40,25,49,63,56,45,47,55
"N00000674",132,10,21,13,29,14,12,15,10,8
"N00000675",175,20,44,13,36,14,21,12,9,6
"N00000676",305,24,45,29,47,38,26,38,27,31
"N00000677",108,3,17,5,17,18,19,8,9,12
"N00000678",242,17,35,16,25,60,25,21,21,22
"N00000679",265,20,43,18,28,66,27,20,20,23
"N00000680",186,11,13,10,23,59,22,10,19,19
"N00000681",162,7,24,15,17,38,14,11,14,22
"N00000682",230,23,37,24,14,53,15,20,26,18
"N00000683",175,9,18,15,27,50,12,16,15,13
"N00000684",276,21,37,19,25,67,24,20,38,25
"N00000685",122,6,11,4,16,25,16,10,20,14
"N00000686",237,25,38,12,26,66,13,17,22,18
"N00000687",152,7,19,6,16,38,11,12,24,19
"N00000688",194,8,31,11,28,58,16,14,17,11
"N00000689",193,19,25,13,24,50,11,13,18,20
"N00000690",99,9,9,12,19,7,13,10,10,10
"N00000691",117,7,7,5,11,20,18,11,12,26
"N00000692",80,8,4,5,7,13,11,10,6,16
"N00000693",111,2,14,4,16,17,10,20,15,13
"N00000694",381,32,57,40,42,53,45,40,33,39
"N00000695",236,17,21,19,28,28,25,35,36,27
"N00000696",53,3,7,5,8,8,3,7,4,8
"N00000697",144,20,38,15,17,15,11,12,7,9
"N00000698",177,21,27,19,26,15,18,16,19,16
"N00000699",66,2,4,8,8,8,9,5,5,17
"N00000700",99,4,3,8,13,16,10,21,7,17
"N00000701",65,2,6,2,5,16,10,10,4,10
"N00000702",356,31,67,31,49,50,30,31,34,33
"N00000703",129,10,13,18,16,22,12,11,10,17
"N00000704",288,32,51,16,42,46,30,21,22,28
"N00000705",329,29,71,21,49,39,30,36,25,29
"N00000706",163,8,14,5,20,38,22,13,22,21
"N00000707",156,15,19,14,16,32,11,16,11,22
"N00000708",240,17,29,17,29,73,22,16,25,12
"N00000709",223,19,33,19,25,56,25,8,20,18
"N00000710",159,19,15,9,19,33,17,13,18,16
"N00000711",243,16,38,18,35,35,22,27,19,33
"N00000712",152,11,22,11,24,45,6,9,12,12
"N00000713",203,13,32,9,26,53,19,15,17,19
"N00000714",188,14,29,10,18,54,17,19,17,10
"N00000715",353,23,38,45,65,38,40,47,24,33
"N00000716",474,47,89,44,80,41,39,53,36,45
"N00000717",257,27,52,32,39,25,18,26,17,21
"N00000718",958,103,226,89,169,100,69,80,49,73
"N00000719",128,16,33,15,21,16,11,8,4,4
"N00000720",260,26,67,29,58,17,14,21,11,17
"N00000721",219,19,38,15,27,64,18,13,15,10
"N00000722",224,18,25,15,31,53,19,16,30,17
"N00000723",209,13,36,11,21,67,28,11,9,13
"N00000724",232,13,37,14,34,64,22,19,19,10
"N00000725",219,14,35,14,28,65,16,11,18,18
"N00000726",206,13,25,12,25,82,16,6,19,8
"N00000727",97,3,12,10,9,11,12,10,10,20
"N00000728",258,17,36,35,48,25,21,31,26,19
"N00000729",188,13,17,19,33,22,19,26,17,22
"N00000730",168,10,14,14,27,27,19,19,23,15
"N00000731",88,7,10,5,6,10,17,10,11,12
"N00000732",315,20,40,26,56,32,30,47,34,30
"N00000733",150,10,14,15,21,16,12,27,17,18
"N00000734",194,17,12,18,25,24,22,28,17,31
"N00000735",203,25,37,13,27,35,14,19,18,15
"N00000736",152,14,29,8,13,36,21,9,15,7
"N00000737",220,28,32,17,22,46,20,18,14,23
"N00000738",191,18,40,11,23,42,12,17,14,14
"N00000739",251,19,43,10,32,76,13,22,15,21
"N00000740",273,26,56,17,37,62,18,15,20,22
"N00000741",161,21,35,25,29,19,6,10,6,10
"N00000742",138,7,22,17,24,11,20,13,8,16
"N00000743",97,7,7,11,8,12,11,15,13,13
"N00000744",123,12,17,10,16,23,10,9,9,17
"N00000745",247,31,46,20,41,28,25,20,10,26
"N00000746",161,14,18,14,27,19,16,4,19,30
"N00000747",212,23,42,22,35,18,24,17,19,12
"N00000748",243,18,57,36,38,20,20,20,22,12
"N00000749",157,17,14,14,20,19,13,21,17,22
"N00000750",154,14,21,16,19,21,17,10,14,22
"N00000751",236,18,49,23,45,23,24,15,20,19
"N00000752",214,25,39,23,34,22,23,11,15,22
"N00000753",216,23,50,18,25,36,17,14,16,17
"N00000754",256,20,53,30,39,28,13,28,21,24
"N00000755",191,26,46,18,31,19,14,21,4,12
"N00000756",163,17,21,20,20,25,21,15,12,12
"N00000757",228,34,37,23,45,29,13,19,12,16
"N00000758",152,9,8,12,15,27,20,21,8,32
"N00000759",151,14,25,14,22,17,18,16,14,11
"N00000760",86,3,5,2,8,15,7,16,10,20
"N00000761",184,15,13,9,24,32,19,26,14,32
"N00000762",69,6,4,2,11,9,12,10,8,7
"N00000763",172,10,16,16,18,19,26,26,16,25
"N00000764",134,10,18,9,25,19,8,18,18,9
"N00000765",138,2,13,8,13,17,24,19,21,21
"N00000766",260,10,33,20,31,37,27,35,29,38
"N00000767",143,14,20,13,24,20,21,15,4,12
"N00000768",105,10,10,9,18,16,14,12,6,10
"N00000769",200,27,41,24,33,17,17,18,7,16
"N00000770",181,24,41,14,30,21,18,12,15,6
"N00000771",89,6,8,4,15,15,8,10,12,11
"N00000772",197,13,32,12,30,38,17,10,24,21
"N00000773",190,19,30,19,26,28,20,11,18,19
"N00000774",431,29,50,38,48,58,50,29,70,59
"N00000775",137,11,16,10,12,29,14,11,17,17
"N00000776",94,6,3,4,10,12,11,7,17,24
"N00000777",448,40,74,38,66,71,47,36,39,37
"N00000778",209,14,43,14,19,57,20,14,13,15
"N00000779",264,21,47,18,40,61,16,18,24,19
"N00000780",264,23,57,13,53,45,22,23,17,11
"N00000781",304,28,47,44,59,36,25,35,17,13
"N00000782",255,23,54,12,39,58,24,12,21,12
"N00000783",261,20,48,14,35,56,18,15,31,24
"N00000784",224,14,45,15,22,60,18,11,20,19
"N00000785",177,12,26,16,12,41,12,11,24,23
"N00000786",185,12,37,9,28,42,13,12,17,15
"N00000787",229,8,36,20,32,59,16,19,21,18
"N00000788",216,8,53,13,25,59,13,14,20,11
"N00000789",507,36,76,36,69,90,41,47,52,60
"N00000790",253,22,48,37,31,42,12,22,21,18
"N00000791",152,12,31,17,20,20,11,10,15,16
"N00000792",188,25,41,22,23,23,16,16,8,14
"N00000793",245,29,42,21,25,43,23,19,20,23
"N00000794",204,16,45,23,28,40,15,12,15,10
"N00000795",266,28,49,18,29,56,19,24,26,17
"N00000796",149,15,26,7,20,19,16,18,13,15
"N00000797",164,13,30,8,20,26,16,15,19,17
"N00000798",254,25,54,21,30,52,22,15,18,17
"N00000799",251,25,33,25,39,37,18,21,32,21
"N00000800",221,27,47,16,31,35,16,24,13,12
"N00000801",264,42,58,32,33,37,22,14,14,12
"N00000802",143,19,24,14,15,26,11,8,10,16
"N00000803",182,22,35,11,29,43,12,11,10,9
"N00000804",219,34,44,18,27,42,19,12,13,10
"N00000805",165,21,38,16,25,25,12,8,10,10
"N00000806",140,11,16,10,16,24,17,19,14,13
"N00000807",250,15,26,19,30,45,34,23,25,33
"N00000808",94,9,7,9,8,13,15,10,7,16
"N00000809",213,22,26,18,27,30,25,21,22,22
"N00000810",202,13,28,22,20,42,32,17,14,14
"N00000811",133,6,6,12,9,26,12,20,22,20
"N00000812",113,4,9,6,15,19,16,15,11,18
"N00000813",228,15,33,31,36,38,18,17,20,20
"N00000814",112,9,15,8,17,20,9,14,4,16
"N00000815",252,23,52,28,47,31,17,19,17,18
"N00000816",215,28,45,16,30,26,11,22,17,20
"N00000817",130,13,36,15,24,9,6,9,7,11
"N00000818",152,8,17,10,23,24,19,21,14,16
"N00000819",100,12,6,7,7,11,15,9,15,18
"N00000820",176,13,15,14,35,21,16,20,21,21
"N00000821",109,4,8,7,15,18,14,13,13,17
"N00000822",83,9,13,7,10,10,7,8,5,14
"N00000823",154,11,22,16,17,17,25,15,12,19
"N00000824",105,8,14,7,13,12,10,15,13,13
"N00000825",158,7,25,17,31,15,15,13,11,24
"N00000826",127,15,20,13,22,9,12,19,6,11
"N00000827",97,5,15,7,17,7,16,10,6,14
"N00000828",92,4,15,8,21,8,12,11,3,10
"N00000829",117,12,19,14,18,13,9,20,4,8
"N00000830",50,0,5,3,8,3,5,13,2,11
"N00000831",124,3,12,12,33,8,15,17,5,19
"N00000832",95,4,12,5,18,14,9,10,7,16
"N00000833",97,10,9,9,16,9,11,13,5,15
"N00000834",131,6,24,11,27,16,12,9,11,15
"N00000835",101,5,15,5,10,9,18,21,7,11
"N00000836",124,4,13,8,23,13,18,15,11,19
"N00000837",128,9,17,11,19,18,11,15,6,22
"N00000838",108,1,21,6,11,14,15,14,6,20
"N00000839",144,6,33,16,30,8,17,13,6,15
"N00000840",112,7,17,10,24,11,12,14,4,13
"N00000841",61,2,5,6,5,6,7,10,2,18
"N00000842",127,4,13,3,15,11,17,27,11,26
"N00000843",78,6,6,7,6,9,12,11,8,13
"N00000844",84,3,5,5,15,9,10,19,4,14
"N00000845",62,3,4,4,16,10,5,8,3,9
"N00000846",81,3,6,7,12,8,8,9,6,22
"N00000847",213,5,10,9,46,23,24,38,10,48
"N00000848",59,2,2,4,7,4,12,5,3,20
"N00000849",112,2,7,6,22,9,20,19,10,17
"N00000850",82,1,2,5,11,7,13,17,8,18
"N00000851",70,2,0,5,9,10,8,16,6,14
"N00000852",270,9,20,12,54,28,35,57,12,43
"N00000853",76,6,1,3,9,3,15,18,8,13
"N00000854",200,8,7,10,34,12,26,46,12,45
"N00000855",96,5,29,13,22,9,5,4,1,8
"N00000856",92,9,44,12,10,3,4,6,2,2
"N00000857",190,26,62,32,27,10,9,9,5,10
"N00000858",122,9,33,19,22,8,7,8,6,10
"N00000859",167,14,44,24,34,13,10,7,5,16
"N00000860",201,20,67,27,40,15,7,12,4,9
"N00000861",143,12,56,21,25,6,13,5,2,3
"N00000862",471,50,152,64,61,30,29,45,10,30
"N00000863",133,10,26,22,23,13,12,13,9,5
"N00000864",162,20,58,27,20,9,9,8,4,7
"N00000865",184,12,59,30,18,14,20,16,7,8
"N00000866",209,28,57,28,32,16,10,14,8,16
"N00000867",176,19,42,24,24,11,20,12,8,16
"N00000868",173,22,48,21,27,12,14,18,3,8
"N00000869",73,4,10,7,13,7,8,8,7,9
"N00000870",226,22,46,39,36,19,12,24,10,18
"N00000871",152,18,36,19,26,7,13,19,4,10
"N00000872",107,8,19,18,11,6,8,17,5,15
"N00000873",118,6,12,6,16,8,13,16,11,30
"N00000874",214,19,60,19,24,9,13,22,10,38
"N00000875",87,2,6,4,14,6,13,6,8,28
"N00000876",38,1,5,2,6,7,2,7,4,4
"N00000877",111,0,7,9,21,12,17,19,5,21
"N00000878",69,2,3,4,7,9,10,8,3,23
"N00000879",301,12,18,24,41,37,32,43,16,78
"N00000880",84,2,6,4,4,12,12,18,3,23
"N00000881",100,2,7,3,16,7,13,15,13,24
"N00000882",76,7,2,1,10,6,12,11,10,17
"N00000883",91,5,13,5,9,10,9,15,6,19
"N00000884",81,4,4,8,17,8,12,8,9,11
"N00000885",259,17,32,16,35,24,24,37,19,55
"N00000886",154,16,34,19,25,11,6,19,1,23
"N00000887",159,12,63,12,15,12,16,9,7,13
"N00000888",188,16,56,22,34,9,11,17,6,17
"N00000889",152,9,73,21,10,5,15,11,1,7
"N00000890",192,18,51,25,33,12,16,12,8,17
"N00000891",210,21,44,36,36,9,13,22,5,24
"N00000892",195,8,50,21,30,8,18,22,9,29
"N00000893",195,10,66,26,28,17,13,12,5,18
"N00000894",163,16,48,20,23,15,8,14,4,15
"N00000895",145,8,29,23,21,6,14,12,10,22
"N00000896",174,8,60,25,32,6,15,14,1,13
"N00000897",201,12,76,36,26,10,11,10,10,10
"N00000898",196,15,62,24,29,15,17,14,5,15
"N00000899",171,5,52,24,17,7,11,14,17,24
"N00000900",86,3,8,8,16,9,11,11,4,16
"N00000901",196,15,46,30,35,5,9,21,7,28
"N00000902",204,14,64,29,24,7,15,23,3,25
"N00000903",80,3,8,6,7,23,6,9,4,14
"N00000904",251,19,82,27,38,16,20,17,8,24
"N00000905",169,10,40,16,22,6,23,18,6,28
"N00000906",126,3,13,9,22,13,15,19,16,16
"N00000907",123,7,10,7,14,7,19,24,14,21
"N00000908",126,4,7,9,25,13,18,19,5,26
"N00000909",81,1,5,10,11,12,10,8,7,17
"N00000910",113,7,8,8,15,11,17,16,11,20
"N00000911",75,1,3,4,13,8,11,6,6,23
"N00000912",87,3,2,4,10,6,21,13,7,21
"N00000913",124,3,4,7,17,19,13,17,12,32
"N00000914",129,8,9,12,14,21,14,10,11,30
"N00000915",108,3,5,12,19,15,16,9,10,19
"N00000916",108,4,6,9,21,13,11,15,14,15
"N00000917",96,7,9,9,16,9,13,15,7,11
"N00000918",133,4,16,9,20,9,10,19,16,30
"N00000919",104,3,14,10,12,15,15,17,8,10
"N00000920",61,5,4,4,9,8,4,12,2,13
"N00000921",371,27,46,33,58,59,41,38,24,45
"N00000922",127,6,23,12,23,12,11,21,5,14
"N00000923",125,7,19,9,21,14,16,14,4,21
"N00000924",96,7,8,8,17,10,16,8,11,11
"N00000925",124,8,6,8,21,14,15,17,13,22
"N00000926",109,1,10,6,27,6,16,15,9,19
"N00000927",219,10,88,14,26,7,24,19,5,26
"N00000928",168,9,30,7,42,18,13,20,11,18
"N00000929",142,4,20,9,28,12,19,22,6,22
"N00000930",110,7,10,12,19,6,19,11,8,18
"N00000931",139,2,12,10,27,13,20,15,10,30
"N00000932",116,10,14,6,22,10,16,12,9,17
"N00000933",103,8,18,7,20,3,13,15,8,11
"N00000934",128,3,16,17,23,10,13,12,8,26
"N00000935",92,1,11,6,19,8,9,9,2,27
"N00000936",180,7,10,14,30,15,28,24,12,40
"N00000937",163,5,17,11,34,16,14,20,10,36
"N00000938",155,4,8,9,26,14,16,28,14,36
"N00000939",72,2,1,2,12,11,10,12,4,18
"N00000940",78,5,7,6,13,7,10,11,7,12
"N00000941",153,28,61,13,23,6,7,9,3,3
"N00000942",139,8,20,13,30,16,12,20,9,11
"N00000943",116,6,17,14,28,10,5,9,13,14
"N00000944",73,2,7,2,10,9,15,9,7,12
"N00000945",119,9,24,12,19,3,20,12,10,10
"N00000946",136,3,9,7,26,16,9,12,19,35
"N00000947",87,4,6,5,13,8,17,16,7,11
"N00000948",119,5,17,8,20,9,16,16,7,21
"N00000949",114,5,13,10,14,13,14,16,7,22
"N00000950",124,6,11,11,18,12,15,11,8,32
"N00000951",88,9,9,7,17,8,10,5,8,15
"N00000952",163,11,25,15,20,18,16,12,15,31
"N00000953",115,5,18,12,18,6,11,15,9,21
"N00000954",84,4,11,5,10,4,9,11,8,22
"N00000955",198,18,52,27,37,17,9,8,8,22
"N00000956",257,21,41,29,46,14,27,30,22,27
"N00000957",257,37,88,39,41,13,15,12,4,8
"N00000958",132,14,35,13,30,4,7,11,3,15
"N00000959",193,20,59,21,35,12,5,23,7,11
"N00000960",239,28,103,32,33,7,9,15,3,9
"N00000961",152,22,42,29,17,7,12,9,3,11
"N00000962",166,11,37,18,24,9,16,17,9,25
"N00000963",117,11,14,14,28,13,3,15,5,14
"N00000964",151,15,30,21,36,8,13,14,4,10
"N00000965",147,13,26,17,31,14,7,17,11,11
"N00000966",168,21,43,24,30,12,9,13,6,10
"N00000967",199,19,39,24,32,16,20,25,6,18
"N00000968",149,17,41,20,22,8,8,11,12,10
"N00000969",87,8,11,5,13,7,11,10,6,16
"N00000970",245,30,47,29,40,14,22,19,12,32
"N00000971",104,2,11,9,13,14,13,15,8,19
"N00000972",122,2,11,8,16,8,13,24,9,31
"N00000973",161,13,30,26,21,14,15,16,8,18
"N00000974",103,7,11,6,10,5,12,19,7,26
"N00000975",93,5,8,9,12,6,13,14,6,20
"N00000976",60,1,7,5,4,8,5,5,6,19
"N00000977",122,1,16,11,19,8,15,18,8,26
"N00000978",110,2,18,8,13,9,11,19,5,25
"N00000979",119,6,25,6,10,9,18,18,5,22
"N00000980",120,4,19,7,15,12,7,22,5,29
"N00000981",102,4,20,9,9,11,9,11,8,21
"N00000982",148,15,18,11,19,11,10,15,12,37
"N00000983",133,4,8,12,22,14,13,23,6,31
"N00000984",198,12,31,15,24,16,16,49,9,26
"N00000985",73,3,8,6,10,4,8,6,6,22
"N00000986",109,6,17,14,15,9,7,7,6,28
"N00000987",161,12,38,17,13,13,16,13,13,26
"N00000988",76,5,8,7,7,10,8,9,5,17
"N00000989",95,4,5,6,13,5,17,14,5,26
"N00000990",125,4,12,13,8,16,10,19,10,33
"N00000991",76,5,9,5,7,4,11,10,12,13
"N00000992",242,9,41,33,46,21,21,22,18,31
"N00000993",106,5,13,13,17,13,8,14,5,18
"N00000994",434,25,57,55,73,33,42,42,37,70
"N00000995",91,1,21,11,17,12,10,8,3,8
"N00000996",178,18,59,24,32,14,11,6,3,11
"N00000997",141,15,48,19,19,9,11,5,2,13
"N00000998",158,16,48,14,28,13,11,11,4,13
"N00000999",111,16,11,18,16,14,10,6,6,14
"N00001000",140,11,36,24,22,11,9,7,10,10
"N00001001",160,14,33,17,30,10,14,13,9,20
"N00001002",416,31,63,41,61,47,34,39,24,76
"N00001003",122,7,22,17,29,9,3,15,3,17
"N00001004",157,13,26,21,22,14,12,25,4,20
"N00001005",122,4,26,18,16,10,8,15,5,20
"N00001006",268,10,54,19,20,8,11,110,2,34
"N00001007",342,17,89,33,30,7,15,92,5,54
"N00001008",129,4,31,6,13,4,6,35,3,27
"N00001009",111,7,33,16,13,3,6,12,2,19
"N00001010",172,4,16,13,18,4,14,65,0,38
"N00001011",192,11,24,3,11,3,11,78,6,45
"N00001012",201,5,54,10,17,11,9,39,3,53
"N00001013",144,7,16,6,24,10,9,36,3,33
"N00001014",126,1,25,15,11,3,3,45,0,23
"N00001015",195,3,23,15,22,14,9,61,0,48
"N00001016",176,4,49,12,22,9,12,40,3,25
"N00001017",177,7,26,12,15,12,14,63,2,26
"N00001018",180,9,61,21,17,6,9,33,1,23
"N00001019",107,2,9,9,6,6,5,48,0,22
"N00001020",82,3,12,8,6,8,7,21,0,17
"N00001021",142,5,12,8,10,4,10,61,1,31
"N00001022",306,15,59,15,46,13,13,71,11,63
"N00001023",142,6,28,10,15,5,6,48,4,20
"N00001024",227,12,35,29,32,7,16,56,2,38
"N00001025",151,2,15,13,12,7,4,57,4,37
"N00001026",134,4,23,15,13,10,10,36,3,20
"N00001027",230,10,40,23,35,19,17,38,8,40
"N00001028",77,7,7,6,9,3,11,10,4,20
"N00001029",203,10,21,22,33,19,16,42,8,32
"N00001030",176,9,22,15,28,12,13,38,5,34
"N00001031",171,7,37,22,19,17,13,25,4,27
"N00001032",69,3,8,5,12,5,8,10,5,13
"N00001033",53,1,4,0,3,3,12,7,13,10
"N00001034",170,16,31,16,33,15,8,21,12,18
"N00001035",86,3,4,4,7,7,9,9,8,35
"N00001036",151,10,23,15,18,12,15,18,14,26
"N00001037",158,14,77,19,17,5,6,6,6,8
"N00001038",370,34,121,45,59,25,24,27,15,20
"N00001039",172,20,66,19,21,5,9,18,4,10
"N00001040",102,0,6,8,16,13,13,14,8,24
"N00001041",66,3,5,2,7,10,7,10,8,14
"N00001042",287,32,79,28,45,16,12,35,9,31
"N00001043",60,0,4,4,7,4,5,9,6,21
"N00001044",143,8,15,12,28,13,21,15,10,21
"N00001045",136,10,26,13,25,12,12,11,10,17
"N00001046",146,11,42,18,26,17,5,17,1,9
"N00001047",153,13,40,11,28,18,17,13,6,7
"N00001048",159,15,41,17,33,11,12,13,3,14
"N00001049",163,6,29,20,24,18,11,19,12,24
"N00001050",162,11,42,14,30,15,20,14,8,8
"N00001051",191,20,74,18,30,13,13,17,2,4
"N00001052",83,6,12,7,11,12,7,9,4,15
"N00001053",160,21,62,15,28,4,7,13,5,5
"N00001054",174,16,73,15,25,7,9,15,5,9
"N00001055",165,22,55,12,29,6,11,18,5,7
"N00001056",192,18,23,18,33,18,19,20,12,31
"N00001057",172,11,28,27,27,23,12,20,9,15
"N00001058",170,31,66,17,19,6,8,13,3,7
"N00001059",154,12,30,19,28,8,14,20,9,14
"N00001060",124,7,28,9,25,11,11,13,12,8
"N00001061",119,19,39,16,21,9,6,4,3,2
"N00001062",138,15,50,19,21,6,10,4,6,7
"N00001063",139,26,44,14,24,7,8,9,4,3
"N00001064",293,42,127,32,47,13,9,13,3,7
