"Geography_Code","NM_1531_1_0","NM_1531_1_1","NM_1531_1_10","NM_1531_1_100","NM_1531_1_101","NM_1531_1_11","NM_1531_1_12","NM_1531_1_13","NM_1531_1_14","NM_1531_1_15","NM_1531_1_16","NM_1531_1_17","NM_1531_1_18","NM_1531_1_19","NM_1531_1_2","NM_1531_1_20","NM_1531_1_21","NM_1531_1_22","NM_1531_1_23","NM_1531_1_24","NM_1531_1_25","NM_1531_1_26","NM_1531_1_27","NM_1531_1_28","NM_1531_1_29","NM_1531_1_3","NM_1531_1_30","NM_1531_1_31","NM_1531_1_32","NM_1531_1_33","NM_1531_1_34","NM_1531_1_35","NM_1531_1_36","NM_1531_1_37","NM_1531_1_38","NM_1531_1_39","NM_1531_1_4","NM_1531_1_40","NM_1531_1_41","NM_1531_1_42","NM_1531_1_43","NM_1531_1_44","NM_1531_1_45","NM_1531_1_46","NM_1531_1_47","NM_1531_1_48","NM_1531_1_49","NM_1531_1_5","NM_1531_1_50","NM_1531_1_51","NM_1531_1_52","NM_1531_1_53","NM_1531_1_54","NM_1531_1_55","NM_1531_1_56","NM_1531_1_57","NM_1531_1_58","NM_1531_1_59","NM_1531_1_6","NM_1531_1_60","NM_1531_1_61","NM_1531_1_62","NM_1531_1_63","NM_1531_1_64","NM_1531_1_65","NM_1531_1_66","NM_1531_1_67","NM_1531_1_68","NM_1531_1_69","NM_1531_1_7","NM_1531_1_70","NM_1531_1_71","NM_1531_1_72","NM_1531_1_73","NM_1531_1_74","NM_1531_1_75","NM_1531_1_76","NM_1531_1_77","NM_1531_1_78","NM_1531_1_79","NM_1531_1_8","NM_1531_1_80","NM_1531_1_81","NM_1531_1_82","NM_1531_1_83","NM_1531_1_84","NM_1531_1_85","NM_1531_1_86","NM_1531_1_87","NM_1531_1_88","NM_1531_1_89","NM_1531_1_9","NM_1531_1_90","NM_1531_1_91","NM_1531_1_92","NM_1531_1_93","NM_1531_1_94","NM_1531_1_95","NM_1531_1_96","NM_1531_1_97","NM_1531_1_98","NM_1531_1_99"
"N00001946",352,2,3,1,0,6,2,8,7,4,4,1,2,5,3,3,2,5,6,5,10,4,3,2,6,1,0,3,2,1,3,4,3,5,6,6,5,6,9,7,5,7,3,3,7,6,4,6,5,6,5,6,6,6,5,3,2,8,2,6,6,7,5,10,2,3,6,2,4,3,2,7,1,4,2,3,0,3,0,4,5,2,1,0,1,1,1,1,1,4,1,2,1,0,0,0,0,1,0,0,0,0
"N00001947",462,6,4,0,0,3,6,14,12,5,13,10,5,9,3,3,5,6,4,5,5,3,4,1,5,10,5,6,3,2,4,5,5,5,5,5,3,11,12,7,9,11,6,13,6,12,6,10,4,7,8,5,7,4,1,4,6,7,5,4,2,6,5,3,2,2,4,7,7,7,6,3,3,5,3,2,4,2,1,0,6,6,0,3,4,2,2,0,1,0,1,6,2,1,0,0,0,0,0,0,0,0
"N00001948",216,6,4,0,0,6,4,5,3,5,1,1,4,1,4,2,3,3,2,3,3,2,3,5,2,7,3,5,4,7,1,0,5,3,4,3,7,4,0,2,1,4,5,4,4,0,2,3,4,1,2,2,8,3,1,1,2,1,3,2,0,0,2,3,1,2,4,1,3,4,0,2,0,0,1,2,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
"N00001949",685,4,11,0,0,7,9,15,8,11,11,12,7,8,4,7,7,4,6,8,5,6,7,5,4,6,11,9,5,13,11,8,5,5,7,10,16,7,8,3,8,7,13,14,12,8,14,3,11,13,10,16,10,11,11,14,6,11,7,9,9,4,10,9,5,7,12,10,4,11,7,9,8,6,8,6,7,3,2,8,7,3,3,2,3,3,2,6,1,4,1,7,0,0,0,0,0,0,0,0,0,0
"N00001950",230,2,3,0,0,3,3,2,4,7,2,2,4,3,0,3,4,3,1,5,2,5,0,6,1,1,2,3,5,1,2,1,2,4,2,11,2,9,6,2,3,4,3,3,3,2,0,3,1,7,2,5,3,2,4,1,3,4,1,3,5,4,2,1,7,4,2,3,3,1,3,1,4,2,1,0,1,0,2,0,2,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
"N00001951",238,1,2,0,0,0,1,4,0,3,5,3,1,4,0,3,3,4,4,3,0,3,4,1,1,2,2,0,4,3,3,1,3,4,5,1,1,3,3,1,2,3,4,2,3,5,1,0,4,5,5,3,2,0,6,4,11,5,3,4,3,6,7,5,3,5,3,5,4,0,3,3,2,3,4,2,4,0,2,0,4,1,2,1,1,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"N00001952",266,2,0,0,0,4,1,3,1,2,2,1,1,3,2,1,4,0,3,4,5,3,5,4,2,3,2,4,5,3,4,5,8,5,5,2,2,9,1,2,5,2,7,2,3,3,2,4,6,2,2,2,2,6,5,4,2,2,2,2,4,2,4,4,3,3,6,4,5,2,4,2,5,3,4,2,3,4,3,1,3,2,5,0,0,1,0,0,0,1,1,3,0,0,2,0,1,1,0,0,0,0
"N00001953",200,2,3,0,0,0,0,1,3,2,3,3,2,3,0,2,1,3,4,3,1,5,2,1,5,5,0,5,3,2,1,3,1,0,4,0,3,4,3,0,2,3,8,2,5,8,4,5,0,6,1,3,3,2,0,4,1,2,0,3,1,1,4,2,1,4,3,3,2,0,2,3,1,3,0,3,1,1,2,1,3,2,0,2,1,0,1,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0
"N00001954",254,1,1,0,0,1,1,0,3,6,4,2,2,8,0,0,2,4,3,4,8,2,0,2,1,2,2,3,0,1,0,1,0,1,2,1,2,4,2,2,4,1,3,2,2,1,2,3,6,4,7,10,7,6,5,5,3,4,3,2,6,5,6,5,3,4,3,9,2,1,6,3,2,3,3,7,6,0,1,2,3,1,2,1,0,1,1,1,1,1,2,3,0,0,0,1,0,1,0,0,0,0
"N00001955",285,0,2,0,0,4,2,4,4,3,4,3,2,4,2,3,3,5,3,7,3,5,3,4,3,3,2,6,2,2,5,3,7,1,5,6,0,5,4,4,2,3,1,4,3,4,6,3,6,3,6,7,3,6,3,4,3,8,0,3,1,2,5,3,3,2,4,1,3,7,1,3,1,5,1,2,6,3,2,3,2,2,4,0,3,0,1,2,2,0,0,3,0,1,0,0,1,0,0,0,0,0
"N00001956",207,7,3,0,0,2,6,2,6,3,2,2,2,2,4,1,6,4,4,5,4,8,3,5,3,5,4,1,2,5,3,2,2,2,3,2,5,3,3,2,3,1,1,1,2,2,4,3,1,1,3,0,1,3,5,7,2,3,5,1,2,3,1,2,5,1,1,0,0,3,1,1,0,1,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"N00001957",294,4,3,0,0,2,4,3,4,3,2,7,6,5,11,6,2,1,7,2,6,3,8,4,0,4,3,3,2,7,2,4,2,2,5,4,1,4,4,0,3,5,8,3,3,8,5,4,2,5,3,7,3,5,5,6,4,3,6,5,4,3,6,6,3,4,2,3,3,1,1,1,2,1,1,2,1,2,1,0,8,1,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
"N00001958",326,8,2,0,0,11,10,7,5,4,3,6,6,5,6,5,3,4,5,8,4,6,2,8,3,8,6,3,3,3,5,2,5,5,7,9,3,5,4,1,6,4,7,4,4,3,0,8,4,5,4,4,2,1,4,3,2,3,4,3,4,1,2,4,5,3,3,5,4,10,1,2,1,1,2,1,1,1,0,0,5,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
"N00001959",261,4,4,0,0,4,3,5,4,5,3,2,2,2,3,3,5,6,4,4,2,7,2,4,4,9,4,1,3,4,3,8,4,3,1,3,3,4,8,1,1,5,4,4,5,3,4,5,4,1,4,2,5,2,1,5,2,5,3,3,7,4,5,4,3,4,0,0,0,2,1,0,0,1,0,2,0,0,1,1,4,3,1,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0
"N00001960",318,7,5,0,0,6,7,5,6,8,4,4,5,8,4,0,7,7,3,8,7,4,1,5,2,7,5,5,4,2,1,8,5,3,4,3,6,7,6,4,2,5,5,5,3,4,7,2,6,4,5,4,4,3,4,7,5,3,5,4,3,3,5,2,1,4,0,2,1,6,2,2,1,1,2,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"N00001961",419,5,7,0,0,8,10,15,8,8,5,6,8,10,4,6,3,6,8,3,1,3,3,4,6,5,4,2,11,4,7,6,6,7,10,16,8,5,13,8,8,6,4,7,6,10,8,9,5,5,5,3,4,5,4,3,5,0,4,3,0,1,4,1,2,4,1,0,3,10,4,2,2,2,0,3,0,1,1,1,7,4,0,0,0,1,2,0,2,0,0,7,0,1,0,0,0,0,0,0,0,0
"N00001962",209,3,3,0,0,5,3,1,1,1,5,3,1,1,2,4,2,1,6,1,3,1,1,3,3,4,2,3,2,1,5,1,2,5,2,4,0,3,5,3,1,2,2,5,4,5,2,4,5,5,3,3,0,1,7,5,2,7,1,6,4,2,3,3,2,2,1,2,1,0,2,0,5,0,0,2,1,3,0,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"N00001963",167,1,4,0,0,3,1,4,1,4,2,3,2,3,1,3,4,3,2,2,3,1,2,0,4,5,2,4,2,2,0,1,0,2,4,4,5,1,4,2,1,6,1,1,1,2,2,0,4,5,5,1,2,3,2,2,1,3,1,2,0,0,0,2,2,1,0,0,2,6,1,0,0,1,2,0,0,0,0,1,5,0,1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0
"N00001964",269,3,3,0,0,5,6,7,4,1,8,4,7,2,3,3,3,2,2,4,8,6,3,2,4,5,9,2,3,3,4,2,4,3,5,2,5,2,2,5,5,5,5,5,5,5,6,3,3,4,6,4,6,4,5,3,1,1,6,3,3,4,1,2,1,3,2,0,2,6,0,2,0,0,1,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"N00001965",304,6,4,0,0,1,6,3,5,3,3,4,2,1,4,2,0,4,3,2,2,3,1,3,2,2,3,2,4,5,2,1,6,7,7,3,3,7,3,6,2,4,1,6,3,6,6,3,5,4,5,3,4,4,0,3,2,3,0,3,3,8,2,7,14,6,3,7,7,3,4,4,4,1,3,4,3,4,3,1,0,1,0,3,1,1,0,2,0,3,0,8,2,0,0,0,0,0,0,0,0,0
"N00001966",434,7,2,0,0,8,5,8,6,5,6,4,4,5,2,0,4,7,6,4,8,6,4,1,4,8,8,4,10,5,4,6,2,2,5,11,3,8,5,11,6,8,8,6,11,9,3,8,2,9,6,8,7,5,3,3,3,2,7,6,4,4,5,6,4,5,1,5,2,11,10,3,2,6,4,3,6,5,3,1,4,1,3,1,4,1,2,2,1,0,0,4,2,1,0,0,0,0,0,0,0,0
"N00001967",468,5,8,0,0,7,3,12,5,4,4,6,3,13,1,4,3,7,8,7,14,6,3,4,2,5,3,4,5,9,4,3,4,8,7,3,8,8,6,6,3,10,10,13,9,8,9,8,3,10,8,12,8,10,8,4,8,4,3,4,3,6,7,8,7,7,5,5,5,2,4,4,2,4,1,3,1,1,1,4,6,3,1,2,0,2,2,1,2,0,0,3,1,0,0,0,1,0,0,0,0,0
"N00001968",340,3,3,0,1,8,6,3,3,1,7,3,4,2,9,4,6,6,8,4,4,5,9,4,1,8,5,4,8,6,3,1,7,3,6,6,10,1,5,8,2,1,5,6,3,4,5,9,4,4,1,1,3,3,1,3,2,3,9,2,5,3,3,4,1,5,4,2,3,4,3,3,4,8,2,4,1,2,5,3,2,1,1,1,2,0,0,0,3,1,0,3,0,0,0,1,0,0,0,0,0,0
"N00001969",531,3,6,0,0,9,9,6,3,8,7,8,5,8,8,3,3,3,8,2,9,5,5,8,9,6,4,9,9,4,6,6,7,5,5,6,2,6,8,3,5,4,11,10,6,10,11,3,4,5,18,10,6,4,7,11,12,8,3,0,12,5,12,10,7,7,12,7,8,6,4,6,8,4,4,6,4,6,0,4,1,9,0,6,3,0,2,2,1,0,0,2,1,1,2,0,0,0,0,0,0,0
"N00001970",293,3,3,0,0,4,1,6,5,1,12,5,2,3,6,3,1,3,3,2,2,2,3,4,4,3,4,2,4,4,2,2,3,2,2,7,1,9,2,2,1,2,6,6,2,6,2,3,6,4,6,5,7,1,2,6,5,5,3,4,1,4,4,6,3,6,7,1,2,2,1,2,3,2,2,5,6,0,3,4,2,4,1,2,1,0,1,2,0,0,1,4,0,1,1,0,0,0,0,0,0,0
"N00001971",410,5,2,0,0,7,5,4,5,4,2,5,7,5,4,2,4,1,2,4,5,5,6,2,3,7,3,3,14,8,5,3,2,9,13,10,4,7,12,3,7,10,8,12,10,7,8,6,3,5,6,3,3,2,6,4,3,7,6,5,4,4,4,2,3,5,1,10,6,8,4,1,6,3,3,0,1,4,1,2,6,2,2,0,1,1,2,3,0,0,1,5,1,0,0,1,0,0,0,0,0,0
"N00001972",331,2,6,0,0,3,11,5,5,11,5,2,3,4,2,2,2,3,3,3,5,2,0,3,2,5,0,1,4,2,3,2,1,3,2,2,3,3,7,10,7,8,4,3,7,7,4,2,2,6,9,5,4,3,2,0,5,3,1,2,2,4,9,5,5,8,4,5,4,1,5,6,7,5,2,3,4,4,1,7,1,2,2,5,2,0,2,0,1,0,1,6,0,0,0,1,0,0,1,0,0,0
"N00001973",321,3,1,0,0,3,1,1,2,1,3,2,6,0,0,6,8,5,3,3,4,3,4,6,3,6,3,4,7,6,2,4,2,4,1,7,6,3,3,4,5,5,5,6,4,7,7,2,5,4,2,3,5,3,4,3,7,5,4,3,5,1,3,2,3,0,4,0,3,1,6,5,3,5,5,6,1,7,2,5,2,2,3,1,3,3,1,3,3,2,2,2,2,1,0,1,0,0,1,0,2,1
"N00001974",179,3,1,0,0,0,0,0,1,0,0,1,2,1,2,2,2,4,7,0,3,3,4,6,6,2,2,0,6,3,6,4,1,5,3,4,1,5,3,1,2,3,4,4,5,4,3,1,3,2,0,0,1,3,3,0,0,1,0,1,2,1,1,1,4,1,3,2,1,2,1,4,1,1,4,2,1,2,0,2,1,0,1,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"N00001975",364,3,4,0,0,1,4,2,2,1,5,5,5,4,2,4,2,5,8,2,5,1,6,6,3,4,3,11,4,10,5,4,5,1,1,2,0,3,1,1,1,3,3,5,2,8,3,3,5,6,6,7,7,1,1,4,8,3,5,7,5,7,5,6,6,2,8,6,4,2,6,5,6,0,3,1,5,3,5,4,5,3,8,3,1,2,5,5,5,3,3,2,3,0,1,2,0,0,1,0,0,0
"N00001976",427,2,2,1,0,4,2,5,3,5,5,7,4,3,5,4,3,3,5,4,8,5,4,4,9,4,4,3,9,8,5,3,4,8,7,8,3,6,5,3,1,7,6,4,7,5,7,5,4,4,5,10,4,11,3,3,3,2,0,3,2,8,6,4,4,4,7,2,6,3,5,3,3,3,8,3,7,4,4,8,6,5,4,4,6,4,9,4,4,2,2,5,2,0,1,0,1,2,0,0,0,1
"N00001977",251,7,2,0,0,3,3,2,2,4,5,3,8,3,7,2,5,4,5,6,7,3,11,8,4,4,2,2,3,3,5,3,2,2,6,5,1,5,4,1,2,2,1,1,1,2,4,2,2,4,3,4,2,6,5,4,2,0,1,3,2,4,3,2,1,1,0,3,1,0,2,1,1,2,2,3,2,2,1,2,1,1,0,3,2,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"N00001978",293,4,3,0,0,2,1,2,2,3,5,1,4,3,1,3,6,8,4,7,2,3,3,2,1,5,3,3,4,2,0,3,2,7,2,2,1,3,1,5,3,5,5,4,5,3,3,1,3,8,5,4,2,3,6,4,5,3,1,7,9,6,6,2,4,4,1,2,5,1,5,1,0,2,6,4,8,1,3,4,2,5,2,2,3,2,1,0,2,2,1,2,1,1,0,0,0,0,0,0,0,0
"N00001979",274,3,2,0,0,6,3,3,5,3,3,2,2,6,4,4,2,3,3,4,1,3,3,1,0,0,9,4,5,1,2,2,6,3,1,3,3,1,5,4,5,5,2,3,1,3,5,2,3,6,3,4,3,7,2,4,3,3,3,4,3,4,7,2,5,3,3,2,2,0,0,1,4,3,2,3,5,2,2,6,3,5,6,2,2,1,3,1,0,1,0,4,0,0,0,0,1,0,0,0,0,0
"N00001980",328,5,3,0,0,4,4,3,6,4,2,2,3,4,14,3,1,2,6,4,4,5,2,7,11,7,9,5,10,7,3,6,9,4,6,9,11,4,6,3,4,1,7,3,3,4,1,9,3,0,3,2,5,5,4,3,2,4,7,1,3,5,0,6,2,1,0,1,3,8,2,3,1,0,1,2,0,1,1,0,5,1,2,0,0,2,0,0,0,0,1,6,0,1,0,0,0,0,0,1,0,0
"N00001981",245,0,0,0,0,3,3,0,3,1,1,0,0,2,1,1,4,0,2,3,2,2,2,3,4,0,5,2,6,5,5,1,3,0,4,5,2,3,4,5,3,5,4,5,9,4,1,2,1,6,5,1,5,2,1,8,0,3,1,0,3,3,4,2,3,7,6,2,0,1,2,0,2,1,1,2,5,5,5,3,1,1,2,3,2,2,2,5,2,1,3,3,0,2,1,2,1,1,0,0,1,0
"N00001982",769,17,12,0,0,12,10,19,9,13,12,11,18,7,9,7,7,8,10,8,14,8,10,9,18,9,10,15,14,16,18,13,12,13,7,21,13,16,13,13,7,7,13,13,11,9,15,15,9,12,8,11,10,6,8,6,4,9,15,5,4,9,6,5,4,4,10,7,3,13,1,3,3,3,2,1,4,1,4,3,13,0,4,0,1,2,1,0,1,1,2,8,1,0,0,0,0,0,0,0,0,1
"N00001983",267,6,3,0,0,2,0,4,6,3,3,4,1,5,5,5,4,6,2,0,4,3,5,0,4,7,9,3,4,1,2,3,5,3,7,5,4,2,4,4,3,6,6,2,4,4,4,7,7,4,1,5,0,2,5,0,4,1,4,3,6,4,3,1,3,1,0,1,2,3,3,0,2,0,1,2,2,0,1,4,0,4,2,1,2,0,1,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0
"N00001984",348,4,3,0,0,3,3,9,8,7,3,10,1,6,6,5,7,1,4,5,3,3,2,2,2,8,4,3,5,3,3,4,3,3,5,6,7,2,5,11,7,7,8,8,8,7,3,4,1,4,4,8,4,9,5,4,2,3,6,0,4,4,2,4,3,3,1,2,2,4,1,4,2,1,4,2,3,0,2,2,8,2,2,2,1,1,0,3,2,1,0,4,0,1,0,0,0,0,0,0,0,0
"N00001985",241,2,3,0,0,3,2,3,3,6,3,1,4,6,4,4,4,2,3,2,4,4,4,0,2,4,3,4,0,2,4,2,4,5,3,1,1,6,5,6,5,7,1,3,4,2,3,3,5,5,7,4,4,2,2,7,4,2,2,3,4,2,1,1,0,1,0,0,2,4,1,0,1,0,1,2,4,3,0,3,0,4,0,1,1,3,0,2,0,0,1,3,0,0,2,0,0,0,0,0,0,0
"N00001986",456,6,8,0,3,4,1,2,0,4,0,3,5,6,10,3,4,5,5,7,9,10,9,10,8,7,10,9,7,6,6,8,4,6,5,4,7,1,0,8,7,2,7,3,7,4,3,5,8,2,9,3,9,4,3,5,8,6,6,2,1,4,5,2,5,2,3,4,3,6,6,4,3,2,3,1,3,8,6,3,3,2,4,2,7,1,6,4,3,6,3,4,9,3,4,1,1,0,1,3,1,1
"N00001987",400,11,4,0,0,6,7,4,7,1,7,10,6,10,11,6,5,4,10,5,4,8,3,9,8,6,10,6,2,5,6,6,5,10,5,2,5,5,4,8,10,4,1,9,5,4,5,6,6,4,6,7,4,2,3,5,4,7,8,4,4,6,3,1,4,2,0,1,1,7,5,2,0,1,5,3,0,0,1,1,6,0,0,2,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"N00001988",344,9,3,0,0,3,4,3,2,4,5,5,5,5,6,4,6,8,4,5,4,7,3,3,5,10,10,4,9,6,4,4,4,3,4,5,5,4,5,6,2,2,3,3,3,4,6,2,5,4,8,5,1,8,4,2,5,4,6,4,4,1,3,4,3,2,3,3,0,6,2,3,7,3,4,6,3,0,1,1,6,1,1,2,0,0,1,1,0,2,0,3,0,0,1,0,0,0,0,0,0,0
"N00001989",368,4,4,0,0,9,8,10,8,7,7,12,4,5,7,5,3,2,3,4,3,5,4,6,4,7,3,4,7,5,6,1,5,4,8,8,8,9,11,6,5,3,5,4,11,4,6,5,3,7,5,4,3,5,3,3,2,2,6,3,1,3,1,1,1,2,4,5,2,4,3,3,2,0,2,1,2,2,2,1,11,1,1,2,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"N00001990",261,5,6,0,0,4,2,5,5,4,6,4,4,7,4,3,1,2,2,3,1,1,3,7,3,6,6,4,6,4,3,3,4,2,2,4,1,3,3,3,0,5,3,3,6,2,6,4,1,5,3,1,5,3,1,1,1,3,3,5,1,3,2,1,3,4,4,6,1,3,2,5,0,5,2,0,1,3,1,2,4,1,2,0,0,0,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"N00001991",320,8,7,0,0,5,4,8,4,10,4,2,3,3,3,10,3,4,6,4,6,7,5,6,6,5,8,4,4,6,3,4,1,5,2,8,7,5,5,4,4,5,4,6,2,7,2,5,4,6,3,4,1,2,5,0,3,2,7,2,4,6,5,1,5,0,1,3,1,8,1,4,2,0,1,0,0,1,0,0,6,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0
"N00001992",267,2,2,0,0,5,8,4,8,6,6,2,2,0,3,0,4,1,5,4,2,9,4,4,3,9,6,3,2,5,4,3,4,1,3,4,3,6,3,4,5,6,2,4,5,1,2,6,3,1,2,4,7,1,3,5,3,4,3,5,2,2,1,5,9,3,2,4,3,1,0,6,4,0,1,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"N00001993",249,2,1,0,0,2,3,1,4,2,2,3,3,4,4,2,3,3,2,3,7,4,4,1,5,3,3,6,1,3,2,4,1,3,2,1,4,4,4,5,0,5,0,5,1,4,5,4,3,4,1,1,4,3,4,5,2,3,0,3,3,5,5,5,6,1,2,4,1,1,1,3,5,3,4,4,0,2,1,1,1,1,5,2,2,2,1,2,2,1,1,2,0,0,1,1,0,0,0,0,0,0
"N00001994",355,2,7,0,0,6,3,6,3,6,6,3,7,6,4,2,5,4,8,3,5,4,1,2,3,0,0,0,4,0,4,4,1,6,5,8,3,1,5,3,3,6,4,5,8,9,5,2,10,9,5,5,5,9,4,5,5,10,1,4,1,5,7,3,3,2,4,4,3,6,3,5,2,5,4,5,1,8,2,2,3,7,2,3,0,1,1,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0
"N00001995",335,2,3,0,0,2,5,4,4,2,5,4,7,5,5,2,2,4,6,1,4,5,4,4,1,3,3,3,4,1,5,3,2,4,5,7,5,6,4,3,6,3,3,3,4,3,3,5,7,5,6,5,8,6,1,5,2,7,2,2,5,10,1,5,3,7,2,4,3,3,6,8,6,6,4,3,2,2,1,3,4,1,3,2,1,1,0,0,1,1,0,4,1,5,0,2,0,0,0,0,0,0
"N00001996",319,2,0,0,0,4,2,0,3,2,5,2,4,5,6,2,6,6,6,8,3,5,2,4,2,2,1,4,4,4,1,3,3,1,3,2,4,2,3,4,2,10,5,7,4,6,4,4,4,5,8,4,4,4,10,9,6,4,2,3,2,3,5,4,5,6,8,4,3,2,6,1,3,4,8,4,7,1,2,2,1,3,3,0,0,1,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
"N00001997",368,1,3,0,0,6,4,7,7,3,5,8,6,2,7,3,2,1,8,5,2,3,3,1,1,2,6,3,4,5,6,2,1,1,4,4,1,4,3,4,5,2,8,7,8,7,5,4,9,6,6,8,4,4,9,8,6,4,4,4,3,7,8,3,5,8,7,8,4,2,5,3,0,6,2,6,5,0,4,3,1,2,2,4,2,2,1,2,0,0,2,4,0,0,0,0,0,0,0,1,0,0
"N00001998",262,2,1,1,0,1,3,4,7,1,3,1,2,1,1,3,4,9,7,3,3,5,2,3,6,4,5,5,2,1,5,1,2,3,2,6,2,1,3,8,5,2,4,3,4,4,5,0,4,3,5,1,1,2,5,2,1,2,1,2,2,2,4,3,3,3,2,5,5,1,5,1,1,1,3,1,3,1,1,2,3,1,2,0,0,3,3,1,2,0,3,3,2,4,1,0,4,1,1,0,0,0
"N00001999",1298,12,11,0,0,16,17,13,20,21,18,22,19,35,18,104,116,66,43,22,14,9,14,8,8,18,8,8,11,13,8,22,17,10,11,19,13,14,18,19,27,23,25,19,22,20,22,21,13,12,15,16,13,14,5,14,7,8,13,4,9,12,4,1,2,6,3,5,0,11,4,7,6,6,7,2,1,3,3,4,23,2,3,2,4,1,0,1,1,0,0,17,0,0,0,0,0,0,0,0,0,0
"N00002000",339,2,3,0,0,11,3,6,6,4,5,3,7,3,6,4,1,3,3,1,1,1,1,1,2,2,0,1,3,1,2,3,2,3,4,6,3,2,4,6,5,6,6,9,6,6,2,9,7,4,8,2,5,5,4,4,7,0,2,7,5,8,2,3,5,1,8,3,7,7,5,6,6,5,8,0,3,5,4,5,1,0,1,3,2,1,1,1,1,2,1,6,0,0,0,0,0,0,0,0,0,0
"N00002001",376,2,6,0,0,11,5,4,7,5,5,6,5,6,1,1,3,6,2,2,1,1,3,4,3,3,3,5,4,6,3,4,4,1,1,4,2,2,8,11,4,3,9,9,6,7,6,4,4,4,9,4,5,4,5,12,4,2,3,5,6,9,6,3,10,4,6,2,6,3,5,1,4,3,0,5,6,1,2,3,2,0,2,1,1,2,0,1,3,3,0,11,2,1,0,1,0,0,2,0,0,0
"N00002002",300,0,3,0,0,3,1,2,5,7,6,1,8,2,1,3,5,4,2,3,0,2,1,1,3,1,2,1,4,0,5,2,2,2,2,3,2,4,2,5,4,3,7,5,3,6,4,3,2,3,4,5,3,11,5,7,6,3,1,4,10,4,4,4,0,6,4,4,10,6,3,4,2,7,3,5,4,4,2,0,5,2,1,1,3,1,1,1,1,0,1,3,1,1,1,1,1,0,0,0,0,0
"N00002003",291,4,3,0,0,5,2,2,8,4,4,4,5,4,2,3,3,3,1,2,6,3,4,4,1,3,0,3,2,2,2,2,2,0,3,3,0,3,2,3,5,4,5,5,10,7,3,0,5,5,3,7,4,7,5,3,10,5,1,4,3,1,7,9,5,6,8,4,2,2,2,3,4,2,1,4,2,3,3,2,3,0,3,0,0,0,0,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0
"N00002004",370,4,5,0,0,5,5,5,5,3,4,8,4,4,3,3,3,0,5,7,5,4,4,4,0,6,5,2,3,10,4,3,7,5,4,2,4,4,4,7,4,3,3,9,9,7,8,9,5,8,2,7,5,3,7,4,7,3,5,5,4,4,9,7,6,6,3,7,4,2,5,2,7,3,3,2,2,0,3,2,2,1,1,1,0,2,2,1,1,0,1,0,2,0,0,1,1,0,0,0,0,0
"N00002005",186,2,0,0,0,0,2,4,1,1,1,4,2,0,0,1,0,0,2,0,0,4,1,0,0,1,1,2,2,2,1,0,0,1,1,1,1,0,2,2,2,2,5,1,3,3,0,2,1,1,5,6,4,3,2,3,3,3,0,2,5,6,2,2,5,1,3,2,6,0,0,3,4,4,2,5,7,2,1,3,1,5,5,3,3,2,1,0,3,1,1,0,1,3,0,1,0,0,0,0,0,0
"N00002006",245,0,1,0,0,1,1,2,5,1,0,1,2,1,1,1,1,3,2,1,2,2,3,2,3,4,3,3,5,1,2,4,1,0,1,3,1,4,2,1,0,3,2,1,0,3,2,1,2,6,4,4,3,1,5,6,7,6,1,3,5,4,3,4,8,10,7,4,6,1,6,3,0,7,6,3,4,5,2,4,1,2,4,4,2,2,0,2,0,1,0,1,0,1,0,0,1,0,0,1,0,0
