"Geography_Code","NM_1544_1_0","NM_1544_1_1","NM_1544_1_10","NM_1544_1_11","NM_1544_1_12","NM_1544_1_13","NM_1544_1_14","NM_1544_1_15","NM_1544_1_16","NM_1544_1_17","NM_1544_1_18","NM_1544_1_19","NM_1544_1_2","NM_1544_1_20","NM_1544_1_21","NM_1544_1_22","NM_1544_1_23","NM_1544_1_24","NM_1544_1_25","NM_1544_1_26","NM_1544_1_27","NM_1544_1_28","NM_1544_1_29","NM_1544_1_3","NM_1544_1_30","NM_1544_1_31","NM_1544_1_32","NM_1544_1_33","NM_1544_1_34","NM_1544_1_35","NM_1544_1_36","NM_1544_1_37","NM_1544_1_38","NM_1544_1_39","NM_1544_1_4","NM_1544_1_40","NM_1544_1_41","NM_1544_1_42","NM_1544_1_43","NM_1544_1_44","NM_1544_1_45","NM_1544_1_46","NM_1544_1_47","NM_1544_1_48","NM_1544_1_49","NM_1544_1_5","NM_1544_1_50","NM_1544_1_51","NM_1544_1_52","NM_1544_1_53","NM_1544_1_54","NM_1544_1_55","NM_1544_1_6","NM_1544_1_7","NM_1544_1_8","NM_1544_1_9"
"N00003790",363,360,16,16,0,3,11,0,2,0,0,0,321,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,2,0,2,0,0,0,300,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,23
"N00003791",769,755,15,14,0,0,4,0,10,1,0,1,683,1,0,0,0,0,1,0,1,0,0,37,1,0,0,0,0,0,0,0,1,0,645,1,0,0,0,0,10,10,0,8,2,1,0,0,2,2,0,0,0,0,2,55
"N00003792",313,311,10,10,1,3,4,0,2,0,0,0,282,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,1,0,0,19
"N00003793",722,706,13,13,0,0,0,0,13,0,0,0,628,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,2,2,596,0,0,0,3,0,11,11,0,11,0,4,0,0,0,0,0,0,1,0,0,65
"N00003794",401,397,7,7,0,4,2,0,1,0,0,0,358,4,0,1,0,1,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32
"N00003795",507,501,1,1,0,0,1,0,0,0,0,0,426,2,0,1,1,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,411,0,0,0,0,0,4,4,0,3,1,1,0,0,0,0,0,0,0,0,0,74
"N00003796",654,651,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,2,2,0,2,0,2,0,0,1,1,0,0,0,0,0,74
"N00003797",516,512,28,28,1,11,12,0,4,0,0,0,415,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,4,4,0,4,0,2,0,0,0,0,0,0,0,0,0,69
"N00003798",474,461,9,9,0,1,7,0,1,0,0,0,395,2,0,0,0,0,2,0,1,0,1,24,1,0,0,0,0,0,0,0,1,1,367,0,0,0,0,0,9,9,0,9,0,4,0,0,1,1,0,0,0,0,0,57
"N00003799",329,325,14,14,1,5,5,0,3,0,0,0,307,1,0,0,0,0,1,0,1,0,0,11,2,0,0,0,2,2,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,4
"N00003800",464,462,2,2,0,0,0,0,2,0,0,0,457,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,2,2,0,0,2,6,0,0,0,0,0,0,0,0,0,3
"N00003801",414,408,61,58,3,16,26,1,12,3,1,2,343,1,0,0,0,0,1,0,1,0,0,13,5,0,0,0,3,1,2,0,2,2,329,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
"N00003802",282,281,13,13,0,6,4,0,3,0,0,0,266,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,1,0,1,0,0,0,253,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2
"N00003803",373,372,15,14,1,0,7,0,6,1,0,1,351,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,6
"N00003804",436,434,11,11,2,2,4,1,2,0,0,0,417,1,0,0,0,0,1,0,1,0,0,21,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,6
"N00003805",289,289,20,20,0,16,3,0,1,0,0,0,261,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8
"N00003806",460,449,42,41,0,25,10,0,6,1,0,1,399,2,2,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,0,1,0,374,0,1,0,4,0,4,4,0,4,0,3,0,0,0,0,0,0,0,0,1,7
"N00003807",305,302,8,8,1,2,4,0,1,0,0,0,289,1,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,278,0,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,5
"N00003808",335,327,24,24,0,0,5,0,19,0,0,0,294,3,0,0,0,0,3,0,0,3,0,16,5,0,0,0,4,2,2,0,0,0,275,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9
"N00003809",395,390,6,6,1,0,3,0,2,0,0,0,372,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,2,0,2,0,0,0,353,0,0,0,1,0,2,2,0,1,1,5,0,0,0,0,0,0,2,0,0,12
"N00003810",188,186,8,8,1,1,3,0,3,0,0,0,173,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,5
"N00003811",377,368,14,14,1,8,2,0,3,0,0,0,351,4,0,0,0,0,4,0,4,0,0,19,1,0,0,0,0,0,0,0,0,0,329,0,0,0,1,0,2,2,0,1,1,3,0,0,2,1,1,0,0,0,0,3
"N00003812",342,341,5,5,0,0,2,0,3,0,0,0,331,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"N00003813",334,332,24,24,0,8,6,0,10,0,0,0,300,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,2,2,0,2,0,3,0,0,0,0,0,0,0,0,0,8
"N00003814",350,348,8,8,0,3,5,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,2,2,0,1,1,6,0,0,0,0,0,0,0,0,0,10
"N00003815",605,602,46,45,0,15,20,0,10,1,0,1,549,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,2,1,1,0,0,0,510,0,0,0,0,0,1,1,0,1,0,5,0,0,0,0,0,0,1,0,0,7
"N00003816",392,390,17,17,0,11,3,0,3,0,0,0,366,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,7
"N00003817",505,498,1,1,0,0,1,0,0,0,0,0,494,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,2,2,0,0,0,0,488,0,0,0,1,0,1,1,0,0,1,0,0,0,3,3,0,0,0,0,0,3
"N00003818",533,531,22,20,9,2,3,0,6,2,1,1,496,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,2,0,2,0,0,0,472,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13
"N00003819",388,387,2,2,0,1,0,0,1,0,0,0,378,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,7
"N00003820",593,592,10,10,0,8,2,0,0,0,0,0,572,1,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
"N00003821",414,412,2,2,0,0,0,0,2,0,0,0,401,1,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,9
"N00003822",557,550,3,3,0,0,0,0,3,0,0,0,537,1,0,0,0,0,1,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,6,6,0,4,2,2,0,0,0,0,0,0,1,0,1,9
"N00003823",588,581,2,2,0,0,0,0,2,0,0,0,566,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,7,7,0,1,6,2,0,0,0,0,0,0,0,0,0,13
"N00003824",749,739,10,10,0,5,5,0,0,0,0,0,712,2,0,2,0,2,0,0,0,0,0,17,2,0,0,0,1,0,1,0,0,0,692,0,0,0,1,0,5,5,0,4,1,3,0,0,1,1,0,0,0,0,0,17
"N00003825",965,949,35,33,2,4,20,0,7,2,0,2,881,1,0,0,0,0,1,0,0,0,1,37,1,0,0,0,0,0,0,0,0,0,839,0,0,0,1,0,12,11,0,10,1,4,0,1,2,2,0,0,1,0,0,33
"N00003826",675,664,1,1,0,0,1,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,4,0,636,1,0,3,0,0,6,5,0,5,0,1,0,1,1,1,0,0,0,0,0,16
"N00003827",1060,1052,14,14,1,2,4,0,7,0,0,0,1019,0,0,0,0,0,0,0,0,0,0,21,1,1,0,1,0,0,0,0,0,0,995,0,0,0,0,0,6,6,0,5,1,2,0,0,1,1,0,0,1,0,0,19
"N00003828",463,462,10,10,0,4,1,0,5,0,0,0,423,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,29
"N00003829",519,514,6,6,0,2,0,0,4,0,0,0,496,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,488,1,0,0,0,0,3,3,0,3,0,0,0,0,1,1,0,0,0,0,0,12
"N00003830",537,530,9,8,0,5,1,0,2,1,0,1,495,2,0,2,0,2,0,0,0,0,0,26,1,1,0,1,0,0,0,0,0,0,468,0,0,0,0,0,2,2,0,1,1,1,0,0,2,2,0,0,0,0,0,26
"N00003831",292,292,38,36,0,31,0,0,5,2,0,2,241,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13
"N00003832",558,556,12,12,0,5,3,1,3,0,0,0,521,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,2,2,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"N00003833",467,465,28,25,1,18,4,0,2,3,0,3,412,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,2,0,0,25
"N00003834",428,426,18,18,1,3,8,0,6,0,0,0,396,1,0,0,0,0,1,0,1,0,0,20,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,3,0,0,12
"N00003835",539,528,15,14,0,2,0,0,12,1,1,0,490,0,0,0,0,0,0,0,0,0,0,48,2,0,0,0,1,1,0,0,1,1,435,0,0,0,0,0,8,8,0,3,5,2,0,0,1,1,0,0,5,0,0,23
"N00003836",343,338,8,8,0,0,4,0,4,0,0,0,304,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,1,0,292,1,0,0,0,0,4,4,0,4,0,2,0,0,0,0,0,0,0,0,0,26
"N00003837",337,329,2,1,1,0,0,0,0,1,0,1,315,1,0,0,0,0,1,0,1,0,0,7,2,0,0,0,0,0,0,0,1,0,307,1,0,0,0,1,1,1,0,1,0,0,0,0,4,1,3,0,1,0,0,12
"N00003838",409,395,18,18,0,0,13,0,5,0,0,0,349,1,1,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,1,1,325,0,0,0,2,0,8,5,0,5,0,4,1,2,2,2,0,0,4,0,0,28
"N00003839",409,394,11,11,3,0,4,0,4,0,0,0,358,2,0,2,0,2,0,0,0,0,0,36,6,0,0,0,3,0,3,0,3,0,320,0,0,3,0,0,7,7,0,6,1,1,0,0,0,0,0,0,1,0,0,25
"N00003840",428,419,5,5,0,3,0,1,1,0,0,0,393,2,0,0,0,0,2,0,2,0,0,7,5,0,0,0,0,0,0,0,0,0,383,0,0,0,5,0,2,2,0,2,0,2,0,0,0,0,0,0,1,0,0,21
"N00003841",256,250,9,9,1,0,4,0,4,0,0,0,231,2,0,0,0,0,2,0,2,0,0,15,2,0,0,0,2,0,2,0,0,0,213,0,0,0,0,0,1,1,0,1,0,2,0,0,1,1,0,0,1,0,0,10
"N00003842",413,408,13,13,2,1,6,0,4,0,0,0,361,1,0,0,0,0,1,0,0,0,1,16,3,0,0,0,2,0,2,0,0,0,341,0,0,0,1,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,34
"N00003843",348,336,31,30,1,2,10,0,17,1,0,1,276,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,1,0,0,0,0,260,0,0,0,1,0,10,10,0,9,1,5,0,0,0,0,0,0,1,0,0,29
"N00003844",515,508,7,6,0,0,0,2,4,1,0,1,455,0,0,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,424,0,0,0,1,0,6,6,0,6,0,2,0,0,0,0,0,0,0,0,1,45
"N00003845",299,296,14,14,2,6,5,0,1,0,0,0,264,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,3,0,3,0,0,0,252,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18
"N00003846",620,614,70,68,2,17,33,3,13,2,0,2,521,1,0,0,0,0,1,0,0,0,1,27,3,0,0,0,1,0,1,0,2,0,486,2,0,0,0,0,2,2,0,1,1,8,0,0,0,0,0,0,0,0,0,23
"N00003847",254,246,10,9,0,2,2,0,5,1,0,1,219,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,2,0,0,2,2,0,210,2,0,0,0,0,4,3,0,2,1,1,0,1,0,0,0,0,0,0,0,17
"N00003848",362,353,16,15,0,0,8,0,7,1,0,1,328,2,0,1,1,0,1,0,0,0,1,20,4,0,0,0,4,0,4,0,0,0,303,0,0,0,0,0,3,3,0,3,0,4,0,0,0,0,0,0,1,0,0,9
"N00003849",608,598,15,15,1,4,1,0,9,0,0,0,515,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,10,10,0,7,3,2,0,0,0,0,0,0,0,0,0,68
"N00003850",415,413,8,8,0,4,2,0,2,0,0,0,377,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,361,0,0,0,0,0,2,2,0,2,0,3,0,0,0,0,0,0,0,0,0,28
"N00003851",470,467,2,2,0,1,0,0,1,0,0,0,434,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,3,3,0,3,0,5,0,0,0,0,0,0,0,0,0,31
"N00003852",352,345,7,7,0,1,4,0,2,0,0,0,317,1,0,0,0,0,1,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,295,0,0,0,1,0,5,5,0,4,1,5,0,0,0,0,0,0,0,0,1,20
"N00003853",514,503,9,9,0,1,7,0,1,0,0,0,478,0,0,0,0,0,0,0,0,0,0,20,4,0,0,0,1,1,0,0,0,0,458,0,0,0,2,1,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0,16
"N00003854",466,457,1,1,0,0,0,0,1,0,0,0,430,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,9,7,0,6,1,2,0,2,0,0,0,0,0,0,0,26
"N00003855",454,450,2,2,0,2,0,0,0,0,0,0,411,1,0,0,0,0,1,0,1,0,0,17,2,0,0,0,2,2,0,0,0,0,393,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,37
"N00003856",491,488,7,6,0,1,4,0,1,1,0,1,437,1,0,0,0,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,44
"N00003857",547,545,16,16,1,3,9,0,3,0,0,0,521,0,0,0,0,0,0,0,0,0,0,17,1,1,0,1,0,0,0,0,0,0,501,0,0,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,8
"N00003858",511,507,1,1,0,0,0,0,1,0,0,0,494,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,1,0,0,0,482,0,0,0,1,0,2,2,0,0,2,6,0,0,0,0,0,0,0,0,0,12
"N00003859",478,475,10,10,1,0,8,0,1,0,0,0,452,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,2,2,0,0,0,0,428,0,0,0,0,0,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,13
"N00003860",1070,1064,4,4,1,0,0,0,3,0,0,0,1029,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,994,0,0,0,1,0,5,5,0,4,1,9,0,0,0,0,0,0,2,0,2,29
"N00003861",546,545,3,2,0,0,2,0,0,1,0,1,518,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,24
"N00003862",431,426,9,9,0,0,9,0,0,0,0,0,413,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,2,2,0,2,0,3,0,0,3,3,0,0,0,0,0,4
"N00003863",236,229,29,29,0,7,15,0,7,0,0,0,196,1,0,1,0,1,0,0,0,0,0,13,6,1,0,1,3,3,0,0,0,0,181,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4
"N00003864",380,375,51,51,0,5,43,0,3,0,0,0,322,1,1,0,0,0,0,0,0,0,0,8,2,0,0,0,1,0,1,0,0,0,311,0,0,0,1,0,2,1,0,1,0,2,0,1,0,0,0,0,1,0,0,2
"N00003865",255,247,29,28,0,3,22,0,3,1,1,0,209,4,0,0,0,0,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,4,1,0,1,0,2,2,1,0,0,0,0,0,0,0,9
"N00003866",339,335,33,32,1,4,20,0,7,1,0,1,290,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,1,1,0,1,0,281,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,11
"N00003867",723,719,67,67,0,18,37,0,12,0,0,0,625,1,0,1,0,1,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,592,0,0,0,0,0,1,0,0,0,0,6,0,1,2,2,0,0,1,0,0,27
"N00003868",351,346,49,47,0,7,38,0,2,2,1,1,286,2,0,0,0,0,2,0,0,0,2,10,1,1,0,1,0,0,0,0,0,0,274,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,1,0,0,11
"N00003869",1226,1205,156,150,3,40,69,1,37,6,0,6,998,2,0,0,0,0,2,1,0,0,1,23,9,0,0,0,3,3,0,0,5,0,967,3,2,0,1,0,9,7,0,6,1,8,0,2,1,1,0,0,0,0,0,51
"N00003870",254,247,41,41,0,15,22,0,4,0,0,0,200,4,0,0,0,0,4,0,0,4,0,5,3,1,1,0,0,0,0,0,0,0,194,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
"N00003871",730,721,36,36,0,3,16,0,17,0,0,0,633,2,0,0,0,0,2,0,0,0,2,20,5,0,0,0,2,2,0,0,0,0,605,0,0,0,3,0,2,2,0,0,2,7,0,0,0,0,0,0,1,0,0,52
"N00003872",278,270,53,50,0,7,37,0,6,3,0,3,207,3,0,3,3,0,0,0,0,0,0,18,4,0,0,0,3,1,2,0,1,0,184,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,0,10
"N00003873",1042,1031,64,62,2,5,51,0,4,2,0,2,924,1,0,0,0,0,1,0,1,0,0,22,7,0,0,0,3,3,0,0,3,0,897,0,0,3,1,0,3,2,0,2,0,4,0,1,0,0,0,0,1,0,0,43
"N00003874",533,530,1,1,0,1,0,0,0,0,0,0,514,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,504,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,15
"N00003875",418,415,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,1,1,0,0,0,0,394,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,12
"N00003876",592,592,3,3,0,0,3,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
"N00003877",373,371,7,7,0,4,0,0,3,0,0,0,360,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,4
"N00003878",478,478,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"N00003879",503,499,4,4,0,2,0,0,2,0,0,0,487,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,4,4,0,4,0,1,0,0,0,0,0,0,0,0,0,8
"N00003880",469,465,10,10,0,0,8,0,2,0,0,0,440,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,424,0,0,0,1,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,15
"N00003881",491,485,11,11,1,4,3,0,3,0,0,0,451,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,2,2,0,0,0,0,432,0,0,0,0,0,4,4,0,4,0,2,0,0,0,0,0,0,0,0,0,23
"N00003882",304,292,26,26,0,8,18,0,0,0,0,0,245,4,0,0,0,0,4,0,4,0,0,5,4,0,0,0,0,0,0,0,0,0,239,0,0,0,4,0,3,2,0,1,1,1,0,1,1,1,0,0,0,0,0,21
"N00003883",819,806,107,107,4,24,69,0,10,0,0,0,665,4,0,2,0,2,2,0,1,0,1,23,5,0,0,0,2,0,2,0,0,0,635,0,0,0,3,0,4,2,0,2,0,5,0,2,0,0,0,0,1,1,1,33
"N00003884",747,734,76,76,1,24,41,0,10,0,0,0,633,2,1,0,0,0,1,0,1,0,0,22,6,0,0,0,0,0,0,0,6,0,606,5,1,0,0,0,5,5,0,1,4,5,0,0,0,0,0,0,0,0,0,25
"N00003885",337,331,13,12,0,2,3,0,7,1,0,1,309,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,3,0,286,3,0,0,1,0,2,2,0,1,1,7,0,0,0,0,0,0,4,0,0,9
"N00003886",305,302,17,16,0,4,4,0,8,1,0,1,275,1,0,0,0,0,1,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,10
"N00003887",516,509,13,13,4,0,6,0,3,0,0,0,494,2,0,0,0,0,2,1,1,0,0,18,5,0,0,0,3,1,2,0,1,0,468,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1
"N00003888",240,233,3,2,1,0,0,0,1,1,0,1,229,0,0,0,0,0,0,0,0,0,0,14,5,2,0,2,0,0,0,0,3,0,213,3,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1
"N00003889",429,392,5,5,0,1,2,0,2,0,0,0,378,2,1,0,0,0,1,0,0,0,1,15,31,1,0,1,5,4,0,1,24,0,361,24,0,0,1,0,2,2,0,0,2,2,0,0,1,1,0,1,0,0,0,9
"N00003890",256,247,12,12,0,0,10,0,2,0,0,0,233,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,8,0,226,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
"N00003891",316,299,14,8,2,0,2,0,4,6,0,6,283,2,0,2,0,2,0,0,0,0,0,9,14,0,0,0,3,3,0,0,11,0,271,5,6,0,0,0,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2
"N00003892",256,237,5,5,1,0,3,1,0,0,0,0,229,4,0,0,0,0,4,0,4,0,0,9,14,0,0,0,0,0,0,0,5,0,214,5,0,0,9,0,0,0,0,0,0,5,0,0,1,0,1,0,1,0,1,2
"N00003893",248,209,11,11,1,0,6,0,4,0,0,0,194,2,0,0,0,0,2,0,2,0,0,10,37,3,0,3,1,0,1,0,23,0,180,21,2,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,3
"N00003894",274,261,10,10,0,0,10,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,10,13,3,0,3,0,0,0,0,5,0,241,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N00003895",279,246,12,12,0,2,9,0,1,0,0,0,232,1,0,1,0,1,0,0,0,0,0,9,32,1,0,1,1,0,1,0,14,0,222,14,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
"N00003896",771,769,6,5,4,0,1,0,0,1,0,1,757,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,727,0,0,0,0,0,1,1,0,1,0,10,0,0,1,1,0,0,2,0,0,6
"N00003897",281,272,2,1,1,0,0,0,0,1,0,1,269,4,0,0,0,0,4,0,4,0,0,4,4,0,0,0,0,0,0,0,4,0,265,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"N00003898",372,364,0,0,0,0,0,0,0,0,0,0,361,2,0,0,0,0,2,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,6,5,1,2,2,1,0,1,0,0,0,0,1,0,0,3
"N00003899",362,359,0,0,0,0,0,0,0,0,0,0,358,1,0,0,0,0,1,0,1,0,0,18,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1
"N00003900",280,280,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"N00003901",267,266,1,1,1,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,256,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
"N00003902",349,342,1,1,0,0,0,0,1,0,0,0,333,5,1,0,0,0,4,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,2,2,1,0,1,2,0,0,0,0,0,0,0,0,0,8
