"Geography_Code","NM_1521_1_0","NM_1521_1_1","NM_1521_1_10","NM_1521_1_11","NM_1521_1_12","NM_1521_1_13","NM_1521_1_2","NM_1521_1_3","NM_1521_1_4","NM_1521_1_5","NM_1521_1_6","NM_1521_1_7","NM_1521_1_8","NM_1521_1_9"
"N00000403",359,15,40,24,16,30,3,12,65,44,34,20,50,61
"N00000404",204,3,29,20,9,9,0,3,22,7,19,13,42,60
"N00000405",169,2,32,22,10,17,0,2,17,15,13,15,25,33
"N00000406",279,15,10,6,4,28,6,9,52,34,49,16,39,36
"N00000407",795,36,66,42,24,84,7,29,132,93,134,52,93,105
"N00000408",325,19,7,6,1,50,3,16,45,42,65,18,34,45
"N00000409",280,21,13,11,2,16,2,19,48,37,28,26,44,47
"N00000410",286,27,5,4,1,28,4,23,51,36,66,18,33,22
"N00000411",258,14,17,13,4,28,4,10,40,23,33,16,45,42
"N00000412",317,20,20,14,6,32,5,15,46,39,51,25,44,40
"N00000413",320,11,30,21,9,29,3,8,57,32,51,24,44,42
"N00000414",274,13,18,11,7,33,2,11,45,22,48,21,43,31
"N00000415",326,17,13,7,6,30,3,14,58,36,37,23,49,63
"N00000416",289,20,13,8,5,25,4,16,60,35,62,17,20,37
"N00000417",376,22,6,3,3,26,4,18,88,50,37,34,63,50
"N00000418",601,54,27,18,9,39,8,46,128,85,73,39,86,70
"N00000419",264,20,5,4,1,14,3,17,72,37,42,19,26,29
"N00000420",242,31,12,8,4,17,4,27,43,34,24,22,31,28
"N00000421",371,18,7,5,2,31,7,11,80,73,52,18,56,36
"N00000422",306,5,17,10,7,24,2,3,39,48,20,31,57,65
"N00000423",312,28,8,7,1,28,7,21,53,42,53,26,37,37
"N00000424",402,22,17,8,9,31,3,19,78,48,39,34,67,66
"N00000425",259,19,13,11,2,29,6,13,55,39,29,13,25,37
"N00000426",230,15,17,14,3,16,1,14,44,14,21,24,36,43
"N00000427",246,10,17,15,2,28,3,7,39,29,26,30,35,32
"N00000428",294,16,17,11,6,26,3,13,54,29,31,27,43,51
"N00000429",322,23,12,8,4,39,3,20,79,39,45,15,32,38
"N00000430",347,20,11,9,2,36,8,12,60,47,65,23,46,39
"N00000431",256,15,15,8,7,35,3,12,34,29,30,18,42,38
"N00000432",192,9,11,7,4,14,2,7,31,16,18,17,40,36
"N00000433",203,6,33,30,3,10,2,4,27,13,13,31,35,35
"N00000434",302,12,15,11,4,24,1,11,31,35,20,26,80,59
"N00000435",293,10,33,19,14,17,2,8,45,30,20,27,67,44
"N00000436",371,22,11,9,2,41,6,16,66,64,58,24,50,35
"N00000437",473,42,10,5,5,52,11,31,100,60,81,22,52,54
"N00000438",366,42,11,5,6,43,5,37,73,42,57,23,27,48
"N00000439",312,23,15,8,7,32,5,18,62,40,58,21,32,29
"N00000440",304,10,31,18,13,32,4,6,34,28,65,19,43,42
"N00000441",237,14,17,9,8,18,3,11,47,24,37,14,23,43
"N00000442",309,19,24,18,6,25,2,17,60,37,38,24,48,34
"N00000443",346,41,7,4,3,33,10,31,107,50,48,13,26,21
"N00000444",422,24,33,21,12,29,4,20,78,44,30,40,74,70
"N00000445",287,48,4,2,2,37,12,36,91,40,21,7,26,13
"N00000446",257,34,11,7,4,20,4,30,68,36,21,18,29,20
"N00000447",203,24,9,5,4,15,5,19,46,33,22,14,21,19
"N00000448",197,5,24,18,6,12,2,3,23,26,7,12,30,58
"N00000449",306,18,5,3,2,29,2,16,65,33,75,24,30,27
"N00000450",333,23,14,8,6,15,5,18,83,39,50,29,47,33
"N00000451",344,27,21,15,6,29,5,22,87,43,36,21,42,38
"N00000452",308,18,14,11,3,37,4,14,69,27,59,14,37,33
"N00000453",248,7,26,18,8,22,4,3,28,28,29,13,39,56
"N00000454",371,30,10,7,3,32,10,20,61,51,72,28,54,33
"N00000455",187,9,12,4,8,8,4,5,36,17,18,12,46,29
"N00000456",226,29,3,2,1,20,9,20,76,35,16,11,24,12
"N00000457",254,7,3,1,2,22,3,4,59,41,17,32,48,25
"N00000458",267,25,8,3,5,26,9,16,78,37,31,13,30,19
"N00000459",530,36,56,48,8,48,11,25,91,93,35,35,81,55
"N00000460",266,13,10,7,3,14,3,10,44,39,17,20,55,54
"N00000461",304,20,11,7,4,18,8,12,65,49,31,21,53,36
"N00000462",164,9,12,8,4,8,2,7,20,20,10,17,42,26
"N00000463",582,46,35,20,15,26,9,37,91,51,47,48,126,112
"N00000464",290,22,9,6,3,23,2,20,60,51,24,28,41,32
"N00000465",213,4,14,7,7,16,0,4,34,22,14,17,48,44
"N00000466",280,25,11,6,5,28,5,20,74,43,43,12,26,18
"N00000467",221,14,16,12,4,17,3,11,31,29,16,19,48,31
"N00000468",227,20,4,2,2,21,3,17,45,36,21,11,36,33
"N00000469",307,18,18,8,10,14,4,14,43,52,25,33,57,47
"N00000470",199,13,8,4,4,19,6,7,41,21,8,18,38,33
"N00000471",228,5,11,5,6,18,1,4,34,29,6,20,53,52
"N00000472",175,6,15,8,7,8,3,3,25,17,11,18,40,35
"N00000473",153,4,11,7,4,10,0,4,21,31,12,10,30,24
"N00000474",183,23,8,4,4,19,3,20,47,22,14,7,31,12
"N00000475",166,6,16,9,7,15,1,5,16,18,11,13,34,37
"N00000476",187,4,8,4,4,9,1,3,26,28,7,17,48,40
"N00000477",526,70,7,5,2,40,16,54,158,81,40,33,65,32
"N00000478",221,11,17,16,1,13,0,11,21,14,13,11,62,59
"N00000479",214,31,7,5,2,17,6,25,66,38,14,10,21,10
"N00000480",245,17,8,7,1,12,2,15,65,34,26,16,39,28
"N00000481",321,41,20,13,7,21,12,29,66,35,27,23,56,32
"N00000482",154,5,11,9,2,5,1,4,15,18,8,19,41,32
"N00000483",238,11,3,3,0,13,2,9,42,34,14,33,59,29
"N00000484",254,6,12,9,3,16,1,5,24,22,16,28,72,58
"N00000485",179,8,7,2,5,14,3,5,22,23,15,18,47,25
"N00000486",261,22,8,2,6,38,3,19,48,41,9,27,41,27
"N00000487",209,7,15,7,8,8,3,4,32,37,36,15,42,17
"N00000488",304,20,11,8,3,31,6,14,57,44,31,28,56,26
"N00000489",202,21,6,5,1,15,5,16,36,21,10,18,49,26
"N00000490",364,32,9,4,5,23,6,26,77,56,43,31,62,31
"N00000491",353,31,17,7,10,22,8,23,84,39,20,32,69,39
"N00000492",313,27,9,4,5,19,5,22,73,32,22,32,54,45
"N00000493",245,29,2,2,0,14,4,25,79,45,21,20,24,11
"N00000494",597,72,11,5,6,46,10,62,176,69,45,43,80,55
"N00000495",255,20,4,2,2,7,6,14,60,52,18,11,48,35
"N00000496",577,68,9,5,4,49,22,46,152,75,38,58,90,38
"N00000497",615,54,19,12,7,38,5,49,136,70,46,49,122,81
"N00000498",248,34,7,5,2,18,8,26,65,33,29,13,31,18
"N00000499",223,7,11,8,3,6,1,6,28,30,7,27,66,41
"N00000500",356,6,35,22,13,25,2,4,29,31,23,35,86,86
"N00000501",226,8,20,15,5,17,1,7,27,20,9,19,54,52
"N00000502",138,3,16,11,5,7,3,0,10,6,6,16,43,31
"N00000503",265,6,39,25,14,29,3,3,24,17,9,25,60,56
"N00000504",169,2,26,22,4,17,0,2,6,10,8,17,32,51
"N00000505",169,4,15,11,4,8,2,2,13,15,12,17,52,33
"N00000506",228,9,15,10,5,14,3,6,28,22,12,18,63,47
"N00000507",188,0,23,19,4,19,0,0,13,13,6,12,50,52
"N00000508",245,9,13,10,3,21,5,4,33,31,16,19,63,40
"N00000509",256,9,41,29,12,25,2,7,15,22,14,22,57,51
"N00000510",200,4,35,23,12,12,1,3,12,13,7,14,58,45
"N00000511",339,35,13,11,2,31,10,25,91,44,25,19,44,37
"N00000512",326,35,10,8,2,30,9,26,69,40,40,26,39,37
"N00000513",236,15,4,2,2,15,3,12,58,32,34,24,38,16
"N00000514",258,28,4,4,0,12,9,19,63,39,16,20,44,32
"N00000515",260,27,9,6,3,21,7,20,55,40,14,23,48,23
"N00000516",171,20,4,3,1,17,8,12,38,28,15,10,26,13
"N00000517",280,19,13,9,4,20,3,16,84,35,17,11,44,37
"N00000518",222,24,6,4,2,14,8,16,60,24,26,12,31,25
"N00000519",199,27,8,3,5,13,7,20,41,28,12,16,32,22
"N00000520",418,28,20,16,4,18,9,19,72,45,23,43,93,76
"N00000521",302,23,15,9,6,21,3,20,53,38,26,21,50,55
"N00000522",317,24,11,8,3,24,8,16,59,34,27,31,48,59
"N00000523",290,23,4,1,3,25,3,20,75,40,26,18,52,27
"N00000524",340,37,5,4,1,25,7,30,78,55,37,31,44,28
"N00000525",291,22,23,13,10,20,8,14,58,37,22,20,48,41
"N00000526",214,8,19,11,8,10,1,7,31,21,11,12,57,45
"N00000527",271,5,23,16,7,23,1,4,41,21,20,22,67,49
"N00000528",204,4,17,7,10,13,0,4,20,23,12,20,49,46
"N00000529",177,6,16,11,5,15,1,5,23,16,3,14,39,45
"N00000530",197,5,10,7,3,9,1,4,42,21,13,14,51,32
"N00000531",253,8,31,29,2,10,3,5,25,16,9,22,80,52
"N00000532",162,2,15,9,6,10,1,1,19,12,13,12,41,38
"N00000533",118,2,12,11,1,1,1,1,15,9,8,8,30,33
"N00000534",339,27,12,8,4,35,5,22,85,36,66,16,38,24
"N00000535",398,26,10,5,5,37,4,22,67,52,67,36,66,37
"N00000536",286,24,16,12,4,15,4,20,54,36,45,20,39,37
"N00000537",286,17,5,5,0,20,1,16,59,41,41,27,45,31
"N00000538",281,26,8,7,1,23,7,19,54,44,56,17,36,17
"N00000539",273,23,10,5,5,20,2,21,54,27,43,18,56,22
"N00000540",235,11,4,4,0,16,5,6,40,23,23,20,57,41
"N00000541",303,18,14,10,4,15,6,12,72,50,22,23,57,32
"N00000542",174,14,7,5,2,13,5,9,42,21,17,8,30,22
"N00000543",275,11,21,10,11,24,1,10,34,28,16,33,56,52
"N00000544",208,5,22,14,8,12,0,5,26,18,9,28,51,37
"N00000545",208,9,15,8,7,13,2,7,27,33,15,20,42,34
"N00000546",213,4,18,7,11,13,1,3,27,17,10,26,59,39
"N00000547",236,7,14,9,5,16,1,6,27,22,14,22,67,47
"N00000548",221,11,19,14,5,18,2,9,24,16,16,18,55,44
"N00000549",149,5,30,19,11,10,0,5,15,8,9,9,31,32
"N00000550",298,22,14,7,7,21,6,16,67,34,24,20,59,37
"N00000551",174,5,27,20,7,11,1,4,22,16,5,10,39,39
"N00000552",179,6,10,7,3,15,1,5,27,20,21,17,32,31
"N00000553",249,5,29,20,9,28,2,3,28,23,8,20,61,47
"N00000554",172,2,22,17,5,9,1,1,10,14,8,15,49,43
"N00000555",181,5,26,17,9,9,3,2,21,14,9,15,44,38
"N00000556",226,6,22,14,8,21,3,3,33,15,17,23,46,43
"N00000557",384,26,9,6,3,41,8,18,54,59,83,19,61,32
"N00000558",313,26,9,7,2,24,6,20,65,38,46,21,51,33
"N00000559",252,20,4,3,1,21,4,16,39,37,44,21,35,31
"N00000560",305,14,12,6,6,34,1,13,52,37,50,31,41,34
"N00000561",331,29,14,13,1,23,3,26,64,38,61,32,43,27
"N00000562",272,23,3,1,2,26,4,19,37,30,36,24,44,49
"N00000563",658,24,76,54,22,49,5,19,85,65,44,64,140,111
"N00000564",223,11,14,8,6,9,1,10,33,18,21,18,53,46
"N00000565",167,6,11,7,4,2,1,5,27,22,9,25,39,26
"N00000566",214,14,12,7,5,13,4,10,50,28,21,14,32,30
"N00000567",362,30,12,4,8,30,6,24,90,44,34,34,51,37
"N00000568",262,8,10,7,3,12,2,6,37,38,21,31,75,30
"N00000569",257,10,11,6,5,17,1,9,29,27,16,28,63,56
"N00000570",253,28,5,2,3,23,9,19,76,38,20,22,29,12
"N00000571",231,31,2,1,1,25,5,26,51,27,31,13,32,19
"N00000572",428,49,13,7,6,43,16,33,118,65,27,25,66,22
"N00000573",271,54,4,2,2,19,12,42,84,33,30,8,31,8
"N00000574",305,50,7,6,1,28,7,43,102,20,32,16,42,8
"N00000575",341,30,7,6,1,22,4,26,65,32,84,20,52,29
"N00000576",261,12,14,8,6,23,1,11,40,43,26,27,45,31
"N00000577",328,21,27,17,10,27,4,17,67,36,50,27,39,34
"N00000578",495,44,31,16,15,44,7,37,127,54,57,25,69,44
"N00000579",315,30,16,11,5,30,5,25,77,27,34,19,41,41
"N00000580",337,19,12,7,5,16,6,13,65,37,54,37,46,51
"N00000581",382,34,6,2,4,36,8,26,81,39,69,28,55,34
"N00000582",303,25,5,4,1,26,7,18,49,45,55,25,38,35
"N00000583",230,18,7,2,5,16,2,16,51,22,29,16,38,33
"N00000584",324,33,9,8,1,26,9,24,74,34,60,23,35,30
"N00000585",351,21,11,7,4,30,6,15,63,42,60,30,58,36
"N00000586",327,19,6,2,4,16,3,16,84,40,64,27,37,34
"N00000587",347,27,12,8,4,33,4,23,70,44,68,29,39,25
"N00000588",284,40,7,4,3,18,6,34,58,38,34,22,34,33
"N00000589",435,35,21,8,13,41,9,26,79,56,99,27,38,39
"N00000590",306,23,8,4,4,32,6,17,55,36,62,16,41,33
"N00000591",315,24,6,4,2,30,2,22,60,37,60,24,48,26
"N00000592",350,26,10,6,4,25,2,24,79,39,38,33,50,50
"N00000593",408,32,17,13,4,48,8,24,94,42,69,31,42,33
"N00000594",271,24,7,5,2,31,5,19,48,27,57,17,33,27
"N00000595",384,41,7,5,2,33,11,30,75,46,64,23,49,46
"N00000596",230,22,12,8,4,19,5,17,34,28,26,19,48,22
"N00000597",176,6,14,10,4,12,1,5,12,9,16,22,50,35
"N00000598",231,5,33,19,14,6,2,3,30,26,7,22,65,37
"N00000599",182,4,25,18,7,8,0,4,12,10,13,18,50,42
"N00000600",222,10,19,14,5,13,2,8,41,19,14,21,62,23
"N00000601",209,13,9,6,3,3,4,9,39,30,11,23,44,37
"N00000602",153,8,2,2,0,3,3,5,24,21,13,19,42,21
"N00000603",278,16,13,10,3,15,7,9,59,39,29,18,50,39
"N00000604",250,25,8,5,3,24,8,17,38,31,21,21,36,46
"N00000605",351,29,15,8,7,28,7,22,57,46,34,33,61,48
"N00000606",243,12,3,2,1,20,3,9,51,41,18,19,49,30
"N00000607",222,5,11,10,1,20,2,3,23,20,20,10,67,46
"N00000608",281,18,6,5,1,24,8,10,61,43,47,19,36,27
"N00000609",276,19,12,4,8,24,5,14,51,31,42,22,39,36
"N00000610",302,31,6,2,4,17,7,24,57,51,24,25,57,34
"N00000611",226,15,13,7,6,14,9,6,41,37,21,20,27,38
"N00000612",413,7,38,21,17,26,2,5,36,37,9,38,113,109
"N00000613",166,4,16,9,7,8,2,2,23,9,2,14,52,38
"N00000614",168,4,20,17,3,6,1,3,13,15,7,13,57,33
"N00000615",104,3,10,5,5,3,2,1,11,11,1,9,29,27
"N00000616",215,4,18,12,6,11,3,1,17,19,15,16,70,45
"N00000617",230,3,28,23,5,13,1,2,16,22,12,20,65,51
"N00000618",437,7,33,20,13,26,3,4,54,51,21,34,110,101
"N00000619",279,27,7,5,2,20,5,22,64,47,27,14,52,21
"N00000620",292,19,13,4,9,26,4,15,63,39,21,31,51,29
"N00000621",284,14,23,16,7,15,1,13,56,29,23,17,69,38
"N00000622",287,16,15,6,9,26,5,11,49,46,19,25,51,40
"N00000623",233,24,14,11,3,20,1,23,32,19,42,20,35,27
"N00000624",355,23,3,3,0,43,4,19,73,36,62,29,55,31
"N00000625",199,13,18,12,6,14,1,12,31,21,21,11,37,33
"N00000626",357,33,13,10,3,36,7,26,74,43,57,26,35,40
"N00000627",333,23,5,4,1,25,5,18,61,48,60,19,53,39
"N00000628",308,20,17,15,2,28,4,16,48,33,48,27,64,23
"N00000629",294,25,13,9,4,17,9,16,51,39,38,27,46,38
"N00000630",195,10,24,19,5,17,1,9,26,9,12,7,44,46
"N00000631",280,16,11,9,2,21,3,13,59,32,52,25,36,28
"N00000632",333,33,9,7,2,29,4,29,68,34,61,19,51,29
"N00000633",242,30,6,2,4,21,7,23,52,26,37,19,29,22
"N00000634",351,39,5,2,3,41,7,32,73,46,68,23,32,24
"N00000635",308,17,8,6,2,19,3,14,56,32,72,24,46,34
"N00000636",296,15,8,8,0,21,1,14,48,38,58,18,43,47
"N00000637",593,45,34,19,15,45,12,33,120,62,34,53,127,73
"N00000638",291,15,26,16,10,31,3,12,64,30,20,31,43,31
"N00000639",317,26,19,11,8,32,8,18,65,40,31,18,51,35
"N00000640",262,14,17,12,5,21,2,12,40,22,30,19,57,42
"N00000641",256,18,7,5,2,22,5,13,87,30,20,19,33,20
"N00000642",278,12,11,9,2,19,1,11,49,42,25,22,60,38
"N00000643",326,16,28,20,8,30,5,11,56,32,70,15,30,49
"N00000644",381,22,28,13,15,28,4,18,46,52,64,22,48,71
"N00000645",351,11,23,17,6,39,2,9,47,39,69,19,56,48
"N00000646",281,7,17,10,7,40,1,6,48,23,56,18,37,35
"N00000647",540,12,61,35,26,35,1,11,71,48,49,37,124,103
"N00000648",273,13,17,11,6,25,3,10,49,22,48,27,40,32
"N00000649",293,26,11,6,5,26,3,23,60,20,64,21,38,27
"N00000650",433,33,26,18,8,23,10,23,72,64,56,29,76,54
"N00000651",202,4,34,23,11,12,1,3,13,12,11,13,53,50
"N00000652",398,27,18,12,6,30,11,16,80,63,28,32,69,51
"N00000653",227,12,8,7,1,23,5,7,45,33,26,13,32,35
"N00000654",207,8,22,14,8,16,4,4,26,17,25,12,40,41
"N00000655",269,14,37,33,4,15,6,8,53,36,25,10,46,33
"N00000656",185,7,24,11,13,14,4,3,27,19,11,11,39,33
"N00000657",607,27,30,18,12,59,7,20,92,74,70,57,102,96
"N00000658",272,16,15,10,5,23,3,13,45,30,48,22,33,40
"N00000659",296,17,11,6,5,30,5,12,37,32,39,31,46,53
"N00000660",288,8,27,18,9,21,2,6,35,24,27,22,55,69
"N00000661",290,31,15,11,4,26,3,28,45,26,56,9,46,36
"N00000662",274,10,19,13,6,21,3,7,28,36,29,22,53,56
"N00000663",303,25,16,7,9,23,6,19,45,36,54,22,46,36
"N00000664",269,25,9,4,5,21,4,21,34,32,39,20,49,40
"N00000665",330,11,16,9,7,35,2,9,59,30,57,18,57,47
"N00000666",306,5,10,5,5,38,0,5,41,33,52,24,60,43
"N00000667",375,28,20,12,8,62,8,20,57,35,56,23,45,49
"N00000668",247,3,33,20,13,23,1,2,21,22,26,13,45,61
"N00000669",329,14,16,10,6,41,2,12,58,34,45,28,46,47
"N00000670",210,10,16,11,5,11,1,9,18,24,24,14,47,46
"N00000671",163,4,14,12,2,11,1,3,14,19,11,21,37,32
"N00000672",231,9,11,6,5,13,2,7,35,37,19,25,47,35
"N00000673",654,18,46,23,23,56,6,12,89,76,52,68,145,104
"N00000674",226,15,8,3,5,13,2,13,60,38,22,12,35,23
"N00000675",287,30,11,8,3,33,7,23,65,58,36,14,24,16
"N00000676",499,33,29,22,7,32,9,24,97,55,51,35,91,76
"N00000677",230,14,34,22,12,11,2,12,24,23,15,14,50,45
"N00000678",384,15,29,21,8,45,4,11,63,27,72,30,55,48
"N00000679",405,27,14,8,6,52,7,20,71,48,64,33,61,35
"N00000680",291,7,31,22,9,27,2,5,32,37,39,18,54,46
"N00000681",278,13,12,9,3,19,0,13,39,24,48,30,55,38
"N00000682",349,30,22,16,6,33,5,25,63,28,58,29,52,34
"N00000683",277,8,14,12,2,17,0,8,54,28,42,27,45,42
"N00000684",429,22,40,26,14,33,10,12,60,45,69,35,63,62
"N00000685",237,6,35,26,9,17,3,3,18,25,17,21,56,42
"N00000686",355,22,14,8,6,41,2,20,59,32,87,23,40,37
"N00000687",281,9,20,13,7,24,3,6,29,27,46,23,51,52
"N00000688",306,18,16,11,5,18,0,18,56,35,56,27,41,39
"N00000689",290,13,13,11,2,30,1,12,47,31,65,20,41,30
"N00000690",219,9,13,6,7,18,3,6,32,26,16,14,45,46
"N00000691",234,7,30,18,12,20,4,3,21,15,16,15,63,47
"N00000692",188,3,35,25,10,6,2,1,15,13,13,16,48,39
"N00000693",209,7,25,19,6,12,0,7,25,26,11,5,49,49
"N00000694",626,35,52,30,22,72,10,25,110,60,51,42,131,73
"N00000695",386,20,33,20,13,30,4,16,52,48,27,30,87,59
"N00000696",136,7,22,15,7,4,2,5,18,10,7,11,27,30
"N00000697",254,34,9,5,4,23,6,28,59,37,39,11,27,15
"N00000698",332,20,20,17,3,26,6,14,67,49,40,18,39,53
"N00000699",162,3,22,18,4,7,0,3,28,14,9,10,31,38
"N00000700",218,3,25,15,10,17,1,2,21,26,9,18,56,43
"N00000701",150,4,13,9,4,13,1,3,10,17,12,13,36,32
"N00000702",541,36,26,15,11,33,11,25,114,64,54,44,89,81
"N00000703",269,7,19,17,2,22,4,3,44,33,30,18,49,47
"N00000704",487,35,19,14,5,47,13,22,80,67,65,30,84,60
"N00000705",475,38,20,12,8,43,7,31,112,52,57,30,77,46
"N00000706",304,2,24,19,5,23,0,2,29,33,48,27,50,68
"N00000707",270,14,22,12,10,25,3,11,43,28,38,19,48,33
"N00000708",337,12,13,10,3,28,5,7,53,41,72,18,54,46
"N00000709",345,22,16,8,8,31,7,15,60,37,72,16,52,39
"N00000710",240,11,8,2,6,24,2,9,35,27,51,18,45,21
"N00000711",372,27,21,15,6,24,6,21,58,58,29,32,63,60
"N00000712",260,22,10,8,2,22,6,16,40,36,54,18,29,29
"N00000713",314,11,21,15,6,26,2,9,55,31,54,29,48,39
"N00000714",296,17,17,15,2,33,4,13,49,25,65,21,40,29
"N00000715",480,26,13,5,8,41,7,19,105,85,30,41,87,52
"N00000716",685,51,17,11,6,68,13,38,192,114,55,38,94,56
"N00000717",386,36,8,7,1,28,7,29,107,59,40,23,60,25
"N00000718",1354,161,47,25,22,109,21,140,333,224,114,78,166,122
"N00000719",183,22,4,1,3,15,4,18,56,34,13,13,19,7
"N00000720",344,48,11,6,5,34,6,42,107,54,27,9,37,17
"N00000721",335,23,15,7,8,29,2,21,58,44,76,17,38,35
"N00000722",331,10,13,8,5,22,3,7,63,43,53,21,53,53
"N00000723",325,24,21,13,8,32,3,21,46,27,78,17,34,46
"N00000724",335,29,14,9,5,31,8,21,45,50,76,18,29,43
"N00000725",326,20,19,11,8,34,4,16,57,33,73,25,31,34
"N00000726",305,11,24,22,2,23,1,10,43,32,74,14,35,49
"N00000727",199,5,17,11,6,6,0,5,26,21,12,19,41,52
"N00000728",346,25,21,15,6,17,3,22,77,65,42,16,53,30
"N00000729",263,10,10,5,5,36,3,7,48,47,22,19,46,25
"N00000730",244,10,7,5,2,24,3,7,42,34,18,23,47,39
"N00000731",176,3,10,10,0,8,1,2,25,15,11,17,43,44
"N00000732",425,27,18,4,14,23,5,22,96,68,24,34,81,54
"N00000733",245,15,8,4,4,25,5,10,39,40,14,22,57,25
"N00000734",284,3,16,9,7,30,0,3,50,34,25,17,69,40
"N00000735",293,25,12,4,8,31,7,18,53,35,58,15,39,25
"N00000736",265,9,18,12,6,28,1,8,51,27,47,12,36,37
"N00000737",284,26,11,10,1,26,11,15,64,25,49,16,44,23
"N00000738",300,24,15,10,5,24,2,22,58,30,61,15,37,36
"N00000739",338,27,7,3,4,27,4,23,58,42,93,18,37,29
"N00000740",386,39,16,9,7,39,4,35,74,43,71,29,55,20
"N00000741",258,40,5,4,1,8,6,34,78,43,35,15,16,18
"N00000742",194,16,8,4,4,10,3,13,40,33,20,16,22,29
"N00000743",192,6,21,13,8,15,2,4,25,18,8,12,38,49
"N00000744",190,15,5,1,4,11,3,12,31,28,20,18,36,26
"N00000745",343,36,8,6,2,29,14,22,91,55,20,32,40,32
"N00000746",358,14,36,21,15,23,6,8,46,46,26,29,60,78
"N00000747",300,23,12,5,7,19,5,18,77,49,31,12,40,37
"N00000748",330,41,2,2,0,22,10,31,81,63,34,16,51,20
"N00000749",246,9,16,14,2,11,3,6,45,33,21,20,54,37
"N00000750",228,16,16,10,6,12,2,14,44,28,18,23,34,37
"N00000751",333,36,17,9,8,12,4,32,69,61,21,21,54,42
"N00000752",279,24,5,1,4,17,6,18,71,51,28,9,45,29
"N00000753",312,37,4,4,0,27,7,30,71,44,47,19,31,32
"N00000754",312,34,6,2,4,23,7,27,83,46,28,25,39,28
"N00000755",263,30,7,5,2,32,11,19,77,41,14,19,22,21
"N00000756",256,19,8,4,4,15,8,11,55,36,25,22,39,37
"N00000757",296,22,4,1,3,25,10,12,92,49,27,33,30,14
"N00000758",297,11,37,17,20,21,3,8,30,34,18,23,66,57
"N00000759",213,21,5,1,4,29,8,13,46,23,14,19,34,22
"N00000760",192,5,15,9,6,9,1,4,25,12,10,16,49,51
"N00000761",321,15,21,13,8,27,6,9,33,39,27,23,74,62
"N00000762",163,2,17,6,11,4,0,2,21,22,13,14,33,37
"N00000763",298,14,37,18,19,19,3,11,41,38,16,22,67,44
"N00000764",195,10,11,4,7,10,1,9,35,28,25,15,36,25
"N00000765",274,6,28,19,9,22,0,6,26,35,19,22,61,55
"N00000766",520,27,37,23,14,36,6,21,78,71,37,52,96,86
"N00000767",240,12,14,10,4,32,1,11,48,34,12,13,39,36
"N00000768",200,9,13,10,3,17,4,5,34,29,15,15,36,32
"N00000769",307,33,6,1,5,38,7,26,79,46,34,17,37,17
"N00000770",259,32,8,6,2,31,3,29,60,42,28,15,25,18
"N00000771",171,5,18,12,6,3,0,5,25,20,11,17,43,29
"N00000772",317,20,12,8,4,25,5,15,66,42,49,23,49,31
"N00000773",292,25,15,8,7,29,9,16,55,27,28,25,43,45
"N00000774",742,38,48,32,16,58,7,31,110,76,61,87,144,120
"N00000775",217,17,9,6,3,12,4,13,30,20,31,25,41,32
"N00000776",227,3,21,11,10,15,2,1,13,17,15,24,44,75
"N00000777",646,50,34,17,17,46,13,37,127,81,99,36,89,84
"N00000778",311,21,6,3,3,29,4,17,72,37,67,12,39,28
"N00000779",409,31,23,18,5,24,8,23,76,67,58,26,51,53
"N00000780",383,37,14,8,6,33,7,30,82,65,61,17,43,31
"N00000781",377,30,9,6,3,28,5,25,100,78,40,28,43,21
"N00000782",365,36,8,8,0,35,8,28,73,42,79,18,44,30
"N00000783",411,25,22,13,9,34,2,23,68,51,66,27,52,66
"N00000784",304,25,11,7,4,18,6,19,63,35,63,20,34,35
"N00000785",260,14,12,6,6,23,3,11,52,20,49,21,32,37
"N00000786",260,23,10,6,4,21,2,21,51,34,39,13,38,31
"N00000787",306,23,7,7,0,23,1,22,55,42,56,21,37,42
"N00000788",311,26,12,4,8,25,2,24,65,38,57,19,31,38
"N00000789",762,54,45,32,13,64,11,43,118,91,68,86,111,125
"N00000790",393,21,19,16,3,29,1,20,94,52,57,31,48,42
"N00000791",274,32,8,2,6,23,7,25,47,30,30,18,46,40
"N00000792",280,30,13,7,6,30,7,23,71,31,25,24,31,25
"N00000793",337,25,9,7,2,31,8,17,72,37,57,22,49,35
"N00000794",324,30,23,16,7,26,3,27,77,33,58,13,19,45
"N00000795",361,28,6,6,0,29,6,22,77,49,73,23,44,32
"N00000796",245,18,12,8,4,23,6,12,45,29,21,11,41,45
"N00000797",271,15,16,13,3,10,4,11,56,33,34,20,43,44
"N00000798",379,39,13,11,2,37,7,32,76,40,76,17,48,33
"N00000799",355,29,17,7,10,31,8,21,58,50,48,23,54,45
"N00000800",301,39,5,4,1,21,9,30,54,44,58,15,41,24
"N00000801",373,39,12,5,7,36,8,31,114,40,65,12,31,24
"N00000802",208,21,6,5,1,15,7,14,49,26,25,12,30,24
"N00000803",295,25,13,6,7,18,4,21,61,37,43,35,26,37
"N00000804",318,41,7,3,4,18,14,27,78,36,67,17,27,27
"N00000805",259,29,10,6,4,14,6,23,60,32,49,13,24,28
"N00000806",251,9,18,15,3,21,1,8,41,21,27,14,57,43
"N00000807",357,17,13,10,3,42,2,15,63,45,40,23,54,60
"N00000808",167,4,8,6,2,8,1,3,25,19,25,13,32,33
"N00000809",373,19,37,25,12,20,5,14,51,46,41,31,66,62
