"Geography_Code","NM_1553_1_0","NM_1553_1_1","NM_1553_1_2","NM_1553_1_3","NM_1553_1_4","NM_1553_1_5","NM_1553_1_6","NM_1553_1_7","NM_1553_1_8"
"N00001720",122,38,42,21,6,10,5,0,0
"N00001721",117,34,37,19,21,6,0,0,0
"N00001722",148,50,49,21,19,6,3,0,0
"N00001723",127,35,48,27,10,5,2,0,0
"N00001724",105,27,39,20,16,3,0,0,0
"N00001725",117,42,35,21,12,5,2,0,0
"N00001726",119,47,32,19,14,5,1,0,1
"N00001727",114,39,53,13,7,2,0,0,0
"N00001728",137,53,40,27,10,4,3,0,0
"N00001729",136,40,46,30,13,4,3,0,0
"N00001730",133,77,39,11,4,2,0,0,0
"N00001731",125,63,40,11,4,7,0,0,0
"N00001732",351,33,102,68,104,35,7,1,1
"N00001733",120,39,44,14,10,8,2,3,0
"N00001734",120,30,47,16,21,5,1,0,0
"N00001735",125,49,36,19,16,4,1,0,0
"N00001736",199,122,59,9,6,2,1,0,0
"N00001737",168,61,58,29,15,3,1,1,0
"N00001738",133,33,53,23,17,3,3,0,1
"N00001739",145,36,54,26,18,8,3,0,0
"N00001740",292,84,98,51,40,14,4,1,0
"N00001741",116,36,33,23,13,6,4,1,0
"N00001742",109,47,30,15,10,5,2,0,0
"N00001743",122,50,23,21,20,5,2,1,0
"N00001744",128,27,44,27,23,5,2,0,0
"N00001745",117,17,30,33,28,6,3,0,0
"N00001746",118,19,54,24,12,7,1,1,0
"N00001747",297,78,91,54,54,18,2,0,0
"N00001748",148,18,44,31,34,10,7,3,1
"N00001749",120,23,49,13,16,14,4,1,0
"N00001750",115,36,44,13,18,3,1,0,0
"N00001751",116,25,44,17,20,6,2,2,0
"N00001752",128,23,65,21,13,5,1,0,0
"N00001753",137,35,51,26,20,4,1,0,0
"N00001754",130,25,40,25,26,12,2,0,0
"N00001755",131,13,50,27,23,15,2,1,0
"N00001756",131,24,56,23,20,7,1,0,0
"N00001757",119,54,36,8,13,7,1,0,0
"N00001758",132,42,58,16,14,2,0,0,0
"N00001759",121,30,39,16,24,11,1,0,0
"N00001760",389,99,100,62,70,37,16,4,1
"N00001761",118,11,23,21,38,20,5,0,0
"N00001762",133,65,30,15,11,11,1,0,0
"N00001763",545,126,182,90,86,46,14,1,0
"N00001764",128,61,45,13,4,2,3,0,0
"N00001765",470,227,122,50,53,16,2,0,0
"N00001766",128,52,44,15,15,1,1,0,0
"N00001767",110,17,30,38,21,2,1,0,1
"N00001768",114,33,27,22,20,9,3,0,0
"N00001769",120,13,27,32,33,11,4,0,0
"N00001770",89,5,14,10,36,18,6,0,0
"N00001771",142,30,29,22,34,20,4,2,1
"N00001772",118,24,50,25,16,3,0,0,0
"N00001773",106,14,47,16,24,4,1,0,0
"N00001774",128,46,43,18,12,7,2,0,0
"N00001775",119,33,37,18,20,8,2,0,1
"N00001776",122,42,30,21,20,5,4,0,0
"N00001777",136,28,48,26,25,6,2,0,1
"N00001778",114,23,33,21,30,7,0,0,0
"N00001779",118,30,40,22,17,5,4,0,0
"N00001780",248,58,86,50,37,13,2,0,2
"N00001781",126,16,38,23,37,11,1,0,0
"N00001782",124,19,39,20,33,13,0,0,0
"N00001783",134,25,49,24,28,7,1,0,0
"N00001784",129,56,40,18,10,4,0,1,0
"N00001785",136,31,44,27,25,6,3,0,0
"N00001786",135,38,52,24,15,4,2,0,0
"N00001787",130,46,46,19,13,3,2,1,0
"N00001788",126,29,37,23,24,11,2,0,0
"N00001789",152,30,44,25,41,7,3,1,1
"N00001790",132,40,51,15,13,9,3,0,1
"N00001791",155,22,50,21,33,18,10,1,0
"N00001792",97,6,21,21,26,12,7,4,0
"N00001793",143,22,30,28,37,17,7,1,1
"N00001794",374,142,108,48,54,21,1,0,0
"N00001795",122,33,33,19,25,9,2,1,0
"N00001796",130,40,31,23,19,13,4,0,0
"N00001797",148,50,50,22,14,7,3,1,1
"N00001798",147,35,32,26,30,19,4,1,0
"N00001799",125,25,55,16,17,9,3,0,0
"N00001800",128,32,33,20,33,8,1,1,0
"N00001801",133,15,29,28,30,26,3,2,0
"N00001802",126,29,36,31,20,5,4,0,1
"N00001803",123,28,49,23,12,7,4,0,0
"N00001804",135,28,51,22,21,7,4,2,0
"N00001805",368,92,139,61,50,21,3,0,2
"N00001806",128,35,38,26,18,5,4,2,0
"N00001807",110,37,34,20,14,4,0,0,1
"N00001808",107,35,30,21,14,7,0,0,0
"N00001809",111,40,32,16,16,4,2,1,0
"N00001810",120,67,21,18,8,2,3,0,1
"N00001811",102,31,28,18,19,4,2,0,0
"N00001812",213,138,49,10,12,0,3,0,1
"N00001813",100,53,32,4,8,1,1,0,1
"N00001814",352,178,96,45,27,5,1,0,0
"N00001815",128,32,34,21,30,7,2,1,1
"N00001816",235,98,71,35,19,8,3,1,0
"N00001817",112,21,42,20,24,4,1,0,0
"N00001818",109,28,40,17,15,7,0,0,2
"N00001819",137,36,33,19,34,8,5,2,0
"N00001820",149,59,46,23,18,1,1,1,0
"N00001821",296,129,87,36,31,10,2,0,1
"N00001822",132,50,47,17,15,3,0,0,0
"N00001823",171,54,61,27,20,8,1,0,0
"N00001824",117,13,27,26,35,16,0,0,0
"N00001825",103,32,32,19,15,3,2,0,0
"N00001826",120,17,36,25,31,10,1,0,0
"N00001827",118,16,44,17,30,9,0,2,0
"N00001828",107,29,37,21,11,7,2,0,0
"N00001829",104,36,29,16,19,4,0,0,0
"N00001830",146,32,42,33,24,9,5,1,0
"N00001831",117,21,25,31,30,7,3,0,0
"N00001832",113,40,35,19,12,6,1,0,0
"N00001833",167,80,47,18,14,5,3,0,0
"N00001834",105,23,50,20,9,2,1,0,0
"N00001835",128,40,45,19,15,7,1,1,0
"N00001836",122,39,36,24,19,2,1,0,1
"N00001837",119,56,28,21,10,3,1,0,0
"N00001838",127,64,39,9,10,5,0,0,0
"N00001839",168,46,69,25,18,7,3,0,0
"N00001840",112,8,31,21,26,19,7,0,0
"N00001841",142,33,56,22,21,10,0,0,0
"N00001842",124,35,56,23,8,2,0,0,0
"N00001843",134,40,45,15,20,13,1,0,0
"N00001844",127,34,43,25,23,2,0,0,0
"N00001845",123,32,45,22,19,3,1,1,0
"N00001846",125,31,55,20,17,2,0,0,0
"N00001847",120,30,54,6,21,7,2,0,0
"N00001848",118,28,37,23,24,5,1,0,0
"N00001849",125,33,42,20,25,4,1,0,0
"N00001850",261,72,82,43,53,8,2,1,0
"N00001851",116,33,30,22,20,10,1,0,0
"N00001852",125,25,48,25,19,7,0,0,1
"N00001853",142,46,47,14,21,9,3,1,1
"N00001854",127,52,51,20,3,0,1,0,0
"N00001855",135,51,45,20,10,5,2,2,0
"N00001856",117,43,28,20,21,3,1,0,1
"N00001857",129,41,58,15,12,1,1,1,0
"N00001858",110,38,41,17,9,5,0,0,0
"N00001859",125,42,43,27,8,5,0,0,0
"N00001860",112,53,37,9,10,2,1,0,0
"N00001861",114,34,36,23,11,8,2,0,0
"N00001862",146,31,56,20,21,11,5,2,0
"N00001863",138,60,47,15,9,6,0,1,0
"N00001864",142,28,56,21,26,9,2,0,0
"N00001865",243,78,86,43,22,10,4,0,0
"N00001866",114,32,49,16,12,4,1,0,0
"N00001867",147,29,61,24,30,2,1,0,0
"N00001868",132,18,48,22,30,12,2,0,0
"N00001869",121,29,41,25,13,8,3,2,0
"N00001870",127,37,33,26,17,10,4,0,0
"N00001871",138,33,42,27,29,4,2,0,1
"N00001872",113,46,31,9,17,7,3,0,0
"N00001873",280,42,83,63,62,23,4,2,1
"N00001874",129,17,42,26,29,12,2,0,1
"N00001875",134,46,47,20,15,5,1,0,0
"N00001876",133,32,49,25,14,8,4,1,0
"N00001877",128,40,52,17,9,9,1,0,0
"N00001878",127,28,58,20,10,8,1,0,2
"N00001879",137,32,49,22,20,11,2,0,1
"N00001880",118,22,32,37,21,5,0,1,0
"N00001881",414,136,120,75,50,24,7,0,2
"N00001882",117,31,45,17,12,11,1,0,0
"N00001883",116,24,41,26,19,5,0,1,0
"N00001884",125,44,51,10,17,1,2,0,0
"N00001885",129,68,35,17,5,4,0,0,0
"N00001886",139,79,38,12,9,1,0,0,0
"N00001887",133,49,40,20,21,2,1,0,0
"N00001888",141,54,50,19,16,1,0,1,0
"N00001889",108,40,37,15,9,6,1,0,0
"N00001890",254,80,96,40,29,8,0,1,0
"N00001891",156,44,49,27,20,12,2,1,1
"N00001892",130,36,57,20,15,2,0,0,0
"N00001893",117,33,46,19,9,8,2,0,0
"N00001894",155,68,41,22,18,5,0,1,0
"N00001895",157,54,54,26,17,3,2,1,0
"N00001896",279,123,86,41,19,8,2,0,0
"N00001897",128,45,44,15,17,5,2,0,0
"N00001898",128,42,43,25,14,4,0,0,0
"N00001899",126,88,25,6,5,2,0,0,0
"N00001900",129,26,48,20,17,13,4,1,0
"N00001901",134,21,52,21,22,12,4,0,2
"N00001902",142,18,51,22,37,8,5,1,0
"N00001903",125,16,24,24,26,24,10,1,0
"N00001904",103,25,30,18,25,4,1,0,0
"N00001905",113,28,44,20,16,4,0,1,0
"N00001906",126,29,52,20,18,5,1,1,0
"N00001907",135,35,44,25,24,5,2,0,0
"N00001908",144,50,48,21,17,5,2,1,0
"N00001909",119,19,41,19,29,9,2,0,0
"N00001910",119,2,34,29,42,11,1,0,0
"N00001911",120,34,39,23,12,11,1,0,0
"N00001912",199,80,60,33,16,8,2,0,0
"N00001913",124,39,50,9,17,8,1,0,0
"N00001914",129,33,48,24,19,4,1,0,0
"N00001915",281,88,99,41,32,14,6,0,1
"N00001916",124,45,41,21,10,5,2,0,0
"N00001917",121,33,44,19,17,6,2,0,0
"N00001918",113,40,36,19,13,3,1,1,0
"N00001919",126,27,42,25,26,2,4,0,0
"N00001920",136,31,50,30,22,1,1,1,0
"N00001921",115,29,41,30,9,4,0,1,1
"N00001922",135,51,32,28,19,5,0,0,0
"N00001923",135,84,24,13,9,3,1,0,1
"N00001924",142,31,47,30,21,11,1,1,0
"N00001925",118,30,45,24,15,3,1,0,0
"N00001926",138,48,40,21,18,9,2,0,0
"N00001927",104,34,40,15,9,6,0,0,0
"N00001928",120,59,28,21,8,2,2,0,0
"N00001929",180,48,59,33,28,9,3,0,0
"N00001930",109,43,27,15,15,7,2,0,0
"N00001931",112,32,40,15,18,5,1,1,0
"N00001932",117,28,49,16,17,6,1,0,0
"N00001933",123,30,44,24,23,2,0,0,0
"N00001934",125,41,52,16,10,4,2,0,0
"N00001935",128,32,34,23,20,14,4,1,0
"N00001936",123,34,45,10,24,7,2,1,0
"N00001937",126,46,31,21,13,9,6,0,0
"N00001938",133,41,44,21,18,7,2,0,0
"N00001939",130,45,41,27,15,2,0,0,0
"N00001940",144,36,49,25,24,7,2,1,0
"N00001941",126,39,44,19,20,4,0,0,0
"N00001942",158,16,60,37,29,11,4,0,1
"N00001943",155,36,51,24,22,8,11,2,1
"N00001944",130,24,51,17,21,6,8,1,2
"N00001945",152,27,46,29,26,17,7,0,0
"N00001946",132,31,44,21,20,10,4,0,2
"N00001947",165,33,51,33,30,6,7,4,1
"N00001948",87,29,24,14,7,11,0,2,0
"N00001949",296,85,110,46,38,13,4,0,0
"N00001950",114,52,30,17,9,5,1,0,0
"N00001951",104,28,44,13,14,4,1,0,0
"N00001952",125,41,49,22,7,5,0,0,1
"N00001953",111,59,32,8,8,3,1,0,0
"N00001954",99,18,43,13,15,9,1,0,0
"N00001955",138,57,50,15,7,5,3,1,0
"N00001956",90,26,30,21,8,4,1,0,0
"N00001957",113,25,39,20,19,6,3,1,0
"N00001958",136,44,38,27,15,9,1,2,0
"N00001959",119,40,42,20,10,5,2,0,0
"N00001960",138,46,48,18,13,9,3,1,0
"N00001961",146,29,35,26,41,13,1,1,0
"N00001962",88,22,38,11,11,4,1,0,1
"N00001963",73,27,21,13,8,3,0,0,1
"N00001964",120,40,39,23,12,2,4,0,0
"N00001965",129,34,48,21,20,5,1,0,0
"N00001966",163,31,58,30,25,17,2,0,0
"N00001967",168,33,49,29,39,15,2,1,0
"N00001968",150,47,54,23,16,8,2,0,0
"N00001969",240,82,88,31,21,13,4,1,0
"N00001970",123,32,43,23,19,6,0,0,0
"N00001971",165,39,56,33,27,8,2,0,0
"N00001972",141,42,50,17,24,6,2,0,0
"N00001973",188,101,60,14,9,2,2,0,0
"N00001974",101,49,34,14,1,2,1,0,0
"N00001975",138,56,38,18,17,6,1,2,0
"N00001976",223,110,69,16,14,9,5,0,0
"N00001977",108,38,32,19,11,4,2,0,2
"N00001978",134,43,50,23,12,4,1,1,0
"N00001979",124,41,45,19,12,4,3,0,0
"N00001980",120,28,32,23,23,10,3,1,0
"N00001981",136,95,25,7,6,3,0,0,0
"N00001982",305,80,96,51,52,22,3,0,1
"N00001983",127,48,40,21,15,2,1,0,0
"N00001984",133,38,35,25,20,9,4,1,1
"N00001985",118,56,26,20,9,5,2,0,0
"N00001986",175,59,56,31,23,5,1,0,0
"N00001987",151,27,53,31,28,10,2,0,0
"N00001988",143,31,55,35,16,3,2,1,0
"N00001989",129,24,38,26,21,15,4,1,0
"N00001990",110,33,31,27,11,7,1,0,0
"N00001991",135,31,53,28,17,5,1,0,0
"N00001992",132,61,34,18,12,6,1,0,0
"N00001993",117,50,36,13,9,5,1,3,0
"N00001994",131,29,36,29,21,13,3,0,0
"N00001995",138,44,35,32,17,6,3,0,1
"N00001996",126,29,46,25,14,7,3,2,0
"N00001997",145,33,48,29,24,10,1,0,0
"N00001998",110,39,37,17,14,2,1,0,0
"N00001999",409,89,94,90,92,38,3,2,1
"N00002000",128,22,56,19,14,12,3,2,0
"N00002001",137,27,42,32,19,10,6,1,0
"N00002002",116,26,46,16,11,14,3,0,0
"N00002003",113,22,45,20,14,9,3,0,0
"N00002004",144,39,38,28,27,9,3,0,0
"N00002005",97,40,39,9,4,5,0,0,0
"N00002006",119,43,49,13,7,7,0,0,0
"N00002007",113,43,50,7,8,4,1,0,0
"N00002008",273,96,85,40,25,18,9,0,0
"N00002009",135,49,39,21,17,9,0,0,0
"N00002010",155,20,55,23,25,19,9,2,2
"N00002011",177,39,35,30,27,30,11,1,4
"N00002012",164,47,26,29,25,18,12,5,2
"N00002013",123,33,35,25,15,12,2,0,1
"N00002014",356,62,133,62,60,20,16,2,1
"N00002015",126,42,39,23,12,7,2,0,1
"N00002016",115,41,37,20,11,3,3,0,0
"N00002017",127,31,53,17,18,5,3,0,0
"N00002018",573,162,204,77,84,39,3,1,3
"N00002019",122,50,38,17,10,6,1,0,0
"N00002020",123,30,43,17,24,8,1,0,0
"N00002021",150,28,41,14,36,19,10,2,0
"N00002022",146,34,55,17,23,12,4,1,0
"N00002023",153,23,53,21,26,20,10,0,0
"N00002024",159,25,41,36,25,18,12,1,1
"N00002025",121,63,32,13,8,2,2,1,0
"N00002026",168,33,59,41,20,9,4,2,0
"N00002027",105,31,40,12,14,3,2,2,1
"N00002028",430,79,113,84,103,44,6,1,0
"N00002029",229,61,61,49,43,12,1,2,0
"N00002030",120,19,43,26,19,10,2,0,1
"N00002031",123,22,31,28,30,10,2,0,0
"N00002032",194,39,70,36,35,12,2,0,0
"N00002033",105,27,35,26,12,4,1,0,0
"N00002034",120,22,40,30,21,6,1,0,0
"N00002035",136,28,49,33,18,4,4,0,0
"N00002036",136,28,44,37,18,3,3,2,1
"N00002037",184,19,60,27,51,16,7,4,0
"N00002038",157,39,53,29,22,11,2,1,0
"N00002039",126,40,36,21,19,7,2,0,1
"N00002040",125,21,47,23,19,9,5,1,0
"N00002041",121,24,37,15,21,17,6,1,0
"N00002042",123,35,58,15,7,5,3,0,0
"N00002043",141,45,44,19,22,7,4,0,0
"N00002044",272,99,104,41,18,7,3,0,0
"N00002045",133,29,51,20,22,11,0,0,0
"N00002046",110,19,55,15,14,4,2,1,0
"N00002047",122,61,38,12,7,3,1,0,0
"N00002048",107,58,23,15,5,3,3,0,0
"N00002049",117,49,47,13,4,4,0,0,0
"N00002050",104,54,29,11,6,4,0,0,0
"N00002051",249,129,70,27,14,6,3,0,0
"N00002052",108,43,29,19,10,4,1,2,0
"N00002053",109,42,35,15,12,3,2,0,0
"N00002054",161,30,55,30,27,10,6,2,1
"N00002055",166,38,41,31,21,19,13,1,2
"N00002056",167,28,59,29,27,18,5,1,0
"N00002057",139,29,41,16,31,15,4,1,2
"N00002058",191,36,39,30,40,24,16,2,4
"N00002059",126,59,33,13,13,7,1,0,0
"N00002060",430,231,113,42,25,15,3,0,1
"N00002061",307,123,91,35,34,20,4,0,0
"N00002062",112,51,35,7,13,4,2,0,0
"N00002063",129,24,54,15,12,21,2,0,1
"N00002064",293,83,106,45,29,24,4,2,0
"N00002065",105,27,33,21,14,7,0,3,0
"N00002066",125,35,45,12,18,8,3,2,2
"N00002067",372,100,89,69,63,40,11,0,0
"N00002068",104,31,38,17,7,7,2,1,1
"N00002069",162,35,53,25,33,10,5,1,0
"N00002070",422,95,125,81,76,30,13,2,0
"N00002071",136,31,61,18,18,7,1,0,0
"N00002072",113,28,36,24,17,5,2,1,0
"N00002073",119,44,33,23,13,5,1,0,0
"N00002074",324,62,119,63,57,15,8,0,0
"N00002075",130,21,44,21,31,12,1,0,0
"N00002076",104,39,32,13,16,4,0,0,0
"N00002077",108,33,45,17,10,3,0,0,0
"N00002078",119,33,46,22,15,3,0,0,0
"N00002079",289,98,97,43,33,11,5,1,1
"N00002080",131,37,48,19,12,10,3,1,1
"N00002081",129,51,42,15,9,8,2,2,0
"N00002082",294,70,88,59,45,26,6,0,0
"N00002083",130,30,51,22,12,13,2,0,0
"N00002084",171,32,68,34,25,9,2,0,1
"N00002085",208,26,82,33,45,14,6,2,0
"N00002086",177,17,84,30,27,16,2,1,0
"N00002087",123,70,27,11,8,6,1,0,0
"N00002088",143,45,42,28,18,9,1,0,0
"N00002089",136,24,51,25,17,12,5,1,1
"N00002090",154,31,36,18,34,21,12,2,0
"N00002091",314,63,75,47,58,47,14,8,2
"N00002092",177,38,47,31,28,22,8,2,1
"N00002093",191,40,41,31,31,31,16,1,0
"N00002094",277,77,80,55,43,15,4,2,1
"N00002095",155,32,34,23,35,16,11,3,1
"N00002096",161,31,52,26,28,17,5,2,0
"N00002097",129,24,42,19,24,15,5,0,0
"N00002098",132,32,35,13,21,20,7,2,2
"N00002099",139,27,29,24,30,18,7,2,2
"N00002100",147,28,28,20,24,23,18,6,0
"N00002101",153,23,24,25,27,32,18,3,1
"N00002102",133,20,34,17,25,18,14,4,1
"N00002103",267,41,73,58,48,33,13,0,1
"N00002104",114,34,35,22,11,8,3,0,1
"N00002105",149,33,42,30,26,9,6,0,3
"N00002106",118,23,33,29,19,10,3,1,0
"N00002107",172,25,42,34,39,23,7,2,0
"N00002108",154,32,47,35,18,16,4,2,0
"N00002109",162,30,30,29,33,28,9,3,0
"N00002110",175,41,35,28,40,18,10,2,1
"N00002111",155,30,24,23,38,21,10,4,5
"N00002112",144,24,36,20,25,24,13,2,0
"N00002113",167,28,40,27,38,21,9,2,2
"N00002114",145,46,41,16,26,11,4,1,0
"N00002115",111,38,41,15,7,6,3,0,1
"N00002116",118,37,41,26,7,4,3,0,0
"N00002117",119,27,33,24,22,8,5,0,0
"N00002118",135,21,40,23,30,14,4,2,1
"N00002119",109,30,34,17,19,4,3,1,1
"N00002120",110,35,35,16,14,9,0,1,0
"N00002121",149,27,38,26,31,17,7,2,1
"N00002122",157,27,39,18,30,21,17,3,2
"N00002123",148,28,28,31,32,21,5,3,0
"N00002124",118,22,34,24,19,11,5,1,2
"N00002125",481,108,159,71,66,53,19,3,2
"N00002126",170,30,60,23,33,16,7,1,0
"N00002127",316,77,113,51,43,15,13,1,3
"N00002128",321,93,113,45,51,12,5,1,1
"N00002129",460,186,136,63,41,27,6,0,1
"N00002130",166,51,54,26,19,10,5,0,1
"N00002131",136,19,40,20,26,24,6,1,0
"N00002132",111,24,23,9,15,22,15,1,2
"N00002133",172,35,41,27,38,26,4,0,1
"N00002134",121,34,26,16,23,15,7,0,0
"N00002135",159,35,27,20,32,31,12,2,0
"N00002136",149,64,39,27,12,4,2,1,0
"N00002137",112,17,47,27,14,7,0,0,0
"N00002138",132,44,38,29,9,10,1,1,0
"N00002139",245,42,59,42,63,27,10,2,0
"N00002140",113,26,42,20,15,9,1,0,0
"N00002141",120,57,41,7,10,4,1,0,0
"N00002142",111,53,25,20,9,3,1,0,0
"N00002143",146,32,30,20,30,19,15,0,0
"N00002144",190,47,41,25,40,20,9,7,1
"N00002145",144,23,29,21,30,20,17,2,2
"N00002146",143,39,43,22,14,15,9,0,1
"N00002147",153,48,38,26,23,13,2,1,2
"N00002148",134,24,33,31,20,17,6,2,1
"N00002149",143,31,34,25,27,14,6,3,3
"N00002150",133,27,48,24,22,11,1,0,0
"N00002151",103,18,33,17,22,8,3,2,0
"N00002152",129,43,47,19,9,6,5,0,0
"N00002153",143,20,45,19,32,12,13,1,1
"N00002154",132,26,39,18,24,16,5,2,2
"N00002155",152,25,23,28,32,25,13,6,0
"N00002156",143,38,43,23,18,14,6,1,0
"N00002157",133,52,40,18,15,3,4,1,0
"N00002158",139,23,27,27,27,26,5,3,1
"N00002159",160,22,34,27,28,32,10,6,1
"N00002160",125,20,32,24,25,15,7,2,0
"N00002161",148,25,34,16,34,22,13,3,1
"N00002162",143,29,29,22,22,25,11,4,1
"N00002163",206,47,65,31,38,18,6,0,1
"N00002164",126,43,35,22,15,8,3,0,0
"N00002165",118,19,23,30,17,19,7,2,1
"N00002166",123,23,35,28,20,12,4,1,0
"N00002167",149,57,43,14,19,11,4,0,1
"N00002168",110,26,28,26,16,13,1,0,0
"N00002169",183,56,54,29,20,18,6,0,0
"N00002170",128,40,37,20,20,7,4,0,0
"N00002171",161,18,37,30,41,27,6,2,0
"N00002172",192,28,43,30,48,31,9,2,1
"N00002173",148,21,32,37,24,24,8,1,1
"N00002174",173,34,41,26,33,26,9,4,0
"N00002175",249,41,69,50,47,30,9,3,0
"N00002176",178,23,46,26,48,27,7,0,1
"N00002177",183,22,41,35,45,24,12,0,4
"N00002178",167,26,35,40,41,17,7,1,0
"N00002179",139,41,48,23,14,9,3,1,0
"N00002180",105,46,36,15,4,4,0,0,0
"N00002181",243,34,68,51,60,25,4,1,0
"N00002182",136,31,43,25,20,12,5,0,0
"N00002183",162,97,42,13,8,2,0,0,0
"N00002184",130,74,31,19,5,0,0,1,0
"N00002185",217,111,56,25,16,6,2,1,0
"N00002186",116,51,31,21,9,4,0,0,0
"N00002187",119,31,32,40,11,4,0,1,0
"N00002188",108,60,26,11,10,1,0,0,0
"N00002189",108,30,49,14,11,3,1,0,0
"N00002190",217,60,68,47,26,7,6,3,0
"N00002191",101,46,25,12,12,3,3,0,0
"N00002192",196,46,71,40,22,11,3,2,1
"N00002193",115,52,31,10,15,5,2,0,0
"N00002194",120,65,26,18,8,2,1,0,0
"N00002195",127,44,37,15,15,8,7,1,0
"N00002196",204,32,66,40,36,21,8,0,1
"N00002197",212,25,52,51,52,26,5,1,0
"N00002198",118,34,36,21,18,6,2,1,0
"N00002199",122,24,42,27,21,4,4,0,0
"N00002200",161,46,47,28,25,8,3,3,1
"N00002201",120,55,34,14,9,5,3,0,0
"N00002202",153,27,52,26,28,12,7,1,0
"N00002203",421,95,127,81,79,33,6,0,0
"N00002204",156,29,54,22,35,11,2,3,0
"N00002205",249,37,45,42,80,38,7,0,0
"N00002206",129,33,38,26,26,3,2,1,0
"N00002207",118,30,37,26,14,6,4,1,0
"N00002208",123,36,43,13,9,10,7,1,4
"N00002209",122,17,40,23,24,13,3,0,2
"N00002210",136,20,35,28,28,19,6,0,0
"N00002211",131,59,40,22,8,2,0,0,0
"N00002212",107,27,39,20,14,6,0,0,1
"N00002213",278,46,88,52,58,27,4,3,0
"N00002214",138,27,48,29,23,10,1,0,0
"N00002215",120,39,39,23,11,7,1,0,0
"N00002216",124,39,45,25,11,3,1,0,0
"N00002217",111,39,38,20,10,4,0,0,0
"N00002218",109,37,43,12,12,2,3,0,0
"N00002219",114,47,38,18,8,3,0,0,0
"N00002220",176,41,53,47,25,8,2,0,0
"N00002221",197,58,72,34,22,10,1,0,0
"N00002222",120,44,32,16,17,8,3,0,0
"N00002223",71,34,23,5,5,2,1,1,0
"N00002224",89,36,23,13,12,3,1,0,1
"N00002225",193,113,46,19,10,2,2,1,0
"N00002226",99,29,37,17,10,5,1,0,0
"N00002227",112,38,38,17,13,4,2,0,0
"N00002228",120,48,29,24,13,6,0,0,0
"N00002229",340,71,71,75,69,34,15,3,2
"N00002230",120,46,31,19,8,10,4,1,1
"N00002231",145,51,38,26,16,6,7,1,0
"N00002232",324,97,101,60,37,23,5,1,0
"N00002233",140,57,34,22,15,11,1,0,0
"N00002234",120,54,30,22,6,6,2,0,0
"N00002235",137,54,33,26,12,8,1,2,1
"N00002236",328,186,74,33,21,9,5,0,0
"N00002237",123,28,31,26,25,7,5,1,0
"N00002238",98,20,29,22,15,6,4,1,1
"N00002239",108,39,31,18,15,3,2,0,0
"N00002240",145,57,37,23,17,7,3,0,1
"N00002241",116,44,38,20,10,3,1,0,0
"N00002242",113,37,30,23,9,10,4,0,0
"N00002243",122,68,20,14,10,8,2,0,0
"N00002244",114,37,28,20,6,18,4,0,1
"N00002245",128,89,33,2,3,1,0,0,0
"N00002246",150,20,42,27,31,23,6,1,0
"N00002247",146,21,39,22,32,21,6,3,2
"N00002248",248,40,52,49,63,31,11,2,0
"N00002249",179,12,47,29,47,33,10,1,0
"N00002250",115,18,25,25,33,8,6,0,0
"N00002251",136,27,30,34,27,11,7,0,0
"N00002252",264,35,59,47,47,48,25,1,2
"N00002253",129,19,32,27,19,20,7,4,1
"N00002254",197,40,68,29,33,14,11,2,0
"N00002255",177,32,38,37,42,17,8,1,2
"N00002256",166,19,54,29,44,12,7,1,0
"N00002257",140,38,47,22,24,6,3,0,0
"N00002258",126,25,41,22,24,9,5,0,0
"N00002259",153,43,56,28,18,6,2,0,0
"N00002260",299,53,100,69,55,16,5,1,0
"N00002261",225,20,70,44,61,19,9,1,1
"N00002262",156,32,43,33,27,14,4,1,2
"N00002263",159,23,45,22,46,15,7,1,0
"N00002264",257,48,80,53,41,23,6,2,4
"N00002265",216,29,68,56,38,20,3,1,1
"N00002266",108,28,31,18,15,10,6,0,0
"N00002267",172,35,50,37,26,16,4,2,2
"N00002268",290,64,80,64,43,26,8,3,2
"N00002269",117,27,28,30,21,5,4,1,1
"N00002270",120,21,34,23,25,10,5,2,0
"N00002271",113,28,24,20,17,17,6,0,1
"N00002272",99,22,26,26,14,5,4,1,1
"N00002273",214,38,69,36,48,18,4,1,0
"N00002274",98,26,28,24,10,5,4,0,1
"N00002275",103,28,32,23,13,4,2,0,1
"N00002276",124,30,48,20,18,7,1,0,0
"N00002277",194,51,51,48,19,17,4,2,2
"N00002278",137,45,39,18,23,8,3,0,1
"N00002279",111,59,24,16,10,2,0,0,0
"N00002280",116,32,34,23,16,11,0,0,0
"N00002281",127,14,41,27,17,16,4,2,6
"N00002282",114,48,22,16,12,9,6,1,0
"N00002283",106,26,33,21,17,5,3,0,1
"N00002284",128,44,34,23,19,8,0,0,0
"N00002285",128,15,29,28,30,17,5,4,0
"N00002286",127,18,46,29,16,10,8,0,0
"N00002287",122,28,45,23,13,10,2,1,0
"N00002288",118,36,37,21,8,9,6,0,1
"N00002289",107,32,38,19,13,5,0,0,0
"N00002290",238,119,68,22,23,3,2,0,1
"N00002291",227,104,69,29,16,5,4,0,0
"N00002292",118,33,33,23,14,9,5,1,0
"N00002293",113,44,38,19,8,3,0,1,0
"N00002294",123,34,46,18,15,8,2,0,0
"N00002295",137,33,56,16,21,9,2,0,0
"N00002296",143,35,47,32,24,3,2,0,0
"N00002297",124,23,45,18,23,14,1,0,0
"N00002298",137,59,41,21,9,5,2,0,0
