"Geography_Code","NM_1538_1_0","NM_1538_1_1","NM_1538_1_10","NM_1538_1_11","NM_1538_1_12","NM_1538_1_13","NM_1538_1_14","NM_1538_1_15","NM_1538_1_16","NM_1538_1_17","NM_1538_1_18","NM_1538_1_19","NM_1538_1_2","NM_1538_1_20","NM_1538_1_21","NM_1538_1_22","NM_1538_1_23","NM_1538_1_24","NM_1538_1_25","NM_1538_1_26","NM_1538_1_3","NM_1538_1_4","NM_1538_1_5","NM_1538_1_6","NM_1538_1_7","NM_1538_1_8","NM_1538_1_9"
"N00002142",111,53,8,0,7,1,5,1,0,19,8,3,18,8,4,1,0,0,0,3,35,54,5,23,7,2,6
"N00002143",146,32,18,0,1,0,0,1,0,12,1,7,14,4,11,3,3,0,3,2,18,103,7,83,17,18,30
"N00002144",190,47,20,0,10,6,0,3,1,23,9,7,15,7,17,4,3,0,2,8,32,126,2,91,15,18,38
"N00002145",144,23,19,0,7,3,2,2,0,12,3,1,13,8,11,1,2,0,3,5,10,110,6,85,9,20,37
"N00002146",143,39,14,0,6,4,0,1,1,10,1,1,18,8,13,2,3,0,4,4,21,91,12,63,14,12,23
"N00002147",153,48,9,0,4,2,0,2,0,37,8,11,12,18,12,2,4,0,0,6,36,93,4,48,9,11,19
"N00002148",134,24,28,0,4,2,0,2,0,16,3,3,15,10,7,0,2,0,1,4,9,103,8,75,11,15,21
"N00002149",143,31,14,0,7,2,1,4,0,9,3,0,16,6,8,2,4,0,0,2,15,104,11,77,16,16,31
"N00002150",133,27,13,0,4,0,3,1,0,12,3,5,10,4,7,2,1,0,1,3,17,99,22,61,17,9,22
"N00002151",103,18,14,0,3,1,1,1,0,13,2,4,11,7,14,5,1,0,3,5,7,71,12,43,9,11,9
"N00002152",129,43,10,0,5,3,1,0,1,18,6,3,14,9,6,1,0,0,0,5,29,80,14,43,15,5,13
"N00002153",143,20,25,0,5,2,0,2,1,14,3,2,13,9,7,0,3,0,1,3,7,116,12,85,21,16,23
"N00002154",132,26,17,0,3,1,1,1,0,18,4,4,12,10,3,1,0,0,0,2,14,103,15,67,15,6,29
"N00002155",152,25,29,0,2,1,0,0,1,12,2,6,13,4,7,3,3,0,0,1,12,120,7,99,14,15,41
"N00002156",143,38,17,0,10,4,2,4,0,29,11,6,19,12,10,3,1,0,0,6,19,95,9,47,12,6,12
"N00002157",133,52,10,0,4,2,1,1,0,37,18,10,12,9,10,2,2,0,2,4,40,71,4,26,5,3,8
"N00002158",139,23,27,0,2,2,0,0,0,8,0,1,5,7,10,5,2,0,0,3,18,106,11,85,7,11,40
"N00002159",160,22,15,0,3,1,1,1,0,17,1,3,10,13,13,2,5,0,0,6,12,125,6,99,13,24,47
"N00002160",125,20,13,0,5,4,1,0,0,19,4,2,13,13,10,2,3,0,2,3,7,95,6,65,9,14,29
"N00002161",148,25,23,0,2,1,0,1,0,13,2,4,13,7,11,1,5,0,0,5,12,112,8,89,14,12,40
"N00002162",143,29,21,0,5,2,0,3,0,11,6,1,15,4,15,4,8,0,1,2,14,99,6,77,11,16,29
"N00002163",206,47,11,0,10,4,2,4,0,39,17,10,8,12,16,4,5,0,1,6,39,143,3,91,34,13,33
"N00002164",126,43,16,0,4,3,1,0,0,23,7,3,18,13,7,0,1,0,0,6,25,76,5,44,10,7,11
"N00002165",118,19,11,0,1,0,0,1,0,23,6,8,4,9,9,4,1,0,0,4,15,90,4,62,6,16,29
"N00002166",123,23,21,0,3,1,0,1,1,20,5,5,12,10,8,0,3,0,0,5,11,92,11,58,13,9,15
"N00002167",149,57,11,0,13,6,1,4,2,14,6,2,37,6,12,3,1,1,1,6,20,80,14,39,9,3,16
"N00002168",110,26,20,0,3,1,1,1,0,13,2,3,11,8,8,1,0,1,1,5,15,76,6,54,11,9,14
"N00002169",183,56,15,0,10,9,1,0,0,32,13,7,22,12,28,1,5,0,2,20,34,99,11,46,9,8,14
"N00002170",128,40,15,0,8,5,0,2,1,22,5,7,15,10,6,3,0,0,0,3,25,82,10,42,8,6,13
"N00002171",161,18,29,0,7,4,1,2,0,11,2,1,7,8,8,1,1,0,1,5,11,135,9,108,14,21,44
"N00002172",192,28,16,0,11,4,5,1,1,16,6,3,7,7,16,3,6,0,1,6,21,148,7,114,19,21,58
"N00002173",148,21,24,0,3,1,1,1,0,11,1,3,12,7,9,2,3,0,1,3,9,118,10,94,15,21,34
"N00002174",173,34,20,0,5,2,0,3,0,10,3,4,15,3,11,1,4,0,2,4,19,128,16,97,18,16,43
"N00002175",249,41,25,0,25,12,5,6,2,32,10,11,15,11,10,2,2,0,1,5,26,198,18,123,25,17,56
"N00002176",178,23,27,0,16,8,2,5,1,21,10,4,9,7,7,3,1,0,0,3,14,148,10,101,15,16,43
"N00002177",183,22,28,0,7,2,1,3,1,15,2,3,10,10,9,3,3,0,1,2,12,152,10,120,17,22,53
"N00002178",167,26,26,0,10,5,2,3,0,18,5,6,15,7,9,2,0,0,3,4,11,132,8,96,10,20,40
"N00002179",139,41,6,0,15,12,3,0,0,15,4,3,18,8,12,0,3,0,0,9,23,86,6,50,18,9,17
"N00002180",105,46,4,0,11,8,2,1,0,11,5,1,12,5,10,1,0,0,0,9,34,49,6,21,10,4,3
"N00002181",243,34,14,1,16,7,5,4,0,34,18,10,9,6,10,2,4,0,0,4,25,199,9,139,30,26,69
"N00002182",136,31,27,0,0,0,0,0,0,9,2,1,19,6,11,2,2,0,1,6,12,94,18,67,14,9,17
"N00002183",162,97,0,0,10,7,2,0,1,12,10,0,26,2,17,2,1,0,0,14,71,48,4,22,12,6,4
"N00002184",130,74,10,0,8,5,3,0,0,17,8,3,29,6,7,2,0,0,0,5,45,49,5,19,5,2,2
"N00002185",217,111,4,0,20,14,4,1,1,23,13,3,38,7,28,2,7,0,2,17,73,78,6,29,10,10,5
"N00002186",116,51,2,0,10,5,3,2,0,23,11,6,17,6,12,2,1,0,0,9,34,53,3,17,4,6,5
"N00002187",119,31,3,1,14,0,11,3,0,17,5,4,12,8,10,1,1,0,0,8,19,78,7,39,14,18,4
"N00002188",108,60,2,0,8,5,2,1,0,11,5,4,38,2,5,0,1,0,0,4,22,43,5,19,7,3,7
"N00002189",108,30,4,0,7,7,0,0,0,27,10,8,14,9,4,3,1,0,0,0,16,74,20,20,4,4,8
"N00002190",217,60,6,0,30,12,6,12,0,56,30,17,11,9,10,1,2,0,0,7,49,147,3,58,15,21,16
"N00002191",101,46,4,0,3,2,1,0,0,16,4,7,23,5,6,3,0,0,1,2,23,49,2,28,13,4,7
"N00002192",196,46,14,0,12,9,2,1,0,25,12,7,18,6,13,2,0,0,0,11,28,137,18,82,24,18,26
"N00002193",115,52,3,0,2,0,0,2,0,17,7,4,23,6,6,2,1,0,0,3,29,57,7,31,12,6,10
"N00002194",120,65,8,0,10,5,2,1,2,17,8,3,26,6,4,1,1,0,0,2,39,51,2,22,6,3,5
"N00002195",127,44,7,0,8,4,3,1,0,15,8,3,14,4,8,2,1,0,1,4,30,75,10,42,10,5,20
"N00002196",204,32,16,0,21,12,6,3,0,28,9,9,17,10,15,4,3,0,1,7,15,157,15,93,20,18,39
"N00002197",212,25,20,0,26,9,8,8,1,30,15,12,8,3,14,4,6,0,0,4,17,173,6,111,25,22,44
"N00002198",118,34,12,0,5,2,2,1,0,25,7,6,22,12,9,4,1,0,1,3,12,75,6,39,11,6,10
"N00002199",122,24,18,0,7,3,2,2,0,36,11,9,8,16,10,4,1,0,0,5,16,88,6,39,8,5,8
"N00002200",161,46,15,0,7,6,1,0,0,29,9,10,22,10,27,10,5,0,4,8,24,88,7,45,13,7,10
"N00002201",120,55,3,0,5,3,1,1,0,27,4,4,27,19,5,0,1,0,0,4,28,60,6,22,7,3,9
"N00002202",153,27,16,0,9,3,3,2,1,32,8,6,17,18,15,5,2,0,2,6,10,111,12,58,12,12,18
"N00002203",421,95,56,1,16,10,5,1,0,33,9,11,42,13,13,4,2,0,2,5,53,313,28,235,67,41,71
"N00002204",156,29,21,0,4,2,1,1,0,10,1,4,13,5,10,5,2,0,1,2,16,117,16,87,27,10,29
"N00002205",249,37,17,0,5,3,2,0,0,17,6,10,12,1,10,1,5,0,0,4,25,202,9,171,27,32,95
"N00002206",129,33,14,0,6,3,2,1,0,11,3,6,14,2,4,0,0,0,0,4,19,92,9,66,22,12,18
"N00002207",118,30,13,0,4,2,0,1,1,16,6,3,10,7,7,4,2,0,0,1,20,81,8,53,18,11,11
"N00002208",123,36,8,0,3,2,0,1,0,16,4,5,15,7,8,1,4,0,0,3,21,79,13,47,17,6,16
"N00002209",122,17,13,0,8,3,1,1,3,18,8,2,5,8,6,1,3,0,0,2,12,99,6,67,17,7,30
"N00002210",136,20,22,0,3,0,2,1,0,10,2,3,7,5,6,2,1,0,0,3,13,110,9,88,18,21,27
"N00002211",131,59,12,0,6,3,2,0,1,22,10,4,17,8,5,1,1,0,0,3,42,67,7,32,12,2,6
"N00002212",107,27,9,0,7,4,1,1,1,16,7,6,13,3,5,1,1,0,1,2,14,75,7,45,18,4,14
"N00002213",278,46,19,0,30,16,7,6,1,48,16,23,17,9,20,3,10,0,0,7,29,212,23,111,28,22,42
"N00002214",138,27,12,0,6,0,3,2,1,12,1,6,13,5,6,1,1,0,1,3,14,105,16,71,24,14,21
"N00002215",120,39,15,0,4,2,0,2,0,16,7,2,18,7,5,1,2,0,0,2,21,76,17,39,9,10,5
"N00002216",124,39,14,0,8,3,3,1,1,20,10,3,18,7,2,1,0,0,0,1,21,83,9,46,17,9,6
"N00002217",111,39,12,0,7,5,1,1,0,8,3,4,26,1,6,0,0,0,2,4,13,66,12,39,14,7,6
"N00002218",109,37,4,0,3,1,1,1,0,12,7,1,18,4,6,0,1,1,1,3,19,66,13,38,18,5,11
"N00002219",114,47,9,0,4,2,1,1,0,20,7,3,21,10,7,2,0,1,2,2,26,60,10,26,7,6,4
"N00002220",176,41,15,0,14,4,5,5,0,28,16,9,12,3,14,5,1,0,1,7,29,121,7,72,24,18,15
"N00002221",197,58,13,0,14,4,4,5,1,42,13,11,32,18,16,2,1,0,1,12,26,123,28,39,8,6,12
"N00002222",120,44,3,0,10,3,0,5,2,26,12,7,13,7,17,1,2,0,0,14,31,59,4,19,4,7,5
"N00002223",71,34,1,0,4,2,1,1,0,10,7,1,14,2,4,0,1,0,0,3,20,33,5,14,6,2,5
"N00002224",89,36,1,0,4,2,2,0,0,17,9,4,13,4,11,4,1,0,1,5,23,42,3,18,6,5,6
"N00002225",193,113,4,0,6,3,2,1,0,24,4,6,47,14,9,0,2,0,3,4,66,71,11,30,10,8,8
"N00002226",99,29,6,0,11,5,3,3,0,23,11,5,17,7,10,0,1,0,2,7,12,60,8,18,3,5,4
"N00002227",112,38,8,0,2,1,1,0,0,24,9,6,23,9,8,1,1,0,0,6,15,66,16,24,5,1,10
"N00002228",120,48,5,0,9,2,5,1,1,23,14,6,25,3,6,1,1,0,2,2,23,66,9,25,5,5,10
"N00002229",340,71,27,0,23,11,5,6,1,63,25,25,31,13,49,15,9,0,2,23,40,220,7,127,12,36,52
"N00002230",120,46,5,0,14,5,6,3,0,28,8,9,14,11,12,2,3,0,1,6,32,62,3,17,3,4,5
"N00002231",145,51,3,0,8,2,2,4,0,50,18,15,16,17,10,4,1,0,1,4,35,84,1,25,4,5,13
"N00002232",324,97,21,0,36,20,9,5,2,69,34,21,18,14,33,6,10,0,2,15,79,194,14,75,20,13,21
"N00002233",140,57,7,0,11,6,3,2,0,31,11,6,18,14,17,3,2,0,0,12,39,66,2,22,7,4,4
"N00002234",120,54,5,0,15,9,4,1,1,25,8,5,12,12,11,3,2,0,0,6,42,55,0,15,3,3,4
"N00002235",137,54,8,0,9,3,3,3,0,37,11,14,15,12,8,1,1,0,0,6,39,75,5,24,5,3,8
"N00002236",328,186,17,0,9,3,2,4,0,50,22,8,76,20,21,3,2,0,4,12,110,121,9,53,17,8,11
"N00002237",123,28,8,0,6,2,2,2,0,30,16,10,12,4,12,4,2,0,0,6,16,83,3,44,8,8,20
"N00002238",98,20,5,0,8,1,2,4,1,39,23,9,4,7,14,5,2,0,0,7,16,64,0,17,1,3,8
"N00002239",108,39,13,0,4,2,1,1,0,25,5,6,13,14,5,1,0,0,1,3,26,64,3,32,9,6,4
"N00002240",145,57,6,0,7,5,1,1,0,36,17,16,17,3,3,0,1,0,2,0,40,85,5,37,8,13,10
"N00002241",116,44,5,0,10,6,4,0,0,29,14,8,11,7,9,1,1,0,2,5,33,63,3,21,5,5,6
"N00002242",113,37,13,0,5,1,2,2,0,22,7,3,15,12,15,3,1,0,1,10,22,61,6,28,2,7,6
"N00002243",122,68,7,0,2,0,0,1,1,10,4,4,42,2,5,0,2,0,0,3,26,49,4,33,9,5,12
"N00002244",114,37,14,0,7,2,2,2,1,14,0,5,21,9,12,2,5,0,1,4,16,65,7,37,10,3,10
"N00002245",128,89,3,0,1,1,0,0,0,3,0,0,42,3,7,1,1,0,2,3,47,32,18,10,6,0,1
"N00002246",150,20,25,0,6,4,0,2,0,13,5,2,12,6,10,2,3,0,2,3,8,120,11,90,16,15,34
"N00002247",146,21,13,0,10,5,3,2,0,14,4,4,4,6,13,4,2,0,2,5,17,112,10,78,13,15,37
"N00002248",248,40,30,0,12,9,0,3,0,32,5,15,14,12,20,4,5,0,0,11,26,188,9,135,18,27,60
"N00002249",179,12,21,0,14,6,4,2,2,25,8,9,10,8,9,1,3,0,1,4,2,158,7,112,18,17,56
"N00002250",115,18,20,0,4,2,1,0,1,16,10,6,6,0,4,2,0,0,1,1,12,93,7,66,8,13,25
"N00002251",136,27,25,0,6,4,1,1,0,21,5,10,5,6,9,3,3,0,1,2,22,100,6,67,12,10,20
"N00002252",264,35,38,0,5,3,1,1,0,19,2,5,19,12,23,4,9,0,2,8,16,206,19,163,28,30,67
"N00002253",129,19,16,0,5,1,0,3,1,16,4,4,11,8,12,4,0,0,4,4,8,98,9,68,13,11,28
"N00002254",197,40,26,0,12,9,1,2,0,26,7,8,7,11,27,6,2,0,0,19,33,130,11,81,19,12,24
"N00002255",177,32,26,0,6,2,1,3,0,17,6,6,13,5,10,1,5,0,2,2,19,135,7,105,18,16,45
"N00002256",166,19,29,0,7,2,1,3,1,10,1,1,10,8,9,1,4,0,2,2,9,138,17,104,26,16,33
"N00002257",140,38,14,0,7,5,2,0,0,19,11,1,22,7,4,0,1,0,0,3,16,98,10,62,18,4,26
"N00002258",126,25,18,0,6,3,0,3,0,13,2,1,8,10,3,1,1,0,0,1,17,98,9,70,19,11,22
"N00002259",153,43,8,0,16,9,5,2,0,27,11,8,10,8,5,2,1,0,1,1,33,105,8,54,20,13,13
"N00002260",299,53,16,0,22,13,7,2,0,38,13,17,13,8,5,3,0,0,2,0,40,241,16,165,50,38,61
"N00002261",225,20,21,0,13,4,4,4,1,22,9,12,8,1,8,5,1,0,0,2,12,197,12,150,44,23,62
"N00002262",156,32,23,0,2,1,0,1,0,13,2,4,10,7,9,1,3,0,2,3,22,115,9,91,22,22,24
"N00002263",159,23,19,0,7,2,2,3,0,4,1,0,9,3,8,2,2,0,1,3,14,128,12,105,27,16,43
"N00002264",257,48,16,0,29,11,8,8,2,61,26,19,10,16,17,1,4,0,1,11,38,192,7,95,18,20,41
"N00002265",216,29,7,0,19,10,4,5,0,52,29,16,8,7,16,5,4,0,2,5,21,171,8,92,20,25,40
"N00002266",108,28,12,0,9,2,1,5,1,31,8,7,7,16,5,4,0,0,0,1,21,75,3,32,9,0,11
"N00002267",172,35,6,0,17,8,5,4,0,40,17,15,6,8,22,1,6,0,1,14,29,115,6,52,11,14,21
"N00002268",290,64,14,0,24,13,4,6,1,71,29,29,16,13,17,3,5,0,0,9,48,209,7,107,24,28,41
"N00002269",117,27,9,0,11,2,3,6,0,30,5,12,11,13,13,6,4,0,0,3,16,77,6,30,6,5,10
"N00002270",120,21,13,0,11,4,3,4,0,36,9,14,6,13,9,2,1,0,0,6,15,90,3,40,6,6,15
"N00002271",113,28,9,0,3,1,1,1,0,34,11,14,7,9,13,1,8,0,1,3,21,72,2,33,3,7,14
"N00002272",99,22,12,0,10,8,0,2,0,26,13,9,4,4,10,3,2,0,1,4,18,67,1,30,3,4,11
"N00002273",214,38,7,3,25,11,6,7,1,26,10,8,8,8,20,5,4,0,1,10,30,156,5,97,28,23,39
"N00002274",98,26,6,1,5,2,1,1,1,30,14,12,6,4,9,1,2,0,1,5,20,63,3,24,6,4,8
"N00002275",103,28,8,0,5,0,1,3,1,24,16,3,11,5,8,2,1,0,1,4,17,67,2,36,8,8,12
"N00002276",124,30,14,0,11,4,3,3,1,13,4,3,7,6,10,2,2,0,2,4,23,84,15,45,18,3,10
"N00002277",194,51,12,0,18,9,6,3,0,39,14,13,10,12,14,2,5,0,0,7,41,129,6,66,15,17,22
"N00002278",137,45,7,0,13,4,1,8,0,29,11,9,15,9,8,3,4,0,0,1,30,84,5,37,12,7,11
"N00002279",111,59,8,0,4,0,1,2,1,15,8,4,13,3,3,0,0,0,0,3,46,49,5,25,7,5,5
"N00002280",116,32,14,0,8,2,2,3,1,15,6,5,14,4,8,4,2,0,0,2,18,76,10,43,13,6,10
"N00002281",127,14,11,0,10,3,1,5,1,39,15,12,6,12,16,3,5,0,0,8,8,97,5,43,13,5,14
"N00002282",114,48,5,0,4,2,1,0,1,24,7,7,22,10,11,2,4,0,1,4,26,55,3,24,6,4,9
"N00002283",106,26,15,0,4,2,0,2,0,22,7,6,11,9,10,2,1,0,1,6,15,70,7,37,13,6,3
"N00002284",128,44,15,0,5,2,2,1,0,28,7,9,19,12,8,4,1,0,1,2,25,76,8,35,8,4,8
"N00002285",128,15,22,0,6,1,1,2,2,19,5,8,7,6,6,4,1,0,0,1,8,107,12,70,7,16,25
"N00002286",127,18,24,0,1,1,0,0,0,25,8,7,10,10,11,5,2,0,0,4,8,98,9,63,17,11,11
"N00002287",122,28,12,0,3,0,1,1,1,23,7,5,16,11,12,4,4,0,0,4,12,82,18,38,11,9,6
"N00002288",118,36,9,0,8,2,1,2,3,31,8,13,17,10,5,1,2,0,0,2,19,77,7,31,11,4,7
"N00002289",107,32,7,0,6,4,1,1,0,29,7,7,14,15,4,1,1,0,0,2,18,71,10,26,4,6,9
"N00002290",238,119,13,0,9,7,2,0,0,17,4,7,85,6,6,1,0,0,0,5,34,113,25,62,28,7,14
"N00002291",227,104,8,0,15,9,2,2,2,27,13,4,35,10,10,1,2,0,0,7,69,113,12,59,23,12,16
"N00002292",118,33,8,0,4,2,1,1,0,11,2,4,17,5,4,2,1,0,0,1,16,81,13,53,12,10,23
"N00002293",113,44,7,0,9,6,3,0,0,15,7,1,15,7,3,1,0,0,0,2,29,66,9,33,12,8,6
"N00002294",123,34,15,0,3,0,2,0,1,8,1,3,19,4,4,2,1,0,0,1,15,85,15,59,27,4,13
"N00002295",137,33,9,0,19,17,0,2,0,17,2,6,11,9,5,0,1,0,0,4,22,99,10,53,19,7,18
"N00002296",143,35,9,0,9,2,3,3,1,21,10,5,9,6,16,0,2,0,0,14,26,92,4,58,23,9,17
"N00002297",124,23,12,0,3,3,0,0,0,11,3,1,11,7,6,2,1,0,0,3,12,95,21,60,15,14,19
"N00002298",137,59,12,0,3,1,1,0,1,24,8,4,33,12,2,0,1,0,0,1,26,76,10,39,12,7,8
"N00002299",149,41,11,0,7,1,3,3,0,13,5,2,18,6,2,0,0,0,0,2,23,106,20,66,16,17,22
"N00002300",318,66,18,0,30,14,10,4,2,31,14,7,20,10,15,6,1,0,0,8,46,237,18,158,57,35,48
"N00002301",242,44,17,0,14,8,3,3,0,28,10,9,20,9,8,3,0,0,0,5,24,190,26,122,32,30,43
"N00002302",221,26,19,0,10,4,3,3,0,20,3,13,11,4,8,2,1,0,0,5,15,187,26,131,34,24,54
"N00002303",158,25,11,0,13,4,4,4,1,21,4,11,9,6,15,4,2,0,0,9,16,118,8,76,23,18,24
"N00002304",88,25,4,0,11,5,2,4,0,14,6,1,7,7,7,3,2,0,0,2,18,56,6,25,7,3,11
"N00002305",311,71,16,0,38,24,9,4,1,26,14,7,9,5,19,1,4,0,1,13,62,221,10,147,49,40,42
"N00002306",524,110,21,0,67,35,19,13,0,63,21,18,19,24,50,15,10,0,0,25,91,364,13,221,58,56,86
"N00002307",134,26,16,0,5,3,2,0,0,11,2,6,12,3,15,4,1,0,1,9,14,93,14,63,16,12,19
"N00002308",124,29,13,0,7,2,1,1,3,9,5,1,11,3,3,0,2,0,0,1,18,92,8,68,18,17,20
"N00002309",101,36,6,0,4,0,4,0,0,17,2,6,10,9,7,3,1,0,0,3,26,58,6,31,11,5,9
"N00002310",103,34,3,0,4,4,0,0,0,21,5,6,18,10,9,3,1,0,0,5,16,60,12,23,8,5,7
"N00002311",119,30,11,0,10,5,3,2,0,14,6,4,12,4,6,3,0,0,0,3,18,83,13,46,16,6,13
"N00002312",137,46,4,0,9,2,5,1,1,24,9,5,21,10,8,3,2,0,1,2,25,83,14,36,10,10,12
"N00002313",140,46,17,0,7,4,2,1,0,11,2,5,24,4,6,2,0,0,0,4,22,88,17,53,25,3,8
"N00002314",121,38,20,0,2,0,1,1,0,11,3,1,24,7,6,1,2,0,0,3,14,77,19,45,10,6,9
"N00002315",145,37,7,0,6,4,1,0,1,20,7,5,25,8,10,5,2,0,1,2,12,98,20,52,22,9,14
"N00002316",116,42,6,0,10,5,1,4,0,13,5,3,24,5,3,1,1,0,0,1,18,71,12,36,16,6,8
"N00002317",118,24,16,0,2,1,1,0,0,13,3,5,12,5,4,0,2,0,0,2,12,90,15,60,19,7,18
"N00002318",169,45,11,0,10,5,4,0,1,28,13,6,29,9,6,1,2,0,1,2,16,118,26,54,24,7,12
"N00002319",260,55,21,0,13,10,1,2,0,23,6,8,22,9,14,2,4,0,3,5,33,191,32,123,22,27,53
"N00002320",131,36,11,0,12,4,4,3,1,26,10,8,18,8,4,1,0,0,0,3,18,91,16,37,16,5,5
"N00002321",117,29,14,0,6,3,1,2,0,12,4,3,19,5,3,2,0,0,0,1,10,85,18,49,14,5,16
"N00002322",125,28,15,0,7,4,2,1,0,10,6,1,15,3,6,1,0,0,1,4,13,91,17,57,23,7,12
"N00002323",132,25,14,0,3,0,2,1,0,15,3,4,12,8,1,0,0,0,0,1,13,106,18,70,29,11,16
"N00002324",106,18,9,0,8,3,2,3,0,11,2,2,10,7,3,0,1,0,0,2,8,85,10,56,17,9,21
"N00002325",173,30,22,0,8,6,1,0,1,16,3,4,9,9,12,0,1,0,2,9,21,131,16,91,28,17,24
"N00002326",130,35,11,0,7,3,1,3,0,18,6,4,18,8,3,1,0,0,0,2,17,92,12,55,24,6,14
"N00002327",460,67,41,1,18,8,7,3,0,41,13,12,27,16,31,4,5,1,2,19,40,362,33,269,69,52,107
"N00002328",130,25,17,0,6,3,1,2,0,11,5,0,8,6,3,0,2,0,0,1,17,102,7,78,20,15,26
"N00002329",135,49,4,0,3,2,1,0,0,16,4,4,26,8,3,1,1,0,0,1,23,83,15,49,12,11,22
"N00002330",215,30,16,1,20,13,5,2,0,19,5,5,9,9,9,1,3,0,2,3,21,176,14,122,32,31,43
"N00002331",199,29,13,0,14,7,3,3,1,29,8,12,11,9,15,3,5,0,0,7,18,155,15,97,20,24,40
"N00002332",159,51,6,1,11,9,2,0,0,27,14,5,21,8,4,0,1,0,0,3,30,104,9,56,18,10,22
"N00002333",149,38,12,0,12,5,4,3,0,10,0,5,15,5,4,1,0,0,1,2,23,107,11,74,19,11,32
"N00002334",125,24,18,0,8,2,2,4,0,16,5,6,10,5,4,1,0,0,0,3,14,97,8,65,22,7,18
"N00002335",202,43,19,1,12,9,2,0,1,13,4,3,15,6,9,1,1,0,0,7,28,150,20,104,29,16,40
"N00002336",132,42,12,0,12,7,1,4,0,18,3,8,19,7,7,2,1,0,1,3,23,83,12,41,10,5,14
"N00002337",139,36,6,0,9,2,5,1,1,35,16,8,11,11,11,5,1,0,0,5,25,92,7,41,11,10,14
"N00002338",109,32,9,0,10,3,4,3,0,16,5,2,15,9,5,2,0,0,0,3,17,72,11,35,10,4,12
"N00002339",116,29,14,0,4,0,2,1,1,12,1,5,15,6,8,2,2,0,1,3,14,79,6,57,20,12,11
"N00002340",114,29,13,0,13,5,2,5,1,12,4,2,14,6,9,4,2,0,0,3,15,76,11,40,9,8,10
"N00002341",100,29,10,0,6,1,3,2,0,12,5,3,11,4,7,0,3,0,0,4,18,64,6,40,16,5,9
"N00002342",115,40,13,0,7,1,4,2,0,13,3,7,12,3,10,3,1,0,1,5,28,65,7,38,11,6,8
"N00002343",117,19,5,0,8,5,3,0,0,20,9,10,0,1,8,2,0,0,0,6,19,90,2,60,14,12,29
"N00002344",182,72,4,1,15,5,5,4,1,36,19,8,24,9,25,5,1,0,4,15,48,85,4,29,9,10,6
"N00002345",153,80,2,0,9,4,4,1,0,15,9,1,47,5,15,3,2,0,1,9,33,58,11,23,6,4,11
"N00002346",114,45,5,0,5,5,0,0,0,17,4,3,17,10,12,1,2,0,0,9,28,57,5,30,14,6,5
"N00002347",280,72,21,0,15,8,4,3,0,44,21,9,37,14,12,2,2,0,1,7,35,196,23,114,40,20,33
"N00002348",169,81,9,1,8,2,5,1,0,20,6,4,41,10,9,1,1,0,1,6,40,79,10,40,10,6,15
"N00002349",113,39,5,0,10,5,2,3,0,20,5,7,16,8,4,0,2,0,0,2,23,70,12,28,9,7,7
"N00002350",96,41,5,0,2,1,1,0,0,11,2,2,29,7,3,0,0,0,1,2,12,52,14,25,11,3,6
"N00002351",418,61,29,0,39,25,7,6,1,62,20,31,5,11,20,3,8,0,2,7,56,337,11,225,35,48,113
"N00002352",137,59,3,0,3,3,0,0,0,11,2,4,48,5,22,3,1,0,4,14,11,56,15,27,11,4,9
"N00002353",647,109,56,0,76,40,17,14,5,138,55,62,32,21,42,9,11,0,1,21,77,496,27,255,58,48,93
"N00002354",151,49,15,0,11,4,5,2,0,17,7,5,13,5,10,3,2,0,1,4,36,92,6,58,16,7,20
"N00002355",112,36,8,0,10,5,2,3,0,24,9,8,5,7,7,2,1,0,0,4,31,69,6,29,6,4,11
"N00002356",140,21,19,0,18,9,4,4,1,20,7,9,5,4,10,5,3,0,0,2,16,109,1,70,18,14,19
"N00002357",146,65,7,0,7,3,3,1,0,20,5,6,17,9,14,4,2,0,1,7,48,67,5,35,3,5,20
"N00002358",110,42,4,0,5,1,3,1,0,29,11,7,15,11,4,0,1,0,1,2,27,64,7,23,7,4,8
"N00002359",118,51,11,0,1,1,0,0,0,20,9,5,13,6,8,0,1,0,1,6,38,59,10,28,6,1,10
"N00002360",115,47,8,0,4,1,2,1,0,7,2,1,24,4,5,0,1,0,0,4,23,63,17,35,12,8,7
"N00002361",116,29,6,0,7,2,1,4,0,27,16,5,13,6,10,4,2,0,0,4,16,77,8,35,11,4,14
"N00002362",113,47,9,0,13,2,4,7,0,20,7,4,19,9,4,1,0,0,0,3,28,62,3,26,8,5,4
"N00002363",108,41,6,0,11,3,2,4,2,18,7,3,24,8,10,2,2,0,1,5,17,57,7,21,8,3,4
"N00002364",118,64,7,0,8,3,3,1,1,19,7,4,22,8,8,2,2,0,0,4,42,46,3,16,7,1,1
"N00002365",121,35,10,0,8,4,1,3,0,24,15,5,14,4,8,2,3,0,0,3,21,78,6,40,11,9,10
"N00002366",118,41,11,0,7,3,1,3,0,20,8,4,18,8,3,0,1,0,0,2,23,74,10,37,7,6,13
"N00002367",164,51,18,1,9,5,4,0,0,17,3,4,25,10,11,2,1,0,1,7,26,102,15,60,12,13,17
"N00002368",141,21,16,0,7,3,2,1,1,7,1,2,10,4,7,1,2,0,0,4,11,113,8,91,18,24,33
"N00002369",289,67,23,0,25,14,7,3,1,35,13,12,19,10,29,9,4,0,0,16,48,193,8,125,40,29,33
